sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.2,1,-4,1,0,18
1,0.2,0.68375,-2.065,0.46,0,18
2,0.2,0.49875,-1.48,0.275,0,18
3,0.2,0.32,-1.17,0.125,0,18
4,0.2,0.19,-0.885,0.0025,0,18
5,0.2,0.08875,-0.71,0.005,0,18
6,0.2,0.03875,-0.715,0,0,18
7,0.2,0.00125,-0.865,-0.0425,0,18
8,0.2,0.00875,-0.87,0.0475,0,18
9,0.2,0.02375,-0.785,0,0,18
10,0.2,0.03375,-0.9,-0.035,0,18
11,0.2,-0.02375,-0.845,-0.0175,0,18
12,0.2,-0.0175,-0.915,-0.025,0,18
13,0.2,0.035,-0.865,-0.0125,0,18
14,0.2,0.045,-0.805,-0.05,0,18
15,0.2,0.04625,-0.795,-0.0075,0,18
16,0.2,-0.0175,-0.845,-0.03,0,18
17,0.2,0.01625,-0.91,-0.0225,0,18
18,0.2,0.02125,-0.765,-0.01,0,18
19,0.2,0.05375,-0.835,0.045,0,18
20,0.2,0.085,-0.965,0.0275,0,18
21,0.2,0.15625,-0.99,0.0075,0,18
22,0.2,0.12125,-1.025,-0.01,0,18
23,0.2,0.03125,-0.86,-0.0425,0,18
24,0.2,0.03125,-0.915,-0.0325,0,18
25,0.2,-0.0125,-0.82,-0.0625,0,18
26,0.2,0.02,-0.88,-0.025,0,18
27,0.2,0.01875,-0.83,-0.0225,0,18
28,0.2,-0.01625,-0.685,0.0025,0,18
29,0.2,0.01125,-0.915,0.01,0,18
30,0.2,-0.01125,-0.76,0.0025,0,18
31,0.2,0.035,-0.82,0.045,0,18
32,0.2,0.0175,-0.925,0.0025,0,18
33,0.2,-0.00125,-0.735,-0.0375,0,18
34,0.2,0.0025,-0.855,0,0,18
35,0.2,-0.00875,-0.78,0.005,0,18
36,0.2,0.015,-0.92,-0.0125,0,18
37,0.2,-0.00875,-0.83,-0.045,0,18
38,0.2,0.035,-0.875,0.0475,0,18
39,0.2,0.06,-0.85,0.01,0,18
40,0.2,0.03125,-1.035,0.02,0,18
41,0.2,-0.00375,-0.945,-0.015,0,18
42,0.2,0.075,-0.825,0.005,0,18
43,0.2,0.04625,-0.825,0.0025,0,18
44,0.2,-0.03375,-0.825,-0.055,0,18
45,0.2,-0.0075,-0.8,-0.0175,0,18
46,0.2,-0.0125,-0.69,0,0,18
47,0.2,-0.025,-0.92,0.0025,0,18
48,0.2,-0.03,-0.775,-0.01,0,18
49,0.2,0.005,-0.815,-0.035,0,18
50,0.2,-0.02,-0.97,0.005,0,18
