sweeps,magnetisation,seed
0,-1,36
1,-0.78125,36
2,-0.5775,36
3,-0.4775,36
4,-0.2975,36
5,-0.225,36
6,-0.17125,36
7,-0.13625,36
8,-0.0575,36
9,-0.02125,36
10,-0.025,36
