sweeps,magnetisation,seed
0,-1,11
1,-0.75125,11
2,-0.5025,11
3,-0.45125,11
4,-0.27875,11
5,-0.18,11
6,-0.09125,11
7,-0.0125,11
8,-0.03375,11
9,-0.045,11
10,-0.0475,11
