sweeps,magnetisation,seed
0,-1,20
1,-0.77125,20
2,-0.62,20
3,-0.475,20
4,-0.35125,20
5,-0.335,20
6,-0.24625,20
7,-0.1625,20
8,-0.095,20
9,-0.08125,20
10,0.02125,20
