sweeps,magnetisation,seed
0,-1,46
1,-0.71375,46
2,-0.52625,46
3,-0.39875,46
4,-0.28375,46
5,-0.205,46
6,-0.14875,46
7,-0.09,46
8,-0.04625,46
9,-0.0225,46
10,-0.09625,46
