sweeps,magnetisation,seed
0,-1,54
1,-0.7625,54
2,-0.565,54
3,-0.4175,54
4,-0.3375,54
5,-0.23125,54
6,-0.1975,54
7,-0.14125,54
8,-0.115,54
9,-0.07875,54
10,-0.0625,54
