sweeps,magnetisation,seed
0,-1,91
1,-0.75,91
2,-0.54875,91
3,-0.41125,91
4,-0.38,91
5,-0.29625,91
6,-0.26625,91
7,-0.21125,91
8,-0.15625,91
9,-0.0875,91
10,-0.0775,91
