sweeps,magnetisation,seed
0,-1,66
1,-0.73875,66
2,-0.565,66
3,-0.385,66
4,-0.28875,66
5,-0.19,66
6,-0.12375,66
7,-0.12375,66
8,-0.10875,66
9,-0.0575,66
10,-0.02125,66
