sweeps,magnetisation,seed
0,-1,33
1,-0.76375,33
2,-0.5675,33
3,-0.41375,33
4,-0.305,33
5,-0.19,33
6,-0.12,33
7,-0.115,33
8,-0.0625,33
9,-0.0675,33
10,-0.02625,33
