sweeps,magnetisation,seed
0,-1,74
1,-0.74125,74
2,-0.57375,74
3,-0.42625,74
4,-0.3,74
5,-0.15375,74
6,-0.16875,74
7,-0.1175,74
8,-0.09,74
9,-0.04125,74
10,-0.03,74
