sweeps,magnetisation,seed
0,-1,79
1,-0.71875,79
2,-0.55375,79
3,-0.41,79
4,-0.3175,79
5,-0.21625,79
6,-0.16625,79
7,-0.1275,79
8,-0.08875,79
9,-0.1025,79
10,-0.07,79
