sweeps,magnetisation,seed
0,-1,98
1,-0.76375,98
2,-0.58625,98
3,-0.4775,98
4,-0.3525,98
5,-0.1675,98
6,-0.065,98
7,-0.065,98
8,-0.03,98
9,-0.015,98
10,0.035,98
