sweeps,magnetisation,seed
0,-1,68
1,-0.73625,68
2,-0.58625,68
3,-0.42,68
4,-0.3075,68
5,-0.22625,68
6,-0.14125,68
7,-0.09,68
8,-0.07375,68
9,-0.02875,68
10,-0.01125,68
