sweeps,magnetisation,seed
0,-1,27
1,-0.75625,27
2,-0.61,27
3,-0.40625,27
4,-0.3225,27
5,-0.26875,27
6,-0.145,27
7,-0.07625,27
8,-0.0475,27
9,0.01125,27
10,0.08875,27
