sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.35,1,-4,1,0,11
1,0.35,0.9075,-3.39,0.8175,0,11
2,0.35,0.82625,-2.97,0.6825,0,11
3,0.35,0.73375,-2.505,0.5375,0,11
4,0.35,0.66625,-2.31,0.4525,0,11
5,0.35,0.60625,-2.285,0.3725,0,11
6,0.35,0.5775,-2.145,0.335,0,11
7,0.35,0.545,-2.02,0.2825,0,11
8,0.35,0.49125,-2.015,0.2225,0,11
9,0.35,0.48,-2.02,0.2175,0,11
10,0.35,0.43875,-2.015,0.1625,0,11
11,0.35,0.38875,-1.98,0.125,0,11
12,0.35,0.41375,-1.93,0.1725,0,11
13,0.35,0.4025,-1.81,0.16,0,11
14,0.35,0.38875,-1.97,0.14,0,11
15,0.35,0.32,-1.91,0.12,0,11
16,0.35,0.27875,-1.91,0.0175,0,11
17,0.35,0.2575,-1.85,-0.035,0,11
18,0.35,0.255,-1.805,0.025,0,11
19,0.35,0.2775,-1.85,0.1075,0,11
20,0.35,0.21625,-1.71,-0.0025,0,11
21,0.35,0.2475,-1.795,0.0675,0,11
22,0.35,0.22,-1.81,0.035,0,11
23,0.35,0.2675,-1.915,0.0525,0,11
24,0.35,0.22,-1.825,-0.0225,0,11
25,0.35,0.14125,-1.685,0.0125,0,11
26,0.35,0.11375,-1.755,0.0225,0,11
27,0.35,0.1425,-1.86,-0.0325,0,11
28,0.35,0.1675,-1.78,0.04,0,11
29,0.35,0.13875,-1.725,0.0425,0,11
30,0.35,0.11875,-1.745,0.03,0,11
31,0.35,0.13375,-1.85,0.0325,0,11
32,0.35,0.185,-1.825,-0.04,0,11
33,0.35,0.2,-1.84,-0.0425,0,11
34,0.35,0.2475,-1.805,0.035,0,11
35,0.35,0.1825,-1.87,-0.0425,0,11
36,0.35,0.19,-1.77,-0.015,0,11
37,0.35,0.12,-1.6,0.0325,0,11
38,0.35,0.155,-1.815,0.0525,0,11
39,0.35,0.15125,-1.72,0.07,0,11
40,0.35,0.12375,-1.975,0,0,11
41,0.35,0.14,-1.81,0.0175,0,11
42,0.35,0.175,-1.915,0.075,0,11
43,0.35,0.16375,-1.82,-0.035,0,11
44,0.35,0.11875,-1.71,0.02,0,11
45,0.35,0.0825,-1.625,0.0075,0,11
46,0.35,0.10125,-1.69,0.085,0,11
47,0.35,0.08125,-1.83,0.07,0,11
48,0.35,0.0775,-1.77,0.0775,0,11
49,0.35,0.03875,-1.78,-0.0125,0,11
50,0.35,0.0825,-1.8,0.0375,0,11
