sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.35,1,-4,1,0,10
1,0.35,0.865,-3.18,0.7525,0,10
2,0.35,0.81125,-2.825,0.6475,0,10
3,0.35,0.72875,-2.61,0.5325,0,10
4,0.35,0.69375,-2.515,0.49,0,10
5,0.35,0.6525,-2.465,0.445,0,10
6,0.35,0.61625,-2.31,0.4,0,10
7,0.35,0.57625,-2.295,0.305,0,10
8,0.35,0.54375,-2.28,0.265,0,10
9,0.35,0.52,-2.105,0.25,0,10
10,0.35,0.46125,-2.045,0.225,0,10
11,0.35,0.44625,-2.05,0.22,0,10
12,0.35,0.42125,-2,0.1825,0,10
13,0.35,0.4225,-2.035,0.17,0,10
14,0.35,0.42,-1.98,0.155,0,10
15,0.35,0.37625,-1.895,0.17,0,10
16,0.35,0.39125,-1.995,0.1875,0,10
17,0.35,0.4475,-1.975,0.205,0,10
18,0.35,0.4175,-1.995,0.14,0,10
19,0.35,0.39125,-1.94,0.1625,0,10
20,0.35,0.365,-1.915,0.1625,0,10
21,0.35,0.35375,-2.015,0.12,0,10
22,0.35,0.30625,-1.81,0.0925,0,10
23,0.35,0.28625,-1.95,0.0725,0,10
24,0.35,0.2675,-1.93,0.06,0,10
25,0.35,0.19625,-1.665,0.02,0,10
26,0.35,0.22625,-1.715,0.0475,0,10
27,0.35,0.1575,-1.775,-0.0225,0,10
28,0.35,0.15,-1.79,0.02,0,10
29,0.35,0.14125,-1.7,0.0175,0,10
30,0.35,0.14,-1.64,0.0225,0,10
31,0.35,0.10875,-1.7,0.015,0,10
32,0.35,0.13,-1.755,0.03,0,10
33,0.35,0.16625,-1.895,0.07,0,10
34,0.35,0.20875,-1.88,0.1025,0,10
35,0.35,0.16875,-1.78,0.0825,0,10
36,0.35,0.155,-1.87,0.0575,0,10
37,0.35,0.15125,-1.78,0.0675,0,10
38,0.35,0.16375,-1.785,0.0775,0,10
39,0.35,0.15125,-1.825,0.075,0,10
40,0.35,0.1375,-1.98,0.0875,0,10
41,0.35,0.1225,-1.9,0.0725,0,10
42,0.35,0.1325,-1.72,0.0025,0,10
43,0.35,0.14875,-1.86,0.0875,0,10
44,0.35,0.13375,-1.775,0.1325,0,10
45,0.35,0.13125,-1.735,0.1125,0,10
46,0.35,0.07375,-1.695,0.075,0,10
47,0.35,0.00375,-1.81,0.0225,0,10
48,0.35,-0.0275,-1.95,0.0225,0,10
49,0.35,-0.00375,-1.805,0.0475,0,10
50,0.35,-0.06125,-1.745,0.0275,0,10
