sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.35,1,-4,1,0,0
1,0.35,0.8925,-3.295,1,0,0
2,0.35,0.815,-2.875,1,0,0
3,0.35,0.73375,-2.575,1,0,0
4,0.35,0.68375,-2.415,1,0,0
5,0.35,0.66375,-2.325,1,0,0
6,0.35,0.61375,-2.165,1,0,0
7,0.35,0.56625,-2.12,1,0,0
8,0.35,0.50875,-2.15,1,0,0
9,0.35,0.47,-2.015,1,0,0
10,0.35,0.46375,-2.005,1,0,0
11,0.35,0.4675,-2.095,1,0,0
12,0.35,0.425,-1.935,1,0,0
13,0.35,0.4325,-2.075,1,0,0
14,0.35,0.39625,-1.89,1,0,0
15,0.35,0.39,-1.92,1,0,0
16,0.35,0.355,-1.855,1,0,0
17,0.35,0.35625,-1.85,1,0,0
18,0.35,0.31625,-1.78,1,0,0
19,0.35,0.29,-1.78,1,0,0
20,0.35,0.31625,-1.93,1,0,0
21,0.35,0.30625,-2.02,1,0,0
