sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.35,1,-4,1,0,3
1,0.35,0.905,-3.375,0.815,0,3
2,0.35,0.8375,-3.065,0.715,0,3
3,0.35,0.76875,-2.71,0.585,0,3
4,0.35,0.7125,-2.53,0.5075,0,3
5,0.35,0.66375,-2.395,0.43,0,3
6,0.35,0.6175,-2.16,0.3825,0,3
7,0.35,0.57625,-2.205,0.33,0,3
8,0.35,0.6,-2.29,0.395,0,3
9,0.35,0.52625,-2.16,0.33,0,3
10,0.35,0.455,-2.035,0.235,0,3
11,0.35,0.39,-1.93,0.2225,0,3
12,0.35,0.4175,-1.955,0.2875,0,3
13,0.35,0.38,-1.88,0.2325,0,3
14,0.35,0.3575,-1.905,0.26,0,3
15,0.35,0.31,-1.85,0.2125,0,3
16,0.35,0.31,-1.955,0.215,0,3
17,0.35,0.32,-2.005,0.195,0,3
18,0.35,0.30375,-1.95,0.2075,0,3
19,0.35,0.2725,-1.91,0.1825,0,3
20,0.35,0.215,-1.82,0.1475,0,3
21,0.35,0.185,-1.735,0.165,0,3
22,0.35,0.175,-1.835,0.18,0,3
23,0.35,0.13625,-1.83,0.1375,0,3
24,0.35,0.13375,-1.785,0.13,0,3
25,0.35,0.13375,-1.615,0.175,0,3
26,0.35,0.1525,-1.705,0.195,0,3
27,0.35,0.15625,-1.66,0.1475,0,3
28,0.35,0.12875,-1.695,0.1175,0,3
29,0.35,0.11875,-1.76,0.0675,0,3
30,0.35,0.15375,-1.62,0.035,0,3
31,0.35,0.12375,-1.675,0.085,0,3
32,0.35,0.09125,-1.58,0.03,0,3
33,0.35,0.06375,-1.65,0.0375,0,3
34,0.35,0.065,-1.67,0.0475,0,3
35,0.35,0.0775,-1.645,0.0375,0,3
36,0.35,0.13125,-1.64,0.1325,0,3
37,0.35,0.12,-1.71,0.0325,0,3
38,0.35,0.135,-1.585,0.015,0,3
39,0.35,0.07875,-1.625,0.0575,0,3
40,0.35,0.09,-1.745,0.115,0,3
41,0.35,0.1125,-1.755,0.1275,0,3
42,0.35,0.0975,-1.795,0.125,0,3
43,0.35,0.11125,-1.805,0.125,0,3
44,0.35,0.0775,-1.705,0.11,0,3
45,0.35,0.11625,-1.66,0.1025,0,3
46,0.35,0.14,-1.615,0.0725,0,3
47,0.35,0.12,-1.755,0.1425,0,3
48,0.35,0.10375,-1.78,0.1025,0,3
49,0.35,0.0325,-1.79,0.1,0,3
50,0.35,-0.02875,-1.655,0.085,0,3
