sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.35,1,-4,1,0,19
1,0.35,0.895,-3.32,0.805,0,19
2,0.35,0.81375,-2.89,0.6725,0,19
3,0.35,0.7275,-2.6,0.5225,0,19
4,0.35,0.675,-2.34,0.4225,0,19
5,0.35,0.6375,-2.16,0.365,0,19
6,0.35,0.6325,-2.255,0.38,0,19
7,0.35,0.6025,-2.26,0.335,0,19
8,0.35,0.53875,-2.19,0.275,0,19
9,0.35,0.5125,-2.115,0.2575,0,19
10,0.35,0.50625,-2.05,0.2625,0,19
11,0.35,0.44875,-1.905,0.2275,0,19
12,0.35,0.465,-1.93,0.195,0,19
13,0.35,0.39,-1.92,0.12,0,19
14,0.35,0.35125,-1.9,0.115,0,19
15,0.35,0.35875,-1.86,0.1225,0,19
16,0.35,0.33375,-1.855,0.0875,0,19
17,0.35,0.28125,-1.785,0.07,0,19
18,0.35,0.28125,-1.79,0.09,0,19
19,0.35,0.2525,-1.79,0.055,0,19
20,0.35,0.25,-1.745,0.085,0,19
21,0.35,0.24875,-1.7,0.11,0,19
22,0.35,0.21875,-1.625,0.05,0,19
23,0.35,0.1675,-1.69,0.0125,0,19
24,0.35,0.10125,-1.625,0.005,0,19
25,0.35,0.06875,-1.63,-0.005,0,19
26,0.35,0.0975,-1.69,-0.0125,0,19
27,0.35,0.0975,-1.615,-0.035,0,19
28,0.35,0.075,-1.69,0.0025,0,19
29,0.35,0.07875,-1.815,0.035,0,19
30,0.35,0.03125,-1.82,0.02,0,19
31,0.35,0.03125,-1.79,0.0075,0,19
32,0.35,0.01,-1.805,0.005,0,19
33,0.35,0.04125,-1.76,0.055,0,19
34,0.35,0.09125,-1.68,0.005,0,19
35,0.35,0.02875,-1.78,0.0625,0,19
36,0.35,0.0675,-1.895,0.1075,0,19
37,0.35,0.03,-2.085,0.1425,0,19
38,0.35,0.0425,-1.93,0.17,0,19
39,0.35,0.05625,-1.805,0.11,0,19
40,0.35,0.04625,-1.67,0.0375,0,19
41,0.35,0.0125,-1.765,-0.0325,0,19
42,0.35,0.0275,-1.68,-0.04,0,19
43,0.35,0.115,-1.825,0,0,19
44,0.35,0.15,-1.865,0.0075,0,19
45,0.35,0.1375,-1.88,0.0225,0,19
46,0.35,0.15375,-1.955,0.065,0,19
47,0.35,0.18125,-1.96,0.0575,0,19
48,0.35,0.205,-1.875,0.095,0,19
49,0.35,0.19125,-1.945,0.0775,0,19
50,0.35,0.20375,-1.935,0.025,0,19
