sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.35,1,-4,1,0,4
1,0.35,0.89,-3.285,0.7875,0,4
2,0.35,0.8025,-2.835,0.64,0,4
3,0.35,0.74875,-2.705,0.5575,0,4
4,0.35,0.65375,-2.34,0.3975,0,4
5,0.35,0.59125,-2.16,0.35,0,4
6,0.35,0.58625,-2.14,0.3525,0,4
7,0.35,0.5875,-2.22,0.3625,0,4
8,0.35,0.5725,-2.25,0.34,0,4
9,0.35,0.5075,-2.03,0.2725,0,4
10,0.35,0.45625,-2.09,0.2275,0,4
11,0.35,0.38125,-1.985,0.1775,0,4
12,0.35,0.345,-1.86,0.175,0,4
13,0.35,0.28625,-1.95,0.145,0,4
14,0.35,0.24625,-2,0.14,0,4
15,0.35,0.2425,-1.8,0.1225,0,4
16,0.35,0.24,-1.775,0.1275,0,4
17,0.35,0.2175,-1.735,0.0925,0,4
18,0.35,0.24125,-1.78,0.1025,0,4
19,0.35,0.18,-1.695,0.055,0,4
20,0.35,0.19125,-1.695,0.02,0,4
21,0.35,0.235,-1.68,0.0425,0,4
22,0.35,0.24,-1.68,0.04,0,4
23,0.35,0.16125,-1.64,0.0225,0,4
24,0.35,0.09,-1.645,0.0475,0,4
25,0.35,0.14125,-1.6,0.07,0,4
26,0.35,0.175,-1.865,0.0425,0,4
27,0.35,0.1875,-1.94,0.0075,0,4
28,0.35,0.105,-1.75,0.0425,0,4
29,0.35,0.08625,-1.8,0.01,0,4
30,0.35,0.10875,-1.745,-0.005,0,4
31,0.35,0.12125,-1.67,0.0325,0,4
32,0.35,0.1,-1.785,0.02,0,4
33,0.35,0.0625,-1.82,0.0825,0,4
34,0.35,0.0475,-1.76,0.075,0,4
35,0.35,0.085,-1.88,0.0925,0,4
36,0.35,0.06125,-1.825,0.065,0,4
37,0.35,0.0925,-1.775,0.05,0,4
38,0.35,0.115,-1.925,0.0875,0,4
39,0.35,0.08375,-1.68,0.055,0,4
40,0.35,0.04875,-1.85,0.0425,0,4
41,0.35,-0.0075,-1.79,0.0675,0,4
42,0.35,0.01875,-1.79,0.0925,0,4
43,0.35,-0.01875,-1.745,0.08,0,4
44,0.35,0.03,-1.695,0.0825,0,4
45,0.35,0.0225,-1.84,0.09,0,4
46,0.35,0.03375,-1.895,0.085,0,4
47,0.35,-0.0125,-1.79,0.1175,0,4
48,0.35,-0.07,-1.885,0.1125,0,4
49,0.35,-0.075,-1.785,0.0925,0,4
50,0.35,-0.08125,-1.68,0.05,0,4
