sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.8,1,-4,1,0,17
1,0.8,1,-4,1,0,17
2,0.8,1,-4,1,0,17
3,0.8,0.99875,-3.99,0.9975,0,17
4,0.8,1,-4,1,0,17
5,0.8,0.99875,-3.99,0.9975,0,17
6,0.8,0.995,-3.96,0.99,0,17
7,0.8,0.995,-3.965,0.99,0,17
8,0.8,0.99375,-3.95,0.9875,0,17
9,0.8,1,-4,1,0,17
10,0.8,0.9975,-3.98,0.995,0,17
11,0.8,0.99375,-3.95,0.9875,0,17
12,0.8,0.99625,-3.97,0.9925,0,17
13,0.8,0.995,-3.96,0.99,0,17
14,0.8,0.995,-3.96,0.99,0,17
15,0.8,0.99375,-3.96,0.9875,0,17
16,0.8,0.99375,-3.95,0.9875,0,17
17,0.8,0.9925,-3.94,0.985,0,17
18,0.8,0.99375,-3.95,0.9875,0,17
19,0.8,0.995,-3.96,0.99,0,17
20,0.8,0.9975,-3.98,0.995,0,17
21,0.8,0.99625,-3.97,0.9925,0,17
22,0.8,0.99375,-3.95,0.9875,0,17
23,0.8,0.9975,-3.98,0.995,0,17
24,0.8,0.99875,-3.99,0.9975,0,17
25,0.8,0.9975,-3.98,0.995,0,17
26,0.8,0.995,-3.96,0.99,0,17
27,0.8,0.995,-3.96,0.99,0,17
28,0.8,0.99625,-3.97,0.9925,0,17
29,0.8,0.9975,-3.98,0.995,0,17
30,0.8,0.9975,-3.98,0.995,0,17
31,0.8,0.9975,-3.98,0.995,0,17
32,0.8,0.995,-3.96,0.99,0,17
33,0.8,0.99125,-3.94,0.9825,0,17
34,0.8,0.99,-3.945,0.98,0,17
35,0.8,0.98875,-3.925,0.9775,0,17
36,0.8,0.99375,-3.955,0.9875,0,17
37,0.8,0.99125,-3.935,0.9825,0,17
38,0.8,0.995,-3.965,0.99,0,17
39,0.8,0.99875,-3.99,0.9975,0,17
40,0.8,0.9975,-3.98,0.995,0,17
41,0.8,0.99625,-3.97,0.9925,0,17
42,0.8,0.9975,-3.985,0.995,0,17
43,0.8,0.99625,-3.97,0.9925,0,17
44,0.8,0.995,-3.96,0.99,0,17
45,0.8,0.99625,-3.97,0.9925,0,17
46,0.8,0.99625,-3.97,0.9925,0,17
47,0.8,0.99625,-3.97,0.9925,0,17
48,0.8,0.99875,-3.99,0.9975,0,17
49,0.8,0.99625,-3.97,0.9925,0,17
50,0.8,0.9975,-3.98,0.995,0,17
