sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.4,1,-4,1,0,12
1,0.4,0.93125,-3.535,0.8675,0,12
2,0.4,0.89875,-3.355,0.8125,0,12
3,0.4,0.8525,-3.095,0.72,0,12
4,0.4,0.815,-3.035,0.645,0,12
5,0.4,0.7475,-2.805,0.565,0,12
6,0.4,0.75,-2.795,0.56,0,12
7,0.4,0.7175,-2.76,0.505,0,12
8,0.4,0.70125,-2.735,0.4725,0,12
9,0.4,0.6725,-2.55,0.4175,0,12
10,0.4,0.65,-2.555,0.4025,0,12
11,0.4,0.68125,-2.605,0.465,0,12
12,0.4,0.6075,-2.485,0.36,0,12
13,0.4,0.56625,-2.46,0.3125,0,12
14,0.4,0.56625,-2.325,0.365,0,12
15,0.4,0.56875,-2.34,0.33,0,12
16,0.4,0.57625,-2.415,0.325,0,12
17,0.4,0.5525,-2.37,0.3175,0,12
18,0.4,0.51625,-2.32,0.275,0,12
19,0.4,0.53,-2.375,0.275,0,12
20,0.4,0.53375,-2.405,0.3025,0,12
21,0.4,0.535,-2.27,0.2875,0,12
22,0.4,0.545,-2.295,0.27,0,12
23,0.4,0.5475,-2.39,0.28,0,12
24,0.4,0.56875,-2.34,0.285,0,12
25,0.4,0.5675,-2.37,0.29,0,12
26,0.4,0.57375,-2.275,0.315,0,12
27,0.4,0.555,-2.34,0.285,0,12
28,0.4,0.57875,-2.375,0.29,0,12
29,0.4,0.56375,-2.435,0.2775,0,12
30,0.4,0.55375,-2.47,0.275,0,12
31,0.4,0.55125,-2.355,0.2775,0,12
32,0.4,0.55875,-2.415,0.2775,0,12
33,0.4,0.575,-2.43,0.325,0,12
34,0.4,0.54125,-2.345,0.275,0,12
35,0.4,0.5375,-2.305,0.275,0,12
36,0.4,0.5475,-2.485,0.2825,0,12
37,0.4,0.58375,-2.595,0.3125,0,12
38,0.4,0.5425,-2.545,0.2425,0,12
39,0.4,0.53375,-2.525,0.255,0,12
40,0.4,0.525,-2.43,0.2425,0,12
41,0.4,0.5675,-2.525,0.2725,0,12
42,0.4,0.5225,-2.48,0.23,0,12
43,0.4,0.5425,-2.52,0.265,0,12
44,0.4,0.5,-2.34,0.1875,0,12
45,0.4,0.52,-2.34,0.2275,0,12
46,0.4,0.46125,-2.285,0.19,0,12
47,0.4,0.4075,-2.3,0.1375,0,12
48,0.4,0.45625,-2.26,0.165,0,12
49,0.4,0.46375,-2.315,0.1775,0,12
50,0.4,0.43875,-2.31,0.1475,0,12
