sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.8,1,-4,1,0,7
1,0.8,0.99625,-3.975,0.9925,0,7
2,0.8,0.9975,-3.98,0.995,0,7
3,0.8,0.99875,-3.99,0.9975,0,7
4,0.8,0.995,-3.96,0.99,0,7
5,0.8,0.99625,-3.975,0.9925,0,7
6,0.8,0.9975,-3.98,0.995,0,7
7,0.8,0.9975,-3.98,0.995,0,7
8,0.8,0.995,-3.96,0.99,0,7
9,0.8,0.9975,-3.98,0.995,0,7
10,0.8,0.99625,-3.97,0.9925,0,7
11,0.8,0.9975,-3.98,0.995,0,7
12,0.8,0.9925,-3.94,0.985,0,7
13,0.8,0.9925,-3.94,0.985,0,7
14,0.8,0.995,-3.96,0.99,0,7
15,0.8,0.995,-3.96,0.99,0,7
16,0.8,0.99875,-3.99,0.9975,0,7
17,0.8,0.99875,-3.99,0.9975,0,7
18,0.8,0.9975,-3.98,0.995,0,7
19,0.8,0.99625,-3.975,0.9925,0,7
20,0.8,0.99625,-3.975,0.9925,0,7
21,0.8,0.99625,-3.97,0.9925,0,7
22,0.8,0.99875,-3.99,0.9975,0,7
23,0.8,0.995,-3.965,0.99,0,7
24,0.8,0.9975,-3.98,0.995,0,7
25,0.8,0.99875,-3.99,0.9975,0,7
26,0.8,0.9975,-3.98,0.995,0,7
27,0.8,0.9925,-3.94,0.985,0,7
28,0.8,0.9975,-3.98,0.995,0,7
29,0.8,1,-4,1,0,7
30,0.8,0.9975,-3.98,0.995,0,7
31,0.8,0.9975,-3.98,0.995,0,7
32,0.8,0.995,-3.96,0.99,0,7
33,0.8,0.99375,-3.95,0.9875,0,7
34,0.8,0.9875,-3.91,0.975,0,7
35,0.8,0.99125,-3.935,0.9825,0,7
36,0.8,0.9925,-3.94,0.985,0,7
37,0.8,0.9975,-3.98,0.995,0,7
38,0.8,0.99875,-3.99,0.9975,0,7
39,0.8,0.99875,-3.99,0.9975,0,7
40,0.8,0.99625,-3.97,0.9925,0,7
41,0.8,0.9975,-3.98,0.995,0,7
42,0.8,0.99625,-3.97,0.9925,0,7
43,0.8,0.9975,-3.98,0.995,0,7
44,0.8,0.99625,-3.97,0.9925,0,7
45,0.8,0.9975,-3.98,0.995,0,7
46,0.8,0.9975,-3.98,0.995,0,7
47,0.8,0.99875,-3.99,0.9975,0,7
48,0.8,0.99875,-3.99,0.9975,0,7
49,0.8,0.9975,-3.98,0.995,0,7
50,0.8,0.99875,-3.99,0.9975,0,7
