sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.2,1,-4,1,0,17
1,0.2,0.65125,-2.075,0.4275,0,17
2,0.2,0.3725,-1.14,0.1525,0,17
3,0.2,0.27,-0.95,0.075,0,17
4,0.2,0.145,-0.885,0.015,0,17
5,0.2,0.055,-0.78,0.01,0,17
6,0.2,0.07375,-0.805,0,0,17
7,0.2,0.02625,-0.745,-0.03,0,17
8,0.2,0.0275,-0.78,-0.0075,0,17
9,0.2,0.08125,-0.845,-0.02,0,17
10,0.2,0.05375,-0.93,-0.0575,0,17
11,0.2,0.03,-0.89,0.0225,0,17
12,0.2,0.03,-0.77,0.0225,0,17
13,0.2,0.00375,-0.85,0.0175,0,17
14,0.2,0.01375,-0.765,0.0075,0,17
15,0.2,0.0275,-0.79,-0.0075,0,17
16,0.2,-0.05375,-0.885,-0.0425,0,17
17,0.2,-0.00375,-0.85,-0.0175,0,17
18,0.2,-0.01875,-0.82,0.03,0,17
19,0.2,-0.025,-0.885,-0.0175,0,17
20,0.2,-0.06125,-0.815,-0.0025,0,17
21,0.2,-0.0975,-0.945,-0.005,0,17
22,0.2,-0.03375,-0.92,0.025,0,17
23,0.2,-0.0825,-1.005,0.02,0,17
24,0.2,-0.04625,-0.91,-0.0325,0,17
25,0.2,-0.06375,-0.83,0.0325,0,17
26,0.2,-0.0125,-0.785,-0.0025,0,17
27,0.2,0.0275,-0.77,-0.0175,0,17
28,0.2,0.005,-0.725,-0.0325,0,17
29,0.2,-0.05125,-0.765,0.015,0,17
30,0.2,-0.04,-0.77,0,0,17
31,0.2,-0.05625,-0.955,-0.0275,0,17
32,0.2,-0.02625,-0.87,0.0125,0,17
33,0.2,-0.00625,-0.835,-0.0525,0,17
34,0.2,-0.025,-0.695,0.0025,0,17
35,0.2,0.01,-0.78,0.025,0,17
36,0.2,0.05875,-0.915,0.0325,0,17
37,0.2,0.05875,-0.925,0.015,0,17
38,0.2,0.02,-0.765,-0.005,0,17
39,0.2,0.0175,-0.85,0.02,0,17
40,0.2,0.00875,-0.88,0.02,0,17
41,0.2,-0.01,-0.825,-0.05,0,17
42,0.2,0.02,-0.855,0.02,0,17
43,0.2,0.03875,-0.825,-0.04,0,17
44,0.2,0.02875,-0.86,-0.005,0,17
45,0.2,0.075,-1.055,-0.01,0,17
46,0.2,0.005,-0.975,0.005,0,17
47,0.2,-0.0075,-0.97,-0.01,0,17
48,0.2,0.075,-0.845,0.0325,0,17
49,0.2,-0.02375,-0.855,-0.0275,0,17
50,0.2,-0.0475,-0.875,-0.0175,0,17
