sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.7,1,-4,1,0,13
1,0.7,0.9975,-3.98,0.995,0,13
2,0.7,0.99625,-3.975,0.9925,0,13
3,0.7,0.99625,-3.97,0.9925,0,13
4,0.7,0.99125,-3.935,0.9825,0,13
5,0.7,0.98875,-3.915,0.9775,0,13
6,0.7,0.98625,-3.9,0.9725,0,13
7,0.7,0.9825,-3.87,0.965,0,13
8,0.7,0.9825,-3.875,0.965,0,13
9,0.7,0.9875,-3.915,0.975,0,13
10,0.7,0.99625,-3.975,0.9925,0,13
11,0.7,0.99875,-3.99,0.9975,0,13
12,0.7,0.99625,-3.97,0.9925,0,13
13,0.7,0.99625,-3.97,0.9925,0,13
14,0.7,0.99375,-3.95,0.9875,0,13
15,0.7,0.9925,-3.94,0.985,0,13
16,0.7,0.995,-3.96,0.99,0,13
17,0.7,0.9975,-3.98,0.995,0,13
18,0.7,0.99625,-3.97,0.9925,0,13
19,0.7,0.99375,-3.95,0.9875,0,13
20,0.7,0.99375,-3.955,0.9875,0,13
21,0.7,0.99625,-3.97,0.9925,0,13
22,0.7,0.995,-3.96,0.99,0,13
23,0.7,0.99,-3.93,0.98,0,13
24,0.7,0.9925,-3.94,0.985,0,13
25,0.7,0.99125,-3.93,0.9825,0,13
26,0.7,0.99375,-3.95,0.9875,0,13
27,0.7,0.995,-3.96,0.99,0,13
28,0.7,0.99875,-3.99,0.9975,0,13
29,0.7,0.9975,-3.98,0.995,0,13
30,0.7,0.99375,-3.95,0.9875,0,13
31,0.7,0.9925,-3.94,0.985,0,13
32,0.7,0.99,-3.925,0.98,0,13
33,0.7,0.99125,-3.935,0.9825,0,13
34,0.7,0.9925,-3.94,0.985,0,13
35,0.7,0.99125,-3.935,0.9825,0,13
36,0.7,0.98625,-3.905,0.9725,0,13
37,0.7,0.9925,-3.945,0.9875,0,13
38,0.7,0.9975,-3.98,0.995,0,13
39,0.7,0.9975,-3.98,0.995,0,13
40,0.7,0.99375,-3.955,0.9875,0,13
41,0.7,0.9925,-3.95,0.985,0,13
42,0.7,0.98625,-3.895,0.9725,0,13
43,0.7,0.98,-3.86,0.96,0,13
44,0.7,0.985,-3.885,0.97,0,13
45,0.7,0.9875,-3.91,0.975,0,13
46,0.7,0.9875,-3.925,0.975,0,13
47,0.7,0.98875,-3.915,0.9775,0,13
48,0.7,0.98375,-3.905,0.9675,0,13
49,0.7,0.98625,-3.92,0.9725,0,13
50,0.7,0.9875,-3.925,0.975,0,13
