sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.7,1,-4,1,0,11
1,0.7,0.995,-3.96,0.99,0,11
2,0.7,0.995,-3.96,0.99,0,11
3,0.7,0.9925,-3.945,0.985,0,11
4,0.7,0.99625,-3.97,0.9925,0,11
5,0.7,0.995,-3.965,0.99,0,11
6,0.7,0.99125,-3.93,0.9825,0,11
7,0.7,0.99125,-3.93,0.9825,0,11
8,0.7,0.99375,-3.95,0.9875,0,11
9,0.7,0.9925,-3.94,0.985,0,11
10,0.7,0.99,-3.925,0.98,0,11
11,0.7,0.9925,-3.95,0.985,0,11
12,0.7,0.99375,-3.95,0.9875,0,11
13,0.7,0.99125,-3.935,0.9825,0,11
14,0.7,0.9975,-3.98,0.995,0,11
15,0.7,0.99625,-3.97,0.9925,0,11
16,0.7,0.995,-3.96,0.99,0,11
17,0.7,0.99375,-3.95,0.9875,0,11
18,0.7,0.9875,-3.905,0.975,0,11
19,0.7,0.98875,-3.91,0.9775,0,11
20,0.7,0.99125,-3.935,0.9825,0,11
21,0.7,0.99125,-3.94,0.9825,0,11
22,0.7,0.99875,-3.99,0.9975,0,11
23,0.7,0.9875,-3.9,0.975,0,11
24,0.7,0.995,-3.96,0.99,0,11
25,0.7,0.9925,-3.945,0.985,0,11
26,0.7,0.98875,-3.92,0.9775,0,11
27,0.7,0.99125,-3.935,0.9825,0,11
28,0.7,0.98625,-3.895,0.9725,0,11
29,0.7,0.985,-3.895,0.97,0,11
30,0.7,0.98875,-3.915,0.9775,0,11
31,0.7,0.9925,-3.94,0.985,0,11
32,0.7,0.99625,-3.97,0.9925,0,11
33,0.7,0.9925,-3.94,0.985,0,11
34,0.7,0.9925,-3.94,0.985,0,11
35,0.7,0.9875,-3.905,0.975,0,11
36,0.7,0.9875,-3.91,0.975,0,11
37,0.7,0.9925,-3.94,0.985,0,11
38,0.7,0.9875,-3.91,0.975,0,11
39,0.7,0.99,-3.925,0.98,0,11
40,0.7,0.98875,-3.92,0.9775,0,11
41,0.7,0.99125,-3.945,0.9825,0,11
42,0.7,0.985,-3.895,0.97,0,11
43,0.7,0.98625,-3.9,0.9725,0,11
44,0.7,0.98875,-3.91,0.9775,0,11
45,0.7,0.98625,-3.905,0.9725,0,11
46,0.7,0.9925,-3.94,0.985,0,11
47,0.7,0.985,-3.895,0.97,0,11
48,0.7,0.985,-3.89,0.97,0,11
49,0.7,0.9775,-3.845,0.955,0,11
50,0.7,0.98625,-3.9,0.9725,0,11
