sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.6,1,-4,1,0,3
1,0.6,0.99,-3.925,0.98,0,3
2,0.6,0.99,-3.925,0.98,0,3
3,0.6,0.9875,-3.905,0.975,0,3
4,0.6,0.9825,-3.875,0.965,0,3
5,0.6,0.975,-3.81,0.9525,0,3
6,0.6,0.97875,-3.84,0.9575,0,3
7,0.6,0.96,-3.745,0.925,0,3
8,0.6,0.97125,-3.795,0.9425,0,3
9,0.6,0.97375,-3.82,0.9475,0,3
10,0.6,0.9725,-3.8,0.945,0,3
11,0.6,0.9775,-3.835,0.955,0,3
12,0.6,0.97875,-3.86,0.9575,0,3
13,0.6,0.975,-3.81,0.95,0,3
14,0.6,0.9675,-3.77,0.9375,0,3
15,0.6,0.96375,-3.77,0.9275,0,3
16,0.6,0.965,-3.765,0.93,0,3
17,0.6,0.9675,-3.775,0.935,0,3
18,0.6,0.97625,-3.82,0.9525,0,3
19,0.6,0.97625,-3.835,0.9525,0,3
20,0.6,0.975,-3.81,0.9525,0,3
21,0.6,0.9775,-3.825,0.9575,0,3
22,0.6,0.975,-3.82,0.95,0,3
23,0.6,0.97375,-3.815,0.9475,0,3
24,0.6,0.97625,-3.82,0.955,0,3
25,0.6,0.97375,-3.805,0.95,0,3
26,0.6,0.9675,-3.77,0.935,0,3
27,0.6,0.965,-3.78,0.93,0,3
28,0.6,0.975,-3.82,0.95,0,3
29,0.6,0.9775,-3.83,0.955,0,3
30,0.6,0.97,-3.79,0.94,0,3
31,0.6,0.9575,-3.715,0.9175,0,3
32,0.6,0.9525,-3.685,0.905,0,3
33,0.6,0.97375,-3.8,0.9475,0,3
34,0.6,0.975,-3.815,0.95,0,3
35,0.6,0.9825,-3.87,0.9675,0,3
36,0.6,0.98,-3.865,0.96,0,3
37,0.6,0.98625,-3.9,0.9725,0,3
38,0.6,0.98,-3.855,0.96,0,3
39,0.6,0.98,-3.855,0.96,0,3
40,0.6,0.97375,-3.815,0.9475,0,3
41,0.6,0.9725,-3.79,0.945,0,3
42,0.6,0.97,-3.795,0.94,0,3
43,0.6,0.96375,-3.74,0.9275,0,3
44,0.6,0.9775,-3.835,0.955,0,3
45,0.6,0.96875,-3.8,0.9375,0,3
46,0.6,0.96875,-3.77,0.94,0,3
47,0.6,0.955,-3.72,0.9125,0,3
48,0.6,0.97375,-3.805,0.9475,0,3
49,0.6,0.97625,-3.82,0.955,0,3
50,0.6,0.96875,-3.79,0.94,0,3
