sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.5,1,-4,1,0,7
1,0.5,0.98,-3.86,0.96,0,7
2,0.5,0.97,-3.775,0.94,0,7
3,0.5,0.945,-3.6,0.8925,0,7
4,0.5,0.93625,-3.555,0.875,0,7
5,0.5,0.91875,-3.525,0.8375,0,7
6,0.5,0.93875,-3.585,0.8775,0,7
7,0.5,0.93875,-3.605,0.88,0,7
8,0.5,0.9425,-3.615,0.8875,0,7
9,0.5,0.94,-3.595,0.88,0,7
10,0.5,0.945,-3.63,0.8925,0,7
11,0.5,0.92875,-3.55,0.8625,0,7
12,0.5,0.94125,-3.63,0.8825,0,7
13,0.5,0.95,-3.695,0.9,0,7
14,0.5,0.95625,-3.68,0.9125,0,7
15,0.5,0.925,-3.52,0.8525,0,7
16,0.5,0.89125,-3.385,0.7975,0,7
17,0.5,0.90625,-3.45,0.8225,0,7
18,0.5,0.915,-3.525,0.84,0,7
19,0.5,0.915,-3.55,0.835,0,7
20,0.5,0.905,-3.525,0.8275,0,7
21,0.5,0.92625,-3.59,0.87,0,7
22,0.5,0.91625,-3.525,0.8425,0,7
23,0.5,0.905,-3.425,0.8275,0,7
24,0.5,0.9075,-3.485,0.8425,0,7
25,0.5,0.92125,-3.55,0.855,0,7
26,0.5,0.925,-3.485,0.8525,0,7
27,0.5,0.9375,-3.64,0.875,0,7
28,0.5,0.9325,-3.62,0.865,0,7
29,0.5,0.9475,-3.63,0.8975,0,7
30,0.5,0.9325,-3.57,0.8725,0,7
31,0.5,0.9375,-3.58,0.8825,0,7
32,0.5,0.93375,-3.555,0.87,0,7
33,0.5,0.92375,-3.53,0.85,0,7
34,0.5,0.94875,-3.65,0.9,0,7
35,0.5,0.9525,-3.65,0.9125,0,7
36,0.5,0.95125,-3.665,0.91,0,7
37,0.5,0.95375,-3.69,0.91,0,7
38,0.5,0.94125,-3.605,0.8875,0,7
39,0.5,0.93625,-3.62,0.875,0,7
40,0.5,0.9425,-3.605,0.885,0,7
41,0.5,0.93,-3.56,0.8625,0,7
42,0.5,0.93625,-3.605,0.88,0,7
43,0.5,0.93125,-3.575,0.87,0,7
44,0.5,0.91625,-3.465,0.84,0,7
45,0.5,0.915,-3.54,0.845,0,7
46,0.5,0.90375,-3.505,0.8225,0,7
47,0.5,0.9225,-3.56,0.8475,0,7
48,0.5,0.92,-3.525,0.8425,0,7
49,0.5,0.91,-3.445,0.825,0,7
50,0.5,0.92875,-3.56,0.8575,0,7
