sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.3,1,-4,1,0,9
1,0.3,0.80375,-2.825,0.65,0,9
2,0.3,0.6575,-2.28,0.4575,0,9
3,0.3,0.565,-1.94,0.305,0,9
4,0.3,0.5,-1.795,0.28,0,9
5,0.3,0.39375,-1.58,0.16,0,9
6,0.3,0.3225,-1.545,0.08,0,9
7,0.3,0.30125,-1.615,0.1325,0,9
8,0.3,0.275,-1.66,0.0975,0,9
9,0.3,0.27875,-1.695,0.1125,0,9
10,0.3,0.2475,-1.49,0.0875,0,9
11,0.3,0.19625,-1.345,0.0275,0,9
12,0.3,0.10625,-1.33,0.015,0,9
13,0.3,0.07875,-1.29,-0.01,0,9
14,0.3,0.0575,-1.245,-0.02,0,9
15,0.3,0.0275,-1.445,-0.065,0,9
16,0.3,0.04375,-1.465,0.0425,0,9
17,0.3,0.055,-1.375,0.0575,0,9
18,0.3,0.11375,-1.49,0.08,0,9
19,0.3,0.07875,-1.425,0.035,0,9
20,0.3,0.07375,-1.37,-0.02,0,9
21,0.3,0.12125,-1.44,-0.0475,0,9
22,0.3,0.12875,-1.42,-0.0475,0,9
23,0.3,0.095,-1.415,0.0075,0,9
24,0.3,0.15125,-1.43,0.025,0,9
25,0.3,0.16875,-1.435,0.045,0,9
26,0.3,0.165,-1.47,0.0125,0,9
27,0.3,0.16,-1.42,0.035,0,9
28,0.3,0.185,-1.44,0.01,0,9
29,0.3,0.1875,-1.5,0.0525,0,9
30,0.3,0.22625,-1.425,0.0425,0,9
31,0.3,0.17375,-1.51,0.0025,0,9
32,0.3,0.12875,-1.45,0.0375,0,9
33,0.3,0.1675,-1.405,0.0075,0,9
34,0.3,0.11375,-1.375,-0.0275,0,9
35,0.3,0.11375,-1.585,-0.06,0,9
36,0.3,0.12,-1.66,-0.0575,0,9
37,0.3,0.1125,-1.545,-0.0075,0,9
38,0.3,0.0675,-1.385,-0.03,0,9
39,0.3,0.0925,-1.415,-0.0175,0,9
40,0.3,0.03125,-1.46,-0.005,0,9
41,0.3,0.05,-1.48,-0.005,0,9
42,0.3,0.04875,-1.43,-0.0125,0,9
43,0.3,0.0425,-1.435,0.0175,0,9
44,0.3,0.04375,-1.39,0.0925,0,9
45,0.3,0.1075,-1.475,-0.0275,0,9
46,0.3,0.06375,-1.44,0.005,0,9
47,0.3,0.0525,-1.495,0.035,0,9
48,0.3,0.06,-1.42,-0.01,0,9
49,0.3,0.0125,-1.505,-0.03,0,9
50,0.3,-0.015,-1.42,0.0075,0,9
