sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.6,1,-4,1,0,13
1,0.6,0.9925,-3.94,0.985,0,13
2,0.6,0.98875,-3.91,0.9775,0,13
3,0.6,0.9875,-3.9,0.975,0,13
4,0.6,0.975,-3.82,0.95,0,13
5,0.6,0.9675,-3.775,0.9375,0,13
6,0.6,0.9675,-3.765,0.935,0,13
7,0.6,0.96625,-3.765,0.9325,0,13
8,0.6,0.95375,-3.72,0.91,0,13
9,0.6,0.9575,-3.74,0.915,0,13
10,0.6,0.9675,-3.81,0.935,0,13
11,0.6,0.96125,-3.805,0.9225,0,13
12,0.6,0.96875,-3.815,0.94,0,13
13,0.6,0.96125,-3.78,0.9225,0,13
14,0.6,0.96625,-3.77,0.9325,0,13
15,0.6,0.96625,-3.755,0.935,0,13
16,0.6,0.97125,-3.795,0.9475,0,13
17,0.6,0.97875,-3.83,0.9575,0,13
18,0.6,0.9725,-3.81,0.945,0,13
19,0.6,0.9775,-3.83,0.955,0,13
20,0.6,0.9775,-3.84,0.955,0,13
21,0.6,0.97,-3.785,0.94,0,13
22,0.6,0.9675,-3.775,0.935,0,13
23,0.6,0.9725,-3.805,0.945,0,13
24,0.6,0.96875,-3.78,0.94,0,13
25,0.6,0.97125,-3.8,0.9425,0,13
26,0.6,0.9675,-3.775,0.935,0,13
27,0.6,0.965,-3.75,0.9325,0,13
28,0.6,0.97375,-3.8,0.9475,0,13
29,0.6,0.975,-3.815,0.95,0,13
30,0.6,0.975,-3.845,0.95,0,13
31,0.6,0.9675,-3.79,0.935,0,13
32,0.6,0.9725,-3.805,0.9475,0,13
33,0.6,0.96,-3.74,0.9225,0,13
34,0.6,0.95875,-3.715,0.9225,0,13
35,0.6,0.95625,-3.695,0.9175,0,13
36,0.6,0.965,-3.765,0.93,0,13
37,0.6,0.9675,-3.81,0.935,0,13
38,0.6,0.975,-3.835,0.95,0,13
39,0.6,0.97125,-3.8,0.9425,0,13
40,0.6,0.97,-3.78,0.9425,0,13
41,0.6,0.97125,-3.795,0.945,0,13
42,0.6,0.9675,-3.775,0.935,0,13
43,0.6,0.95875,-3.725,0.9175,0,13
44,0.6,0.9625,-3.745,0.925,0,13
45,0.6,0.9725,-3.805,0.945,0,13
46,0.6,0.965,-3.77,0.9325,0,13
47,0.6,0.97125,-3.79,0.9475,0,13
48,0.6,0.97875,-3.87,0.9575,0,13
49,0.6,0.97875,-3.86,0.9575,0,13
50,0.6,0.9725,-3.79,0.945,0,13
