sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.4,1,-4,1,0,18
1,0.4,0.925,-3.515,0.8525,0,18
2,0.4,0.89,-3.335,0.79,0,18
3,0.4,0.865,-3.24,0.74,0,18
4,0.4,0.81875,-3.075,0.665,0,18
5,0.4,0.7825,-2.87,0.59,0,18
6,0.4,0.71875,-2.825,0.4725,0,18
7,0.4,0.72375,-2.75,0.495,0,18
8,0.4,0.68875,-2.665,0.4525,0,18
9,0.4,0.66125,-2.505,0.4175,0,18
10,0.4,0.66875,-2.58,0.42,0,18
11,0.4,0.62875,-2.49,0.385,0,18
12,0.4,0.6275,-2.545,0.365,0,18
13,0.4,0.6075,-2.465,0.335,0,18
14,0.4,0.5375,-2.415,0.27,0,18
15,0.4,0.5,-2.38,0.2275,0,18
16,0.4,0.545,-2.37,0.27,0,18
17,0.4,0.55875,-2.36,0.305,0,18
18,0.4,0.535,-2.35,0.295,0,18
19,0.4,0.5575,-2.485,0.3425,0,18
20,0.4,0.55375,-2.44,0.3325,0,18
21,0.4,0.51625,-2.365,0.3,0,18
22,0.4,0.49125,-2.33,0.275,0,18
23,0.4,0.5075,-2.33,0.2425,0,18
24,0.4,0.515,-2.365,0.2575,0,18
25,0.4,0.45125,-2.385,0.195,0,18
26,0.4,0.43625,-2.3,0.21,0,18
27,0.4,0.42,-2.17,0.1875,0,18
28,0.4,0.43875,-2.32,0.2125,0,18
29,0.4,0.41375,-2.455,0.2175,0,18
30,0.4,0.415,-2.455,0.1975,0,18
31,0.4,0.43625,-2.44,0.22,0,18
32,0.4,0.4375,-2.52,0.2075,0,18
33,0.4,0.43,-2.45,0.2025,0,18
34,0.4,0.4625,-2.395,0.205,0,18
35,0.4,0.475,-2.495,0.1725,0,18
36,0.4,0.4375,-2.45,0.14,0,18
37,0.4,0.4275,-2.425,0.1375,0,18
38,0.4,0.41375,-2.345,0.1575,0,18
39,0.4,0.4225,-2.315,0.1625,0,18
40,0.4,0.38375,-2.34,0.1025,0,18
41,0.4,0.3625,-2.3,0.135,0,18
42,0.4,0.3675,-2.185,0.1225,0,18
43,0.4,0.3025,-2.13,0.0925,0,18
44,0.4,0.30875,-2.2,0.0525,0,18
45,0.4,0.28125,-2.08,0.06,0,18
46,0.4,0.24625,-2.1,0.02,0,18
47,0.4,0.20375,-2.14,0.005,0,18
48,0.4,0.1925,-2.12,0.0525,0,18
49,0.4,0.21125,-2.225,0.06,0,18
50,0.4,0.21375,-2.245,0.0075,0,18
