sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.6,1,-4,1,0,10
1,0.6,0.9875,-3.9,0.975,0,10
2,0.6,0.98125,-3.87,0.9625,0,10
3,0.6,0.96875,-3.77,0.94,0,10
4,0.6,0.975,-3.81,0.95,0,10
5,0.6,0.975,-3.81,0.95,0,10
6,0.6,0.97375,-3.815,0.9475,0,10
7,0.6,0.9725,-3.81,0.945,0,10
8,0.6,0.96,-3.745,0.925,0,10
9,0.6,0.965,-3.76,0.93,0,10
10,0.6,0.965,-3.76,0.93,0,10
11,0.6,0.97125,-3.8,0.9425,0,10
12,0.6,0.96625,-3.76,0.935,0,10
13,0.6,0.96625,-3.755,0.9325,0,10
14,0.6,0.97375,-3.8,0.9475,0,10
15,0.6,0.97875,-3.845,0.9575,0,10
16,0.6,0.9775,-3.845,0.955,0,10
17,0.6,0.9675,-3.78,0.935,0,10
18,0.6,0.97125,-3.8,0.9425,0,10
19,0.6,0.98,-3.855,0.96,0,10
20,0.6,0.98125,-3.86,0.9625,0,10
21,0.6,0.98125,-3.865,0.9625,0,10
22,0.6,0.9825,-3.87,0.965,0,10
23,0.6,0.97375,-3.815,0.95,0,10
24,0.6,0.9725,-3.81,0.945,0,10
25,0.6,0.97625,-3.835,0.955,0,10
26,0.6,0.97625,-3.82,0.955,0,10
27,0.6,0.9775,-3.835,0.9575,0,10
28,0.6,0.9825,-3.875,0.965,0,10
29,0.6,0.96625,-3.76,0.9325,0,10
30,0.6,0.97375,-3.82,0.9475,0,10
31,0.6,0.97875,-3.845,0.9575,0,10
32,0.6,0.96625,-3.765,0.9325,0,10
33,0.6,0.97875,-3.85,0.9575,0,10
34,0.6,0.9825,-3.875,0.965,0,10
35,0.6,0.9825,-3.865,0.965,0,10
36,0.6,0.9775,-3.83,0.955,0,10
37,0.6,0.9725,-3.8,0.945,0,10
38,0.6,0.96875,-3.79,0.94,0,10
39,0.6,0.9675,-3.775,0.935,0,10
40,0.6,0.975,-3.83,0.95,0,10
41,0.6,0.97375,-3.845,0.9475,0,10
42,0.6,0.97375,-3.82,0.9475,0,10
43,0.6,0.975,-3.825,0.95,0,10
44,0.6,0.97875,-3.84,0.9575,0,10
45,0.6,0.98125,-3.855,0.9625,0,10
46,0.6,0.9825,-3.875,0.965,0,10
47,0.6,0.98,-3.845,0.96,0,10
48,0.6,0.97375,-3.805,0.9475,0,10
49,0.6,0.9725,-3.795,0.945,0,10
50,0.6,0.9775,-3.83,0.955,0,10
