sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.3,1,-4,1,0,13
1,0.3,0.83625,-2.96,0.705,0,13
2,0.3,0.7225,-2.45,0.52,0,13
3,0.3,0.61,-2.2,0.36,0,13
4,0.3,0.5475,-1.92,0.295,0,13
5,0.3,0.4775,-1.8,0.1825,0,13
6,0.3,0.4,-1.63,0.1225,0,13
7,0.3,0.30875,-1.485,0.0575,0,13
8,0.3,0.3425,-1.435,0.0775,0,13
9,0.3,0.34125,-1.59,0.1125,0,13
10,0.3,0.26,-1.605,0.0875,0,13
11,0.3,0.2575,-1.575,0.01,0,13
12,0.3,0.22875,-1.495,0.0325,0,13
13,0.3,0.19125,-1.52,-0.0375,0,13
14,0.3,0.15,-1.405,-0.0375,0,13
15,0.3,0.13625,-1.415,-0.01,0,13
16,0.3,0.125,-1.495,-0.0575,0,13
17,0.3,0.12375,-1.44,0.0025,0,13
18,0.3,0.13625,-1.265,0,0,13
19,0.3,0.16375,-1.45,-0.005,0,13
20,0.3,0.1175,-1.475,0.0075,0,13
21,0.3,0.09125,-1.45,0.0225,0,13
22,0.3,0.08125,-1.42,0.0625,0,13
23,0.3,0.07625,-1.43,0.0675,0,13
24,0.3,0.0875,-1.445,0.0825,0,13
25,0.3,0.10375,-1.47,0.07,0,13
26,0.3,0.13,-1.34,0.005,0,13
27,0.3,0.10375,-1.505,-0.0125,0,13
28,0.3,0.12,-1.57,-0.0025,0,13
29,0.3,0.115,-1.7,0.0125,0,13
30,0.3,0.07625,-1.65,0.04,0,13
31,0.3,0.0475,-1.445,0.01,0,13
32,0.3,0.02375,-1.52,0.0025,0,13
33,0.3,0.03875,-1.445,0,0,13
34,0.3,0.0125,-1.44,-0.0225,0,13
35,0.3,0.0225,-1.415,-0.0475,0,13
36,0.3,0.03875,-1.43,-0.01,0,13
37,0.3,0.05125,-1.48,-0.0875,0,13
38,0.3,0.00625,-1.54,-0.0075,0,13
39,0.3,0.03375,-1.475,0.005,0,13
40,0.3,0.01875,-1.595,-0.03,0,13
41,0.3,0.01875,-1.45,-0.04,0,13
42,0.3,0.05125,-1.45,-0.02,0,13
43,0.3,0.03,-1.47,0.01,0,13
44,0.3,0.05625,-1.475,0.0325,0,13
45,0.3,0.0775,-1.53,0.02,0,13
46,0.3,0.05125,-1.41,-0.0225,0,13
47,0.3,0.02875,-1.495,-0.015,0,13
48,0.3,0.05,-1.455,-0.0175,0,13
49,0.3,0.02375,-1.36,-0.0225,0,13
50,0.3,0.0775,-1.215,0.0275,0,13
