sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.4,1,-4,1,0,15
1,0.4,0.945,-3.595,0.895,0,15
2,0.4,0.91,-3.415,0.835,0,15
3,0.4,0.88875,-3.275,0.79,0,15
4,0.4,0.84,-3.09,0.7225,0,15
5,0.4,0.81375,-2.965,0.67,0,15
6,0.4,0.75875,-2.76,0.5725,0,15
7,0.4,0.76,-2.755,0.5775,0,15
8,0.4,0.71875,-2.64,0.5225,0,15
9,0.4,0.7425,-2.75,0.5425,0,15
10,0.4,0.66,-2.65,0.4,0,15
11,0.4,0.64375,-2.56,0.4025,0,15
12,0.4,0.64375,-2.63,0.4,0,15
13,0.4,0.585,-2.415,0.335,0,15
14,0.4,0.56125,-2.43,0.3025,0,15
15,0.4,0.5225,-2.33,0.26,0,15
16,0.4,0.5075,-2.43,0.25,0,15
17,0.4,0.505,-2.415,0.2425,0,15
18,0.4,0.4975,-2.44,0.265,0,15
19,0.4,0.4825,-2.275,0.2575,0,15
20,0.4,0.46625,-2.4,0.2,0,15
21,0.4,0.44125,-2.305,0.2175,0,15
22,0.4,0.43375,-2.445,0.19,0,15
23,0.4,0.45,-2.42,0.2025,0,15
24,0.4,0.46875,-2.41,0.215,0,15
25,0.4,0.46125,-2.515,0.2025,0,15
26,0.4,0.44375,-2.495,0.225,0,15
27,0.4,0.41625,-2.33,0.2,0,15
28,0.4,0.39625,-2.275,0.1975,0,15
29,0.4,0.3475,-2.225,0.1425,0,15
30,0.4,0.29,-2.18,0.1125,0,15
31,0.4,0.295,-2.235,0.105,0,15
32,0.4,0.295,-2.33,0.1325,0,15
33,0.4,0.27,-2.425,0.1275,0,15
34,0.4,0.28625,-2.38,0.0875,0,15
35,0.4,0.26,-2.415,0.12,0,15
36,0.4,0.26625,-2.405,0.1075,0,15
37,0.4,0.22625,-2.35,0.0675,0,15
38,0.4,0.23,-2.265,0.0925,0,15
39,0.4,0.25,-2.22,0.0625,0,15
40,0.4,0.23625,-2.235,0.0725,0,15
41,0.4,0.21625,-2.21,0.06,0,15
42,0.4,0.19125,-2.33,0.1025,0,15
43,0.4,0.185,-2.25,0.1275,0,15
44,0.4,0.17375,-2.34,0.0925,0,15
45,0.4,0.16625,-2.265,0.0975,0,15
46,0.4,0.16125,-2.205,0.055,0,15
47,0.4,0.1975,-2.28,0.03,0,15
48,0.4,0.2,-2.285,0,0,15
49,0.4,0.19875,-2.305,-0.01,0,15
50,0.4,0.21375,-2.245,-0.0125,0,15
