sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.3,1,-4,1,0,3
1,0.3,0.89625,-3.285,0.805,0,3
2,0.3,0.73875,-2.475,0.5325,0,3
3,0.3,0.6225,-2.155,0.375,0,3
4,0.3,0.5425,-1.845,0.265,0,3
5,0.3,0.47125,-1.8,0.2375,0,3
6,0.3,0.38375,-1.5,0.1775,0,3
7,0.3,0.4025,-1.575,0.13,0,3
8,0.3,0.34875,-1.605,0.09,0,3
9,0.3,0.2975,-1.575,0.085,0,3
10,0.3,0.30375,-1.525,0.0925,0,3
11,0.3,0.235,-1.44,0.07,0,3
12,0.3,0.2225,-1.415,0.08,0,3
13,0.3,0.225,-1.475,0.135,0,3
14,0.3,0.165,-1.4,0.0825,0,3
15,0.3,0.14,-1.395,0.04,0,3
16,0.3,0.15,-1.465,0.05,0,3
17,0.3,0.1525,-1.395,0.0575,0,3
18,0.3,0.0975,-1.555,0.1,0,3
19,0.3,0.0175,-1.475,0.085,0,3
20,0.3,-0.0075,-1.43,0.09,0,3
21,0.3,-0.00625,-1.41,0.1075,0,3
22,0.3,0.01,-1.465,0.0875,0,3
23,0.3,0.0425,-1.505,0.045,0,3
24,0.3,0.06875,-1.53,0.1125,0,3
25,0.3,0.045,-1.635,0.13,0,3
26,0.3,0.07375,-1.455,0.07,0,3
27,0.3,0.06625,-1.365,0.08,0,3
28,0.3,0.015,-1.27,0.0425,0,3
29,0.3,0.00625,-1.24,0.035,0,3
30,0.3,-0.0425,-1.275,0.095,0,3
31,0.3,-0.07875,-1.195,0.09,0,3
32,0.3,-0.065,-1.2,0.055,0,3
33,0.3,-0.0625,-1.31,0.0325,0,3
34,0.3,-0.02375,-1.4,0.065,0,3
35,0.3,-0.025,-1.34,0.1075,0,3
36,0.3,-0.06,-1.46,0.105,0,3
37,0.3,-0.01375,-1.42,0.0325,0,3
38,0.3,-0.0125,-1.32,0.095,0,3
39,0.3,-0.02375,-1.385,0.05,0,3
40,0.3,-0.07375,-1.39,0.04,0,3
41,0.3,-0.10375,-1.445,0.065,0,3
42,0.3,-0.1575,-1.465,0.05,0,3
43,0.3,-0.10375,-1.5,0.0925,0,3
44,0.3,-0.08375,-1.49,0.065,0,3
45,0.3,-0.03625,-1.375,0.0925,0,3
46,0.3,-0.03625,-1.365,0.0375,0,3
47,0.3,-0.005,-1.43,0.06,0,3
48,0.3,0.01875,-1.36,0.0175,0,3
49,0.3,-0.00375,-1.31,0.01,0,3
50,0.3,-0.015,-1.275,0.0125,0,3
