sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.5,1,-4,1,0,15
1,0.5,0.9725,-3.8,0.945,0,15
2,0.5,0.95875,-3.715,0.9175,0,15
3,0.5,0.95,-3.67,0.9,0,15
4,0.5,0.94625,-3.65,0.9,0,15
5,0.5,0.93125,-3.53,0.8675,0,15
6,0.5,0.94625,-3.655,0.8975,0,15
7,0.5,0.94125,-3.59,0.8875,0,15
8,0.5,0.935,-3.6,0.875,0,15
9,0.5,0.925,-3.52,0.8575,0,15
10,0.5,0.93125,-3.54,0.8725,0,15
11,0.5,0.94375,-3.64,0.8925,0,15
12,0.5,0.93375,-3.55,0.8725,0,15
13,0.5,0.94625,-3.645,0.8925,0,15
14,0.5,0.945,-3.625,0.895,0,15
15,0.5,0.92875,-3.585,0.8575,0,15
16,0.5,0.90375,-3.38,0.815,0,15
17,0.5,0.90625,-3.425,0.8225,0,15
18,0.5,0.8925,-3.415,0.795,0,15
19,0.5,0.90375,-3.44,0.8225,0,15
20,0.5,0.91375,-3.51,0.8425,0,15
21,0.5,0.9125,-3.525,0.8325,0,15
22,0.5,0.91625,-3.52,0.835,0,15
23,0.5,0.92375,-3.565,0.8525,0,15
24,0.5,0.93625,-3.59,0.8775,0,15
25,0.5,0.93625,-3.645,0.88,0,15
26,0.5,0.92875,-3.575,0.86,0,15
27,0.5,0.9375,-3.6,0.885,0,15
28,0.5,0.92375,-3.565,0.8525,0,15
29,0.5,0.92375,-3.53,0.855,0,15
30,0.5,0.92,-3.505,0.8575,0,15
31,0.5,0.9275,-3.535,0.8575,0,15
32,0.5,0.92625,-3.525,0.86,0,15
33,0.5,0.925,-3.515,0.86,0,15
34,0.5,0.91625,-3.45,0.8425,0,15
35,0.5,0.94,-3.565,0.885,0,15
36,0.5,0.92625,-3.54,0.855,0,15
37,0.5,0.92,-3.52,0.8475,0,15
38,0.5,0.9125,-3.475,0.835,0,15
39,0.5,0.9,-3.465,0.805,0,15
40,0.5,0.9,-3.45,0.815,0,15
41,0.5,0.89125,-3.41,0.795,0,15
42,0.5,0.8975,-3.4,0.8125,0,15
43,0.5,0.92,-3.56,0.8475,0,15
44,0.5,0.89375,-3.445,0.7925,0,15
45,0.5,0.885,-3.395,0.785,0,15
46,0.5,0.89625,-3.395,0.7975,0,15
47,0.5,0.885,-3.345,0.775,0,15
48,0.5,0.90625,-3.455,0.815,0,15
49,0.5,0.9,-3.46,0.805,0,15
50,0.5,0.8975,-3.435,0.7975,0,15
