sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.7,1,-4,1,0,16
1,0.7,0.9975,-3.98,0.995,0,16
2,0.7,0.99125,-3.935,0.9825,0,16
3,0.7,0.9925,-3.945,0.985,0,16
4,0.7,0.9925,-3.945,0.9875,0,16
5,0.7,0.9925,-3.94,0.985,0,16
6,0.7,0.99125,-3.935,0.9825,0,16
7,0.7,0.99375,-3.95,0.9875,0,16
8,0.7,0.9875,-3.905,0.975,0,16
9,0.7,0.98375,-3.89,0.9675,0,16
10,0.7,0.98875,-3.915,0.9775,0,16
11,0.7,0.99375,-3.95,0.9875,0,16
12,0.7,0.9825,-3.87,0.965,0,16
13,0.7,0.98375,-3.88,0.9675,0,16
14,0.7,0.985,-3.89,0.97,0,16
15,0.7,0.99,-3.92,0.98,0,16
16,0.7,0.98875,-3.92,0.9775,0,16
17,0.7,0.99375,-3.95,0.9875,0,16
18,0.7,0.99875,-3.99,0.9975,0,16
19,0.7,0.99625,-3.97,0.9925,0,16
20,0.7,0.9925,-3.94,0.985,0,16
21,0.7,0.98625,-3.89,0.9725,0,16
22,0.7,0.99125,-3.94,0.9825,0,16
23,0.7,0.9875,-3.935,0.975,0,16
24,0.7,0.9875,-3.92,0.975,0,16
25,0.7,0.99,-3.92,0.98,0,16
26,0.7,0.98875,-3.91,0.9775,0,16
27,0.7,0.985,-3.885,0.97,0,16
28,0.7,0.99375,-3.955,0.9875,0,16
29,0.7,0.99125,-3.935,0.9825,0,16
30,0.7,0.9875,-3.91,0.9775,0,16
31,0.7,0.98875,-3.925,0.9775,0,16
32,0.7,0.99125,-3.93,0.9825,0,16
33,0.7,0.99625,-3.97,0.9925,0,16
34,0.7,0.995,-3.96,0.99,0,16
35,0.7,0.99125,-3.94,0.9825,0,16
36,0.7,0.9925,-3.945,0.985,0,16
37,0.7,0.9875,-3.9,0.975,0,16
38,0.7,0.98625,-3.89,0.9725,0,16
39,0.7,0.98875,-3.91,0.9775,0,16
40,0.7,0.9925,-3.94,0.985,0,16
41,0.7,0.9875,-3.91,0.975,0,16
42,0.7,0.98875,-3.91,0.9775,0,16
43,0.7,0.995,-3.96,0.99,0,16
44,0.7,0.99375,-3.95,0.9875,0,16
45,0.7,0.98875,-3.925,0.9775,0,16
46,0.7,0.99125,-3.935,0.9825,0,16
47,0.7,0.99125,-3.93,0.9825,0,16
48,0.7,0.9925,-3.945,0.985,0,16
49,0.7,0.99125,-3.935,0.9825,0,16
50,0.7,0.995,-3.96,0.99,0,16
