sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.8,1,-4,1,0,19
1,0.8,0.9975,-3.98,0.995,0,19
2,0.8,1,-4,1,0,19
3,0.8,0.99875,-3.99,0.9975,0,19
4,0.8,1,-4,1,0,19
5,0.8,0.99875,-3.99,0.9975,0,19
6,0.8,0.9975,-3.98,0.995,0,19
7,0.8,0.99875,-3.99,0.9975,0,19
8,0.8,0.9975,-3.98,0.995,0,19
9,0.8,0.995,-3.96,0.99,0,19
10,0.8,0.99,-3.92,0.98,0,19
11,0.8,0.99625,-3.97,0.9925,0,19
12,0.8,0.99375,-3.955,0.9875,0,19
13,0.8,0.9875,-3.915,0.975,0,19
14,0.8,0.9925,-3.95,0.985,0,19
15,0.8,0.99875,-3.99,0.9975,0,19
16,0.8,0.99875,-3.99,0.9975,0,19
17,0.8,1,-4,1,0,19
18,0.8,0.9975,-3.98,0.995,0,19
19,0.8,0.99875,-3.99,0.9975,0,19
20,0.8,0.9975,-3.98,0.995,0,19
21,0.8,0.9975,-3.98,0.995,0,19
22,0.8,0.995,-3.96,0.99,0,19
23,0.8,0.99375,-3.955,0.9875,0,19
24,0.8,0.995,-3.96,0.99,0,19
25,0.8,0.995,-3.96,0.99,0,19
26,0.8,0.99625,-3.97,0.9925,0,19
27,0.8,0.99625,-3.97,0.9925,0,19
28,0.8,0.99625,-3.97,0.9925,0,19
29,0.8,0.995,-3.96,0.99,0,19
30,0.8,0.99625,-3.97,0.9925,0,19
31,0.8,0.9975,-3.98,0.995,0,19
32,0.8,0.9975,-3.985,0.995,0,19
33,0.8,0.99875,-3.99,0.9975,0,19
34,0.8,0.9975,-3.98,0.995,0,19
35,0.8,0.9975,-3.98,0.995,0,19
36,0.8,0.9975,-3.98,0.995,0,19
37,0.8,0.99375,-3.95,0.9875,0,19
38,0.8,0.995,-3.96,0.99,0,19
39,0.8,0.99875,-3.99,0.9975,0,19
40,0.8,0.99875,-3.99,0.9975,0,19
41,0.8,0.9975,-3.98,0.995,0,19
42,0.8,0.99875,-3.99,0.9975,0,19
43,0.8,0.9975,-3.98,0.995,0,19
44,0.8,0.99875,-3.99,0.9975,0,19
45,0.8,0.99875,-3.99,0.9975,0,19
46,0.8,0.995,-3.96,0.99,0,19
47,0.8,0.995,-3.96,0.99,0,19
48,0.8,0.99,-3.94,0.98,0,19
49,0.8,0.99125,-3.945,0.9825,0,19
50,0.8,0.99375,-3.95,0.9875,0,19
