sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.3,1,-4,1,0,19
1,0.3,0.8675,-3.135,0.75,0,19
2,0.3,0.73625,-2.44,0.5325,0,19
3,0.3,0.63,-2.195,0.4,0,19
4,0.3,0.51,-1.83,0.2825,0,19
5,0.3,0.47375,-1.665,0.2575,0,19
6,0.3,0.385,-1.665,0.1025,0,19
7,0.3,0.3175,-1.535,0.05,0,19
8,0.3,0.20375,-1.455,-0.0025,0,19
9,0.3,0.18625,-1.5,0.035,0,19
10,0.3,0.1825,-1.49,-0.0325,0,19
11,0.3,0.21375,-1.45,0.1075,0,19
12,0.3,0.20125,-1.48,0.1175,0,19
13,0.3,0.21125,-1.375,0.095,0,19
14,0.3,0.19375,-1.27,0.075,0,19
15,0.3,0.18375,-1.35,0.125,0,19
16,0.3,0.18375,-1.56,0.065,0,19
17,0.3,0.175,-1.535,0.11,0,19
18,0.3,0.17,-1.505,0.15,0,19
19,0.3,0.14125,-1.435,0.075,0,19
20,0.3,0.14625,-1.41,0.075,0,19
21,0.3,0.12125,-1.475,0.0975,0,19
22,0.3,0.1025,-1.315,0.0325,0,19
23,0.3,0.12625,-1.345,0.06,0,19
24,0.3,0.0925,-1.295,0.03,0,19
25,0.3,0.1,-1.315,-0.0025,0,19
26,0.3,0.1125,-1.35,0.0025,0,19
27,0.3,0.03375,-1.35,-0.0225,0,19
28,0.3,-0.035,-1.42,-0.03,0,19
29,0.3,-0.00625,-1.3,-0.0225,0,19
30,0.3,-0.035,-1.37,0.025,0,19
31,0.3,0.01125,-1.34,0.03,0,19
32,0.3,0.0225,-1.445,0.015,0,19
33,0.3,-0.0125,-1.48,0,0,19
34,0.3,-0.0325,-1.47,-0.0225,0,19
35,0.3,-0.06375,-1.455,0.03,0,19
36,0.3,-0.03,-1.46,0.0425,0,19
37,0.3,-0.03125,-1.395,0.045,0,19
38,0.3,-0.01125,-1.425,-0.02,0,19
39,0.3,0.01375,-1.35,-0.0075,0,19
40,0.3,-0.02625,-1.335,-0.0025,0,19
41,0.3,-0.04,-1.45,0,0,19
42,0.3,-0.0225,-1.415,0.04,0,19
43,0.3,0.00375,-1.215,-0.06,0,19
44,0.3,0.0625,-1.395,0.035,0,19
45,0.3,0.03625,-1.435,-0.015,0,19
46,0.3,0.0075,-1.44,-0.055,0,19
47,0.3,0.0625,-1.405,-0.0225,0,19
48,0.3,0.04875,-1.465,0.02,0,19
49,0.3,0.02625,-1.31,0.02,0,19
50,0.3,0.04125,-1.305,-0.0225,0,19
