sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.8,1,-4,1,0,6
1,0.8,0.995,-3.965,0.99,0,6
2,0.8,0.99625,-3.97,0.9925,0,6
3,0.8,0.9925,-3.95,0.985,0,6
4,0.8,0.99375,-3.95,0.9875,0,6
5,0.8,0.99375,-3.95,0.9875,0,6
6,0.8,0.99625,-3.97,0.9925,0,6
7,0.8,0.99125,-3.93,0.9825,0,6
8,0.8,0.99,-3.92,0.98,0,6
9,0.8,0.99375,-3.95,0.9875,0,6
10,0.8,0.99625,-3.97,0.9925,0,6
11,0.8,0.995,-3.965,0.99,0,6
12,0.8,0.99625,-3.97,0.9925,0,6
13,0.8,0.99125,-3.935,0.9825,0,6
14,0.8,0.99375,-3.95,0.9875,0,6
15,0.8,0.99625,-3.97,0.9925,0,6
16,0.8,0.99875,-3.99,0.9975,0,6
17,0.8,0.99625,-3.97,0.9925,0,6
18,0.8,0.99125,-3.935,0.9825,0,6
19,0.8,0.99125,-3.935,0.9825,0,6
20,0.8,0.99625,-3.97,0.9925,0,6
21,0.8,0.99625,-3.97,0.9925,0,6
22,0.8,0.99625,-3.97,0.9925,0,6
23,0.8,0.99375,-3.955,0.9875,0,6
24,0.8,0.99625,-3.975,0.9925,0,6
25,0.8,0.9975,-3.98,0.995,0,6
26,0.8,0.99875,-3.99,0.9975,0,6
27,0.8,0.99875,-3.99,0.9975,0,6
28,0.8,0.99875,-3.99,0.9975,0,6
29,0.8,0.995,-3.96,0.99,0,6
30,0.8,1,-4,1,0,6
31,0.8,0.995,-3.965,0.99,0,6
32,0.8,0.99875,-3.99,0.9975,0,6
33,0.8,0.995,-3.96,0.99,0,6
34,0.8,0.99875,-3.99,0.9975,0,6
35,0.8,0.99625,-3.97,0.9925,0,6
36,0.8,0.9975,-3.98,0.995,0,6
37,0.8,1,-4,1,0,6
38,0.8,0.99625,-3.97,0.9925,0,6
39,0.8,0.99625,-3.97,0.9925,0,6
40,0.8,0.99875,-3.99,0.9975,0,6
41,0.8,0.995,-3.96,0.99,0,6
42,0.8,0.99625,-3.97,0.9925,0,6
43,0.8,0.99625,-3.97,0.9925,0,6
44,0.8,0.9975,-3.985,0.995,0,6
45,0.8,0.99375,-3.955,0.9875,0,6
46,0.8,0.995,-3.96,0.99,0,6
47,0.8,0.99875,-3.99,0.9975,0,6
48,0.8,0.99875,-3.99,0.9975,0,6
49,0.8,0.99875,-3.99,0.9975,0,6
50,0.8,0.99625,-3.97,0.9925,0,6
