sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.3,1,-4,1,0,18
1,0.3,0.8725,-3.125,0.7625,0,18
2,0.3,0.7725,-2.69,0.5925,0,18
3,0.3,0.65125,-2.175,0.445,0,18
4,0.3,0.5225,-1.89,0.3125,0,18
5,0.3,0.48875,-1.79,0.26,0,18
6,0.3,0.40375,-1.71,0.1775,0,18
7,0.3,0.32875,-1.66,0.085,0,18
8,0.3,0.3075,-1.515,0.1025,0,18
9,0.3,0.2425,-1.41,0.0825,0,18
10,0.3,0.12625,-1.4,0.02,0,18
11,0.3,0.14375,-1.455,0.015,0,18
12,0.3,0.0775,-1.385,-0.0075,0,18
13,0.3,0.05625,-1.49,0.005,0,18
14,0.3,-0.01625,-1.335,0.0125,0,18
15,0.3,-0.0075,-1.445,-0.0075,0,18
16,0.3,0,-1.27,-0.01,0,18
17,0.3,-0.06375,-1.42,-0.055,0,18
18,0.3,-0.0325,-1.4,-0.0175,0,18
19,0.3,-0.045,-1.42,0.01,0,18
20,0.3,-0.005,-1.435,-0.0225,0,18
21,0.3,0.0225,-1.53,0.0025,0,18
22,0.3,0.0125,-1.335,-0.0775,0,18
23,0.3,0.01125,-1.365,-0.025,0,18
24,0.3,0,-1.4,-0.055,0,18
25,0.3,0.02,-1.47,-0.045,0,18
26,0.3,0.05,-1.32,-0.0575,0,18
27,0.3,0,-1.305,-0.06,0,18
28,0.3,-0.035,-1.275,-0.0275,0,18
29,0.3,0.0325,-1.23,0.055,0,18
30,0.3,0.03,-1.3,-0.0175,0,18
31,0.3,0.07625,-1.325,0.005,0,18
32,0.3,0.075,-1.395,-0.0025,0,18
33,0.3,0.06125,-1.515,-0.0025,0,18
34,0.3,0.07625,-1.42,-0.0225,0,18
35,0.3,0.06,-1.43,-0.0125,0,18
36,0.3,0.02,-1.425,-0.035,0,18
37,0.3,0.04,-1.365,-0.04,0,18
38,0.3,0.05,-1.39,-0.04,0,18
39,0.3,0.0175,-1.27,-0.0625,0,18
40,0.3,-0.03875,-1.375,-0.0575,0,18
41,0.3,-0.09125,-1.445,-0.0175,0,18
42,0.3,-0.03375,-1.3,0.0475,0,18
43,0.3,0.00625,-1.52,-0.015,0,18
44,0.3,-0.03625,-1.375,-0.0275,0,18
45,0.3,-0.0625,-1.32,-0.0375,0,18
46,0.3,-0.08875,-1.48,0.0075,0,18
47,0.3,-0.0625,-1.525,0.035,0,18
48,0.3,-0.0125,-1.555,0.0475,0,18
49,0.3,-0.0175,-1.54,-0.0025,0,18
50,0.3,-0.0425,-1.57,-0.0025,0,18
