sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.4,1,-4,1,0,4
1,0.4,0.925,-3.46,0.8575,0,4
2,0.4,0.87875,-3.245,0.7825,0,4
3,0.4,0.855,-3.145,0.7275,0,4
4,0.4,0.80375,-2.905,0.6375,0,4
5,0.4,0.77625,-2.82,0.6075,0,4
6,0.4,0.775,-2.835,0.59,0,4
7,0.4,0.73375,-2.66,0.505,0,4
8,0.4,0.75,-2.725,0.5625,0,4
9,0.4,0.74375,-2.76,0.545,0,4
10,0.4,0.72375,-2.76,0.5275,0,4
11,0.4,0.72125,-2.765,0.505,0,4
12,0.4,0.73125,-2.77,0.5325,0,4
13,0.4,0.75125,-2.915,0.59,0,4
14,0.4,0.7525,-2.9,0.5575,0,4
15,0.4,0.7175,-2.685,0.5,0,4
16,0.4,0.7275,-2.86,0.5225,0,4
17,0.4,0.72875,-2.805,0.545,0,4
18,0.4,0.715,-2.71,0.525,0,4
19,0.4,0.72625,-2.815,0.535,0,4
20,0.4,0.7225,-2.645,0.515,0,4
21,0.4,0.70125,-2.63,0.4925,0,4
22,0.4,0.69625,-2.625,0.51,0,4
23,0.4,0.6675,-2.55,0.47,0,4
24,0.4,0.64375,-2.58,0.435,0,4
25,0.4,0.66375,-2.6,0.435,0,4
26,0.4,0.64125,-2.455,0.39,0,4
27,0.4,0.63,-2.515,0.4225,0,4
28,0.4,0.60125,-2.485,0.3775,0,4
29,0.4,0.57125,-2.415,0.345,0,4
30,0.4,0.55625,-2.395,0.3375,0,4
31,0.4,0.53,-2.3,0.3075,0,4
32,0.4,0.495,-2.34,0.31,0,4
33,0.4,0.515,-2.465,0.3,0,4
34,0.4,0.575,-2.465,0.355,0,4
35,0.4,0.54,-2.465,0.3425,0,4
36,0.4,0.50375,-2.24,0.3175,0,4
37,0.4,0.5325,-2.345,0.3275,0,4
38,0.4,0.535,-2.32,0.345,0,4
39,0.4,0.56625,-2.415,0.3625,0,4
40,0.4,0.55,-2.325,0.34,0,4
41,0.4,0.5725,-2.475,0.3575,0,4
42,0.4,0.53625,-2.4,0.32,0,4
43,0.4,0.51625,-2.265,0.305,0,4
44,0.4,0.4575,-2.125,0.245,0,4
45,0.4,0.45625,-2.285,0.2725,0,4
46,0.4,0.465,-2.3,0.3075,0,4
47,0.4,0.50625,-2.345,0.2975,0,4
48,0.4,0.4725,-2.31,0.28,0,4
49,0.4,0.47875,-2.31,0.275,0,4
50,0.4,0.4575,-2.23,0.2825,0,4
