sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.5,1,-4,1,0,12
1,0.5,0.975,-3.805,0.95,0,12
2,0.5,0.9575,-3.695,0.915,0,12
3,0.5,0.94875,-3.645,0.9025,0,12
4,0.5,0.93,-3.545,0.865,0,12
5,0.5,0.9075,-3.435,0.825,0,12
6,0.5,0.89875,-3.36,0.805,0,12
7,0.5,0.91,-3.455,0.8225,0,12
8,0.5,0.92375,-3.545,0.8475,0,12
9,0.5,0.91625,-3.485,0.845,0,12
10,0.5,0.89125,-3.35,0.7925,0,12
11,0.5,0.89125,-3.415,0.785,0,12
12,0.5,0.9075,-3.465,0.815,0,12
13,0.5,0.89375,-3.4,0.8,0,12
14,0.5,0.925,-3.58,0.8575,0,12
15,0.5,0.92,-3.54,0.84,0,12
16,0.5,0.93875,-3.62,0.88,0,12
17,0.5,0.94,-3.65,0.8825,0,12
18,0.5,0.92625,-3.57,0.855,0,12
19,0.5,0.93875,-3.64,0.885,0,12
20,0.5,0.9375,-3.615,0.88,0,12
21,0.5,0.92875,-3.54,0.8575,0,12
22,0.5,0.92125,-3.54,0.8525,0,12
23,0.5,0.92,-3.525,0.8475,0,12
24,0.5,0.91625,-3.51,0.84,0,12
25,0.5,0.925,-3.5,0.855,0,12
26,0.5,0.9325,-3.59,0.87,0,12
27,0.5,0.925,-3.515,0.855,0,12
28,0.5,0.9325,-3.56,0.8725,0,12
29,0.5,0.93625,-3.545,0.8825,0,12
30,0.5,0.93125,-3.525,0.865,0,12
31,0.5,0.94375,-3.61,0.89,0,12
32,0.5,0.95375,-3.68,0.91,0,12
33,0.5,0.955,-3.69,0.91,0,12
34,0.5,0.93625,-3.585,0.875,0,12
35,0.5,0.9275,-3.545,0.86,0,12
36,0.5,0.91375,-3.485,0.835,0,12
37,0.5,0.9175,-3.505,0.8425,0,12
38,0.5,0.925,-3.535,0.855,0,12
39,0.5,0.90875,-3.475,0.825,0,12
40,0.5,0.915,-3.525,0.8375,0,12
41,0.5,0.93125,-3.555,0.865,0,12
42,0.5,0.9075,-3.425,0.8225,0,12
43,0.5,0.90125,-3.41,0.81,0,12
44,0.5,0.91875,-3.51,0.8475,0,12
45,0.5,0.9275,-3.53,0.87,0,12
46,0.5,0.94875,-3.64,0.8975,0,12
47,0.5,0.9225,-3.48,0.8475,0,12
48,0.5,0.935,-3.585,0.875,0,12
49,0.5,0.95,-3.65,0.9,0,12
50,0.5,0.945,-3.63,0.89,0,12
