sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.8,1,-4,1,0,15
1,0.8,0.9975,-3.98,0.995,0,15
2,0.8,0.995,-3.96,0.99,0,15
3,0.8,0.99875,-3.99,0.9975,0,15
4,0.8,0.99875,-3.99,0.9975,0,15
5,0.8,0.9975,-3.98,0.995,0,15
6,0.8,0.995,-3.96,0.99,0,15
7,0.8,0.995,-3.965,0.99,0,15
8,0.8,0.995,-3.965,0.99,0,15
9,0.8,0.9975,-3.98,0.995,0,15
10,0.8,0.99375,-3.95,0.9875,0,15
11,0.8,0.99625,-3.97,0.9925,0,15
12,0.8,0.99625,-3.97,0.9925,0,15
13,0.8,0.99625,-3.97,0.9925,0,15
14,0.8,0.995,-3.96,0.99,0,15
15,0.8,0.99625,-3.97,0.9925,0,15
16,0.8,0.99625,-3.97,0.9925,0,15
17,0.8,0.99625,-3.97,0.9925,0,15
18,0.8,0.99625,-3.97,0.9925,0,15
19,0.8,0.99625,-3.97,0.9925,0,15
20,0.8,0.9925,-3.94,0.985,0,15
21,0.8,0.99875,-3.99,0.9975,0,15
22,0.8,0.995,-3.96,0.99,0,15
23,0.8,0.99875,-3.99,0.9975,0,15
24,0.8,0.99875,-3.99,0.9975,0,15
25,0.8,0.99875,-3.99,0.9975,0,15
26,0.8,0.99625,-3.97,0.9925,0,15
27,0.8,0.99875,-3.99,0.9975,0,15
28,0.8,0.995,-3.965,0.99,0,15
29,0.8,0.98875,-3.93,0.9775,0,15
30,0.8,0.995,-3.96,0.99,0,15
31,0.8,0.99625,-3.97,0.9925,0,15
32,0.8,0.9975,-3.98,0.995,0,15
33,0.8,0.99875,-3.99,0.9975,0,15
34,0.8,0.995,-3.96,0.99,0,15
35,0.8,0.9975,-3.98,0.995,0,15
36,0.8,1,-4,1,0,15
37,0.8,0.9975,-3.98,0.995,0,15
38,0.8,0.99625,-3.97,0.9925,0,15
39,0.8,0.99875,-3.99,0.9975,0,15
40,0.8,0.99625,-3.975,0.9925,0,15
41,0.8,0.99875,-3.99,0.9975,0,15
42,0.8,0.995,-3.965,0.99,0,15
43,0.8,0.99625,-3.97,0.9925,0,15
44,0.8,0.9925,-3.945,0.985,0,15
45,0.8,0.9925,-3.945,0.985,0,15
46,0.8,0.9925,-3.95,0.985,0,15
47,0.8,0.99625,-3.97,0.9925,0,15
48,0.8,0.99625,-3.97,0.9925,0,15
49,0.8,0.99375,-3.95,0.9875,0,15
50,0.8,0.9975,-3.98,0.995,0,15
