sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.4,1,-4,1,0,5
1,0.4,0.925,-3.51,0.8525,0,5
2,0.4,0.87375,-3.25,0.7625,0,5
3,0.4,0.835,-3.08,0.685,0,5
4,0.4,0.8125,-2.99,0.645,0,5
5,0.4,0.78625,-2.965,0.6275,0,5
6,0.4,0.76125,-2.915,0.5725,0,5
7,0.4,0.7375,-2.8,0.5575,0,5
8,0.4,0.70625,-2.745,0.5125,0,5
9,0.4,0.74,-2.78,0.525,0,5
10,0.4,0.72875,-2.77,0.53,0,5
11,0.4,0.755,-2.89,0.55,0,5
12,0.4,0.74375,-2.805,0.565,0,5
13,0.4,0.745,-2.765,0.5625,0,5
14,0.4,0.72375,-2.685,0.51,0,5
15,0.4,0.6925,-2.68,0.48,0,5
16,0.4,0.70625,-2.745,0.5,0,5
17,0.4,0.6775,-2.605,0.4525,0,5
18,0.4,0.66625,-2.52,0.43,0,5
19,0.4,0.67125,-2.52,0.4275,0,5
20,0.4,0.645,-2.525,0.4375,0,5
21,0.4,0.62375,-2.495,0.415,0,5
22,0.4,0.60125,-2.485,0.375,0,5
23,0.4,0.63,-2.565,0.4325,0,5
24,0.4,0.595,-2.395,0.3575,0,5
25,0.4,0.59875,-2.46,0.3875,0,5
26,0.4,0.5825,-2.41,0.36,0,5
27,0.4,0.57375,-2.48,0.34,0,5
28,0.4,0.56,-2.375,0.345,0,5
29,0.4,0.52,-2.285,0.2875,0,5
30,0.4,0.5675,-2.41,0.355,0,5
31,0.4,0.58125,-2.51,0.345,0,5
32,0.4,0.60625,-2.505,0.3525,0,5
33,0.4,0.61875,-2.535,0.37,0,5
34,0.4,0.6075,-2.455,0.3825,0,5
35,0.4,0.60375,-2.495,0.375,0,5
36,0.4,0.6075,-2.485,0.375,0,5
37,0.4,0.57125,-2.425,0.2875,0,5
38,0.4,0.5525,-2.415,0.2925,0,5
39,0.4,0.5775,-2.495,0.31,0,5
40,0.4,0.55625,-2.485,0.3025,0,5
41,0.4,0.4925,-2.325,0.205,0,5
42,0.4,0.4675,-2.335,0.2075,0,5
43,0.4,0.41375,-2.42,0.205,0,5
44,0.4,0.39,-2.295,0.19,0,5
45,0.4,0.38375,-2.235,0.185,0,5
46,0.4,0.405,-2.325,0.2175,0,5
47,0.4,0.40375,-2.325,0.1675,0,5
48,0.4,0.43375,-2.38,0.1925,0,5
49,0.4,0.46625,-2.38,0.22,0,5
50,0.4,0.49125,-2.42,0.235,0,5
