sweeps,beta,magnetisation,energy,G,seed
0,0.4,1,-4,1,19
1,0.4,0.93625,-3.53,0.875,19
2,0.4,0.905,-3.38,0.8425,19
3,0.4,0.84375,-3.095,0.7675,19
4,0.4,0.8375,-3.115,0.78,19
5,0.4,0.80125,-3,0.745,19
6,0.4,0.77625,-2.91,0.73,19
7,0.4,0.775,-2.79,0.7025,19
8,0.4,0.72,-2.64,0.6825,19
9,0.4,0.7425,-2.805,0.71,19
10,0.4,0.72375,-2.71,0.6825,19
11,0.4,0.68875,-2.6,0.665,19
12,0.4,0.67875,-2.57,0.6325,19
13,0.4,0.6075,-2.355,0.59,19
14,0.4,0.57625,-2.295,0.5675,19
15,0.4,0.55,-2.18,0.555,19
16,0.4,0.55625,-2.29,0.5625,19
17,0.4,0.52625,-2.26,0.5525,19
18,0.4,0.53375,-2.44,0.605,19
19,0.4,0.54,-2.44,0.6025,19
20,0.4,0.55125,-2.52,0.65,19
21,0.4,0.51375,-2.475,0.6175,19
22,0.4,0.51625,-2.465,0.605,19
23,0.4,0.50625,-2.42,0.5975,19
24,0.4,0.4925,-2.37,0.5975,19
25,0.4,0.50875,-2.195,0.555,19
26,0.4,0.5125,-2.135,0.5425,19
27,0.4,0.51375,-2.51,0.6275,19
28,0.4,0.4775,-2.41,0.595,19
29,0.4,0.47125,-2.43,0.6175,19
30,0.4,0.465,-2.555,0.63,19
31,0.4,0.485,-2.48,0.63,19
32,0.4,0.52125,-2.545,0.6275,19
33,0.4,0.4925,-2.47,0.62,19
34,0.4,0.50375,-2.43,0.5925,19
35,0.4,0.5125,-2.42,0.6,19
36,0.4,0.5425,-2.455,0.6,19
37,0.4,0.52125,-2.425,0.61,19
38,0.4,0.5475,-2.43,0.595,19
39,0.4,0.57875,-2.59,0.635,19
40,0.4,0.595,-2.675,0.6675,19
41,0.4,0.56625,-2.715,0.67,19
42,0.4,0.5575,-2.52,0.6325,19
43,0.4,0.53875,-2.58,0.6375,19
