sweeps,beta,magnetisation,energy,G,seed
0,0.4,1,-4,1,7
1,0.4,0.935,-3.55,0.88,7
2,0.4,0.89,-3.3,0.82,7
3,0.4,0.865,-3.13,0.7825,7
4,0.4,0.8325,-3.04,0.765,7
5,0.4,0.8375,-3.095,0.7775,7
6,0.4,0.795,-2.98,0.725,7
7,0.4,0.75875,-2.825,0.71,7
8,0.4,0.705,-2.645,0.6425,7
9,0.4,0.6975,-2.655,0.655,7
10,0.4,0.67125,-2.545,0.62,7
11,0.4,0.6425,-2.515,0.6,7
12,0.4,0.6425,-2.455,0.615,7
13,0.4,0.63875,-2.535,0.63,7
14,0.4,0.64875,-2.51,0.6375,7
15,0.4,0.63375,-2.555,0.6375,7
16,0.4,0.5775,-2.365,0.6025,7
17,0.4,0.60875,-2.545,0.645,7
18,0.4,0.57375,-2.43,0.6175,7
19,0.4,0.60125,-2.49,0.6175,7
20,0.4,0.6,-2.515,0.6225,7
21,0.4,0.59875,-2.49,0.6125,7
22,0.4,0.595,-2.41,0.6,7
23,0.4,0.57,-2.32,0.5875,7
24,0.4,0.615,-2.43,0.605,7
25,0.4,0.63,-2.505,0.62,7
26,0.4,0.63,-2.53,0.6125,7
27,0.4,0.635,-2.56,0.645,7
28,0.4,0.62125,-2.505,0.63,7
29,0.4,0.59875,-2.415,0.6025,7
30,0.4,0.6075,-2.405,0.605,7
31,0.4,0.62125,-2.44,0.615,7
32,0.4,0.59875,-2.46,0.635,7
33,0.4,0.6075,-2.485,0.6325,7
34,0.4,0.5925,-2.67,0.665,7
35,0.4,0.585,-2.55,0.62,7
36,0.4,0.5925,-2.46,0.5925,7
37,0.4,0.575,-2.39,0.5875,7
38,0.4,0.57625,-2.35,0.595,7
39,0.4,0.61125,-2.46,0.61,7
40,0.4,0.60875,-2.56,0.6325,7
41,0.4,0.57375,-2.45,0.6,7
42,0.4,0.56,-2.42,0.585,7
43,0.4,0.56125,-2.44,0.6,7
44,0.4,0.54625,-2.495,0.6475,7
45,0.4,0.5775,-2.47,0.5975,7
46,0.4,0.5175,-2.34,0.5725,7
47,0.4,0.57375,-2.45,0.61,7
48,0.4,0.6025,-2.56,0.66,7
49,0.4,0.5925,-2.435,0.6075,7
50,0.4,0.585,-2.445,0.63,7
51,0.4,0.56,-2.34,0.605,7
52,0.4,0.57,-2.415,0.6175,7
53,0.4,0.57125,-2.425,0.615,7
54,0.4,0.49875,-2.395,0.5775,7
