sweeps,beta,magnetisation,energy,G,seed
0,0.4,1,-4,1,44
1,0.4,0.94,-3.56,0.8875,44
2,0.4,0.90625,-3.445,0.865,44
3,0.4,0.86875,-3.235,0.81,44
4,0.4,0.825,-2.99,0.75,44
5,0.4,0.78875,-2.935,0.74,44
6,0.4,0.71375,-2.65,0.6775,44
7,0.4,0.745,-2.74,0.6825,44
8,0.4,0.75125,-2.755,0.695,44
9,0.4,0.72625,-2.78,0.67,44
10,0.4,0.69375,-2.73,0.6875,44
11,0.4,0.65,-2.57,0.655,44
12,0.4,0.65,-2.54,0.63,44
13,0.4,0.68375,-2.73,0.6725,44
14,0.4,0.6725,-2.72,0.68,44
15,0.4,0.71,-2.75,0.6875,44
16,0.4,0.7125,-2.905,0.735,44
17,0.4,0.6725,-2.73,0.68,44
18,0.4,0.65375,-2.68,0.65,44
19,0.4,0.63375,-2.555,0.645,44
20,0.4,0.635,-2.615,0.635,44
21,0.4,0.615,-2.57,0.6425,44
22,0.4,0.57625,-2.39,0.605,44
23,0.4,0.6225,-2.57,0.6525,44
24,0.4,0.6125,-2.545,0.655,44
25,0.4,0.65375,-2.64,0.6575,44
26,0.4,0.65125,-2.615,0.6525,44
27,0.4,0.62125,-2.535,0.635,44
28,0.4,0.60125,-2.435,0.6125,44
29,0.4,0.585,-2.43,0.6025,44
30,0.4,0.58125,-2.5,0.6225,44
31,0.4,0.56625,-2.49,0.6275,44
32,0.4,0.56125,-2.49,0.625,44
33,0.4,0.61375,-2.56,0.64,44
34,0.4,0.6075,-2.525,0.645,44
35,0.4,0.575,-2.685,0.675,44
36,0.4,0.5525,-2.555,0.6525,44
37,0.4,0.5275,-2.335,0.595,44
38,0.4,0.52,-2.43,0.6275,44
39,0.4,0.515,-2.37,0.5925,44
40,0.4,0.5225,-2.42,0.61,44
41,0.4,0.515,-2.39,0.6075,44
42,0.4,0.5325,-2.54,0.6425,44
43,0.4,0.49375,-2.34,0.5925,44
44,0.4,0.50625,-2.38,0.585,44
45,0.4,0.495,-2.38,0.6,44
46,0.4,0.49,-2.36,0.575,44
47,0.4,0.51375,-2.51,0.6275,44
48,0.4,0.5425,-2.47,0.61,44
49,0.4,0.54125,-2.39,0.5975,44
50,0.4,0.55375,-2.43,0.615,44
51,0.4,0.56375,-2.45,0.6075,44
52,0.4,0.58,-2.625,0.6625,44
53,0.4,0.5275,-2.46,0.6225,44
54,0.4,0.51875,-2.435,0.6125,44
55,0.4,0.4975,-2.505,0.635,44
56,0.4,0.5025,-2.605,0.6525,44
57,0.4,0.4775,-2.525,0.63,44
58,0.4,0.47625,-2.49,0.605,44
59,0.4,0.42125,-2.23,0.5475,44
60,0.4,0.43625,-2.345,0.575,44
61,0.4,0.4525,-2.395,0.5975,44
62,0.4,0.43375,-2.365,0.6025,44
63,0.4,0.45625,-2.285,0.575,44
64,0.4,0.455,-2.375,0.5875,44
65,0.4,0.4525,-2.325,0.5725,44
66,0.4,0.4575,-2.375,0.58,44
67,0.4,0.41125,-2.305,0.5675,44
68,0.4,0.39375,-2.325,0.575,44
69,0.4,0.37375,-2.37,0.58,44
70,0.4,0.375,-2.285,0.575,44
71,0.4,0.35875,-2.23,0.5525,44
72,0.4,0.37125,-2.395,0.5875,44
73,0.4,0.36,-2.315,0.5675,44
74,0.4,0.38375,-2.44,0.6075,44
75,0.4,0.40625,-2.3,0.5925,44
76,0.4,0.3875,-2.325,0.58,44
77,0.4,0.37875,-2.245,0.5475,44
78,0.4,0.37375,-2.39,0.6,44
79,0.4,0.4025,-2.405,0.615,44
80,0.4,0.42125,-2.37,0.625,44
81,0.4,0.3875,-2.445,0.6275,44
82,0.4,0.35625,-2.4,0.5975,44
83,0.4,0.32875,-2.39,0.6125,44
84,0.4,0.30875,-2.285,0.5675,44
85,0.4,0.295,-2.275,0.5775,44
86,0.4,0.305,-2.345,0.59,44
87,0.4,0.33875,-2.33,0.6,44
88,0.4,0.34625,-2.295,0.61,44
89,0.4,0.365,-2.305,0.5775,44
90,0.4,0.35125,-2.22,0.545,44
91,0.4,0.42875,-2.295,0.58,44
92,0.4,0.4075,-2.24,0.5575,44
93,0.4,0.425,-2.335,0.585,44
94,0.4,0.37875,-2.275,0.57,44
95,0.4,0.35875,-2.325,0.5825,44
96,0.4,0.335,-2.19,0.5425,44
97,0.4,0.36625,-2.3,0.5675,44
98,0.4,0.36875,-2.33,0.5725,44
99,0.4,0.3025,-2.22,0.5675,44
100,0.4,0.3075,-2.29,0.5775,44
101,0.4,0.305,-2.135,0.5475,44
102,0.4,0.265,-2.245,0.5575,44
103,0.4,0.27875,-2.32,0.5875,44
104,0.4,0.285,-2.27,0.5625,44
105,0.4,0.2325,-2.21,0.5425,44
106,0.4,0.22125,-2.255,0.56,44
107,0.4,0.20375,-2.2,0.5625,44
108,0.4,0.2475,-2.265,0.5675,44
109,0.4,0.21625,-2.205,0.5625,44
110,0.4,0.25125,-2.16,0.5275,44
111,0.4,0.2325,-2.155,0.515,44
112,0.4,0.25625,-2.075,0.525,44
113,0.4,0.225,-2.125,0.5275,44
114,0.4,0.23125,-2.075,0.5125,44
115,0.4,0.20625,-2.2,0.56,44
116,0.4,0.19875,-2.24,0.56,44
117,0.4,0.15625,-2.075,0.5225,44
118,0.4,0.14,-2.115,0.5275,44
119,0.4,0.08375,-2.14,0.515,44
120,0.4,0.105,-2.12,0.52,44
121,0.4,0.10375,-2.105,0.5275,44
122,0.4,0.1175,-2.05,0.515,44
123,0.4,0.12875,-2.08,0.51,44
124,0.4,0.0825,-2.185,0.55,44
125,0.4,0.115,-2.14,0.5275,44
126,0.4,0.12375,-2.205,0.575,44
127,0.4,0.1,-2.21,0.5675,44
128,0.4,0.07875,-2.17,0.5525,44
129,0.4,0.1325,-2.15,0.53,44
130,0.4,0.1,-2.2,0.5725,44
131,0.4,0.06,-2.255,0.555,44
132,0.4,0.09375,-2.185,0.565,44
133,0.4,0.07375,-2.1,0.545,44
134,0.4,0.11,-2.14,0.55,44
135,0.4,0.1625,-2.045,0.535,44
136,0.4,0.14375,-2.11,0.54,44
137,0.4,0.1325,-2.13,0.5325,44
