sweeps,beta,magnetisation,energy,G,seed
0,0.4,1,-4,1,6
1,0.4,0.93,-3.48,0.8725,6
2,0.4,0.85875,-3.11,0.785,6
3,0.4,0.83375,-2.995,0.745,6
4,0.4,0.81875,-2.95,0.7325,6
5,0.4,0.7725,-2.89,0.7225,6
6,0.4,0.74125,-2.805,0.7025,6
7,0.4,0.73125,-2.705,0.6775,6
8,0.4,0.73875,-2.845,0.7025,6
9,0.4,0.7125,-2.74,0.6775,6
10,0.4,0.7125,-2.775,0.6875,6
11,0.4,0.675,-2.585,0.655,6
12,0.4,0.63125,-2.505,0.6475,6
13,0.4,0.60125,-2.415,0.615,6
14,0.4,0.61875,-2.565,0.6575,6
15,0.4,0.62,-2.525,0.6375,6
16,0.4,0.58875,-2.555,0.655,6
17,0.4,0.58875,-2.55,0.645,6
18,0.4,0.59375,-2.585,0.645,6
19,0.4,0.595,-2.62,0.66,6
20,0.4,0.5525,-2.53,0.6375,6
21,0.4,0.545,-2.335,0.585,6
22,0.4,0.55625,-2.45,0.61,6
23,0.4,0.52625,-2.495,0.6075,6
24,0.4,0.5275,-2.42,0.5925,6
25,0.4,0.53375,-2.395,0.61,6
26,0.4,0.535,-2.295,0.58,6
27,0.4,0.5275,-2.365,0.6375,6
28,0.4,0.5425,-2.39,0.615,6
29,0.4,0.52875,-2.43,0.6075,6
30,0.4,0.48625,-2.345,0.585,6
31,0.4,0.51125,-2.295,0.5675,6
32,0.4,0.5075,-2.36,0.5925,6
33,0.4,0.51375,-2.36,0.585,6
34,0.4,0.52625,-2.405,0.5875,6
35,0.4,0.54,-2.44,0.595,6
36,0.4,0.55,-2.47,0.62,6
37,0.4,0.5175,-2.3,0.585,6
38,0.4,0.51625,-2.365,0.595,6
39,0.4,0.50875,-2.36,0.5725,6
40,0.4,0.51375,-2.385,0.595,6
41,0.4,0.53375,-2.45,0.6025,6
42,0.4,0.485,-2.39,0.5925,6
43,0.4,0.4725,-2.455,0.595,6
44,0.4,0.42125,-2.37,0.5875,6
45,0.4,0.425,-2.43,0.6225,6
46,0.4,0.41875,-2.43,0.6175,6
47,0.4,0.3775,-2.275,0.5625,6
48,0.4,0.40875,-2.305,0.565,6
49,0.4,0.38125,-2.21,0.5475,6
50,0.4,0.415,-2.17,0.5225,6
51,0.4,0.47375,-2.44,0.62,6
52,0.4,0.47,-2.435,0.5975,6
53,0.4,0.435,-2.38,0.59,6
54,0.4,0.43375,-2.28,0.54,6
55,0.4,0.42625,-2.365,0.6,6
56,0.4,0.40375,-2.375,0.5925,6
57,0.4,0.3675,-2.41,0.6,6
58,0.4,0.35625,-2.285,0.57,6
59,0.4,0.3525,-2.12,0.5425,6
60,0.4,0.36,-2.175,0.53,6
61,0.4,0.3575,-2.2,0.56,6
62,0.4,0.34,-2.305,0.5775,6
63,0.4,0.33,-2.265,0.5725,6
64,0.4,0.33375,-2.245,0.5425,6
65,0.4,0.31875,-2.27,0.565,6
66,0.4,0.34625,-2.27,0.57,6
67,0.4,0.33625,-2.135,0.54,6
68,0.4,0.33,-2.195,0.5475,6
69,0.4,0.35625,-2.24,0.5625,6
70,0.4,0.35,-2.205,0.555,6
71,0.4,0.3625,-2.245,0.56,6
72,0.4,0.3625,-2.275,0.555,6
73,0.4,0.35625,-2.19,0.5575,6
74,0.4,0.3625,-2.18,0.555,6
75,0.4,0.36875,-2.245,0.5725,6
76,0.4,0.36125,-2.175,0.5475,6
77,0.4,0.3425,-2.135,0.52,6
78,0.4,0.30625,-2.165,0.5675,6
79,0.4,0.32875,-2.235,0.565,6
80,0.4,0.32,-2.17,0.5325,6
81,0.4,0.32,-2.205,0.5375,6
82,0.4,0.3275,-2.275,0.5475,6
83,0.4,0.32375,-2.29,0.5775,6
84,0.4,0.33,-2.325,0.57,6
85,0.4,0.35375,-2.39,0.58,6
86,0.4,0.41,-2.41,0.5975,6
87,0.4,0.40625,-2.475,0.615,6
88,0.4,0.40875,-2.455,0.5975,6
89,0.4,0.42,-2.58,0.6325,6
90,0.4,0.44625,-2.57,0.635,6
91,0.4,0.44,-2.49,0.6175,6
92,0.4,0.43125,-2.43,0.6025,6
93,0.4,0.39,-2.34,0.5775,6
94,0.4,0.3825,-2.34,0.58,6
95,0.4,0.3475,-2.345,0.61,6
96,0.4,0.30125,-2.245,0.58,6
97,0.4,0.3075,-2.175,0.5375,6
98,0.4,0.24625,-2.195,0.5425,6
99,0.4,0.24875,-2.31,0.585,6
100,0.4,0.285,-2.335,0.585,6
101,0.4,0.2525,-2.39,0.61,6
102,0.4,0.21375,-2.335,0.5875,6
103,0.4,0.19,-2.31,0.5875,6
104,0.4,0.19375,-2.33,0.575,6
105,0.4,0.2,-2.23,0.5675,6
106,0.4,0.17875,-2.285,0.5775,6
107,0.4,0.21625,-2.275,0.58,6
108,0.4,0.22375,-2.32,0.5875,6
109,0.4,0.24,-2.295,0.585,6
110,0.4,0.23625,-2.395,0.62,6
111,0.4,0.2275,-2.23,0.5775,6
112,0.4,0.185,-2.115,0.5425,6
113,0.4,0.20375,-2.245,0.5375,6
114,0.4,0.19375,-2.265,0.5575,6
115,0.4,0.2275,-2.3,0.5625,6
116,0.4,0.1875,-2.335,0.5925,6
117,0.4,0.18625,-2.35,0.5875,6
118,0.4,0.2125,-2.385,0.595,6
119,0.4,0.17,-2.31,0.5775,6
120,0.4,0.18625,-2.25,0.58,6
121,0.4,0.13375,-2.345,0.59,6
122,0.4,0.1625,-2.385,0.605,6
123,0.4,0.1125,-2.2,0.5325,6
124,0.4,0.0775,-2.135,0.55,6
125,0.4,0.02125,-2.175,0.55,6
126,0.4,0.045,-2.2,0.545,6
127,0.4,0.085,-2.265,0.5875,6
128,0.4,0.1175,-2.325,0.605,6
129,0.4,0.08125,-2.185,0.55,6
130,0.4,0.10375,-2.295,0.575,6
131,0.4,0.08,-2.285,0.57,6
132,0.4,0.0675,-2.3,0.5875,6
133,0.4,0.07125,-2.215,0.58,6
134,0.4,0.05375,-2.305,0.5925,6
135,0.4,0.08125,-2.22,0.565,6
136,0.4,0.0675,-2.24,0.56,6
137,0.4,0.0575,-2.125,0.525,6
138,0.4,0.0475,-2.095,0.5175,6
139,0.4,0.0825,-2.095,0.5175,6
140,0.4,0.095,-2.135,0.5075,6
141,0.4,0.08,-2.2,0.55,6
142,0.4,0.04,-2.165,0.5425,6
143,0.4,-0.00125,-2.175,0.54,6
144,0.4,0.0475,-2.31,0.5825,6
145,0.4,0.05375,-2.185,0.5725,6
146,0.4,0.03625,-2.165,0.55,6
147,0.4,0.05875,-2.14,0.55,6
148,0.4,0.1,-2.205,0.5525,6
149,0.4,0.1025,-2.285,0.565,6
150,0.4,0.1025,-2.325,0.56,6
151,0.4,0.08125,-2.24,0.5525,6
152,0.4,0.10625,-2.275,0.575,6
153,0.4,0.09875,-2.225,0.565,6
154,0.4,0.07625,-2.205,0.5725,6
155,0.4,0.06625,-2.255,0.555,6
156,0.4,0.02,-2.225,0.56,6
157,0.4,0.01125,-2.21,0.5825,6
158,0.4,0.01,-2.045,0.5175,6
159,0.4,0.0125,-2.15,0.5475,6
160,0.4,0.015,-2.245,0.55,6
161,0.4,0.01,-2.16,0.5275,6
162,0.4,-0.03125,-2.27,0.5775,6
163,0.4,-0.03,-2.155,0.56,6
164,0.4,-0.0175,-2.05,0.5175,6
165,0.4,-0.0125,-2.225,0.5725,6
166,0.4,-0.035,-2.23,0.545,6
167,0.4,-0.065,-2.24,0.5675,6
168,0.4,-0.02875,-2.325,0.6,6
169,0.4,-0.035,-2.27,0.54,6
170,0.4,-0.04625,-2.29,0.5875,6
171,0.4,-0.04625,-2.555,0.6275,6
172,0.4,-0.025,-2.395,0.6075,6
173,0.4,-0.00625,-2.46,0.58,6
174,0.4,-0.00125,-2.28,0.5625,6
175,0.4,0.0075,-2.175,0.535,6
176,0.4,-0.04125,-2.15,0.53,6
177,0.4,-0.0375,-2.26,0.555,6
178,0.4,-0.0075,-2.08,0.525,6
179,0.4,-0.03375,-2.27,0.5775,6
180,0.4,-0.0275,-2.2,0.5425,6
181,0.4,-0.05125,-2.065,0.5275,6
182,0.4,-0.055,-2.19,0.545,6
183,0.4,-0.06625,-2.085,0.51,6
184,0.4,-0.045,-2.125,0.525,6
185,0.4,-0.0275,-2.24,0.5625,6
186,0.4,-0.04125,-2.215,0.55,6
187,0.4,-0.0525,-2.15,0.54,6
188,0.4,-0.0675,-2.165,0.54,6
189,0.4,-0.03625,-2.095,0.5225,6
190,0.4,-0.0425,-2.1,0.5275,6
191,0.4,-0.04,-2.205,0.555,6
192,0.4,-0.0225,-2.21,0.5325,6
193,0.4,-0.015,-2.175,0.525,6
194,0.4,-0.035,-2.14,0.52,6
195,0.4,-0.03,-2.135,0.52,6
196,0.4,-0.05125,-2.195,0.545,6
197,0.4,-0.0225,-2.055,0.5175,6
198,0.4,-0.07625,-2.215,0.55,6
199,0.4,-0.0825,-2.08,0.5325,6
200,0.4,-0.06875,-2.215,0.555,6
