sweeps,beta,magnetisation,energy,G,seed
0,0.4,1,-4,1,21
1,0.4,0.92625,-3.51,0.8675,21
2,0.4,0.86375,-3.17,0.7875,21
3,0.4,0.8375,-2.99,0.745,21
4,0.4,0.8375,-3.025,0.7575,21
5,0.4,0.81375,-2.93,0.75,21
6,0.4,0.76375,-2.76,0.6925,21
7,0.4,0.70625,-2.5,0.6425,21
8,0.4,0.6975,-2.535,0.6275,21
9,0.4,0.6575,-2.455,0.6075,21
10,0.4,0.62375,-2.405,0.605,21
11,0.4,0.63875,-2.505,0.6375,21
12,0.4,0.67875,-2.595,0.6475,21
13,0.4,0.63875,-2.565,0.655,21
14,0.4,0.635,-2.515,0.635,21
15,0.4,0.615,-2.525,0.6175,21
16,0.4,0.64125,-2.62,0.625,21
17,0.4,0.6,-2.435,0.5925,21
18,0.4,0.6525,-2.49,0.625,21
19,0.4,0.63,-2.55,0.6325,21
20,0.4,0.605,-2.44,0.5925,21
21,0.4,0.6225,-2.505,0.64,21
22,0.4,0.595,-2.525,0.64,21
23,0.4,0.53625,-2.33,0.5775,21
24,0.4,0.5575,-2.46,0.62,21
25,0.4,0.6125,-2.52,0.6225,21
26,0.4,0.63,-2.53,0.65,21
27,0.4,0.58,-2.43,0.6175,21
28,0.4,0.49375,-2.25,0.5575,21
29,0.4,0.47,-2.36,0.5775,21
30,0.4,0.43875,-2.21,0.535,21
31,0.4,0.4425,-2.185,0.5425,21
32,0.4,0.425,-2.295,0.5775,21
33,0.4,0.39875,-2.325,0.585,21
34,0.4,0.4125,-2.39,0.6075,21
35,0.4,0.3775,-2.26,0.575,21
36,0.4,0.39125,-2.29,0.5675,21
37,0.4,0.43,-2.455,0.615,21
38,0.4,0.48125,-2.465,0.6325,21
39,0.4,0.40625,-2.315,0.5875,21
40,0.4,0.3775,-2.165,0.56,21
41,0.4,0.34,-2.04,0.5075,21
42,0.4,0.325,-2.165,0.535,21
43,0.4,0.32,-2.235,0.565,21
44,0.4,0.295,-2.17,0.5525,21
45,0.4,0.28875,-2.315,0.57,21
46,0.4,0.24875,-2.275,0.565,21
47,0.4,0.275,-2.31,0.585,21
48,0.4,0.2775,-2.31,0.59,21
49,0.4,0.25,-2.225,0.565,21
50,0.4,0.26125,-2.19,0.565,21
51,0.4,0.22,-2.22,0.57,21
52,0.4,0.22875,-2.18,0.5625,21
53,0.4,0.24,-2.225,0.5775,21
54,0.4,0.17375,-2,0.4975,21
55,0.4,0.18125,-2.05,0.5125,21
56,0.4,0.2,-2.24,0.57,21
57,0.4,0.16875,-2.09,0.53,21
58,0.4,0.20875,-2.185,0.54,21
59,0.4,0.21875,-2.145,0.54,21
60,0.4,0.22,-2,0.5075,21
61,0.4,0.225,-2.08,0.5225,21
62,0.4,0.20875,-2.16,0.5325,21
63,0.4,0.145,-2.06,0.5,21
64,0.4,0.15625,-2.12,0.5175,21
65,0.4,0.21,-2.23,0.57,21
66,0.4,0.24625,-2.265,0.5525,21
