sweeps,beta,magnetisation,energy,G,seed
0,0.4,1,-4,1,5
1,0.4,0.93,-3.545,0.885,5
2,0.4,0.88875,-3.315,0.825,5
3,0.4,0.86625,-3.25,0.83,5
4,0.4,0.8225,-3.02,0.755,5
5,0.4,0.80375,-2.95,0.7375,5
6,0.4,0.79125,-2.98,0.75,5
7,0.4,0.7575,-2.83,0.71,5
8,0.4,0.72625,-2.62,0.635,5
9,0.4,0.69625,-2.565,0.6575,5
10,0.4,0.6625,-2.495,0.625,5
11,0.4,0.6425,-2.445,0.63,5
12,0.4,0.655,-2.575,0.6525,5
13,0.4,0.67875,-2.59,0.645,5
14,0.4,0.69,-2.69,0.67,5
15,0.4,0.69875,-2.68,0.6625,5
16,0.4,0.6825,-2.585,0.635,5
17,0.4,0.68625,-2.58,0.6475,5
18,0.4,0.6675,-2.545,0.64,5
19,0.4,0.65375,-2.465,0.625,5
20,0.4,0.615,-2.35,0.5825,5
21,0.4,0.62625,-2.465,0.6175,5
22,0.4,0.575,-2.425,0.6075,5
23,0.4,0.5675,-2.4,0.58,5
24,0.4,0.54625,-2.33,0.585,5
25,0.4,0.5525,-2.395,0.595,5
26,0.4,0.53125,-2.35,0.6,5
27,0.4,0.53125,-2.355,0.5725,5
28,0.4,0.48375,-2.4,0.6275,5
29,0.4,0.4475,-2.315,0.5875,5
30,0.4,0.42375,-2.245,0.57,5
31,0.4,0.44375,-2.275,0.5525,5
32,0.4,0.46125,-2.31,0.57,5
33,0.4,0.42625,-2.185,0.515,5
34,0.4,0.4075,-2.25,0.55,5
35,0.4,0.39375,-2.28,0.56,5
36,0.4,0.42,-2.335,0.575,5
37,0.4,0.44375,-2.47,0.6075,5
38,0.4,0.40625,-2.455,0.6075,5
39,0.4,0.40375,-2.405,0.6175,5
40,0.4,0.355,-2.275,0.575,5
41,0.4,0.3875,-2.215,0.55,5
42,0.4,0.43625,-2.28,0.5825,5
43,0.4,0.44875,-2.36,0.5825,5
44,0.4,0.4075,-2.265,0.56,5
45,0.4,0.3925,-2.325,0.59,5
46,0.4,0.41,-2.455,0.615,5
47,0.4,0.39875,-2.43,0.6075,5
48,0.4,0.3975,-2.26,0.5675,5
49,0.4,0.42875,-2.285,0.6025,5
50,0.4,0.41875,-2.41,0.62,5
51,0.4,0.44,-2.435,0.6125,5
52,0.4,0.41875,-2.275,0.5525,5
53,0.4,0.4175,-2.355,0.5975,5
54,0.4,0.40875,-2.38,0.5925,5
55,0.4,0.40125,-2.4,0.6075,5
56,0.4,0.38375,-2.275,0.5625,5
57,0.4,0.43125,-2.39,0.5925,5
58,0.4,0.42375,-2.435,0.6025,5
59,0.4,0.42,-2.335,0.5875,5
60,0.4,0.43875,-2.31,0.5675,5
61,0.4,0.42125,-2.325,0.575,5
62,0.4,0.4425,-2.35,0.575,5
63,0.4,0.41375,-2.335,0.605,5
64,0.4,0.39375,-2.275,0.555,5
65,0.4,0.42375,-2.265,0.5525,5
66,0.4,0.44875,-2.295,0.5775,5
67,0.4,0.4775,-2.42,0.5925,5
68,0.4,0.44375,-2.3,0.575,5
69,0.4,0.415,-2.35,0.5875,5
70,0.4,0.42125,-2.355,0.5725,5
71,0.4,0.3825,-2.255,0.5725,5
72,0.4,0.3625,-2.25,0.55,5
73,0.4,0.31625,-2.17,0.545,5
74,0.4,0.32125,-2.165,0.54,5
75,0.4,0.2725,-2.175,0.545,5
76,0.4,0.30875,-2.17,0.505,5
77,0.4,0.32875,-2.18,0.5425,5
78,0.4,0.33875,-2.23,0.5775,5
79,0.4,0.3325,-2.225,0.545,5
80,0.4,0.35,-2.21,0.5575,5
81,0.4,0.3275,-2.14,0.5325,5
82,0.4,0.3225,-2.09,0.53,5
83,0.4,0.34375,-2.24,0.565,5
84,0.4,0.3625,-2.36,0.5925,5
85,0.4,0.36625,-2.36,0.6075,5
86,0.4,0.38125,-2.435,0.63,5
87,0.4,0.345,-2.355,0.605,5
88,0.4,0.33125,-2.345,0.5925,5
89,0.4,0.3475,-2.305,0.57,5
90,0.4,0.3475,-2.265,0.5625,5
91,0.4,0.38125,-2.355,0.6025,5
92,0.4,0.37,-2.39,0.58,5
93,0.4,0.41,-2.435,0.6,5
94,0.4,0.42875,-2.57,0.6575,5
95,0.4,0.46375,-2.535,0.6575,5
96,0.4,0.5175,-2.41,0.6125,5
97,0.4,0.52625,-2.37,0.605,5
98,0.4,0.525,-2.45,0.63,5
99,0.4,0.48,-2.365,0.585,5
100,0.4,0.475,-2.37,0.595,5
101,0.4,0.495,-2.27,0.565,5
102,0.4,0.485,-2.34,0.5925,5
103,0.4,0.4725,-2.405,0.61,5
104,0.4,0.47625,-2.365,0.5975,5
105,0.4,0.49625,-2.265,0.5675,5
106,0.4,0.52375,-2.41,0.595,5
107,0.4,0.51375,-2.49,0.6325,5
108,0.4,0.47625,-2.39,0.595,5
109,0.4,0.4375,-2.36,0.5975,5
110,0.4,0.41375,-2.25,0.57,5
111,0.4,0.38375,-2.21,0.5675,5
112,0.4,0.42875,-2.305,0.5625,5
113,0.4,0.44375,-2.23,0.5575,5
114,0.4,0.42,-2.32,0.57,5
115,0.4,0.48875,-2.42,0.6,5
116,0.4,0.46625,-2.29,0.5825,5
117,0.4,0.51625,-2.39,0.5975,5
118,0.4,0.5025,-2.33,0.5775,5
119,0.4,0.54125,-2.325,0.585,5
120,0.4,0.51,-2.36,0.61,5
121,0.4,0.52875,-2.35,0.5925,5
122,0.4,0.5575,-2.425,0.6,5
123,0.4,0.5425,-2.5,0.6225,5
124,0.4,0.505,-2.35,0.5975,5
125,0.4,0.475,-2.365,0.5725,5
126,0.4,0.48375,-2.3,0.585,5
127,0.4,0.45,-2.235,0.545,5
128,0.4,0.43625,-2.225,0.55,5
129,0.4,0.45625,-2.405,0.595,5
130,0.4,0.4875,-2.52,0.63,5
131,0.4,0.52875,-2.555,0.63,5
132,0.4,0.53,-2.49,0.6175,5
133,0.4,0.51875,-2.505,0.6175,5
134,0.4,0.51,-2.535,0.635,5
135,0.4,0.46,-2.495,0.6225,5
136,0.4,0.41875,-2.48,0.61,5
137,0.4,0.395,-2.325,0.5975,5
138,0.4,0.3825,-2.26,0.57,5
139,0.4,0.41,-2.15,0.54,5
140,0.4,0.43375,-2.2,0.55,5
141,0.4,0.43875,-2.175,0.54,5
142,0.4,0.415,-2.25,0.5625,5
143,0.4,0.4025,-2.255,0.5575,5
144,0.4,0.4175,-2.26,0.57,5
145,0.4,0.415,-2.325,0.6025,5
146,0.4,0.43375,-2.39,0.5975,5
147,0.4,0.4575,-2.335,0.5825,5
148,0.4,0.46625,-2.3,0.5725,5
149,0.4,0.48,-2.24,0.575,5
150,0.4,0.42375,-2.235,0.5675,5
151,0.4,0.39,-2.205,0.5525,5
152,0.4,0.39875,-2.265,0.57,5
153,0.4,0.4,-2.215,0.555,5
154,0.4,0.375,-2.285,0.5625,5
155,0.4,0.36875,-2.205,0.5525,5
156,0.4,0.3525,-2.155,0.5325,5
157,0.4,0.385,-2.16,0.525,5
158,0.4,0.44125,-2.325,0.59,5
159,0.4,0.4275,-2.21,0.5575,5
160,0.4,0.41625,-2.28,0.5725,5
161,0.4,0.41,-2.36,0.595,5
162,0.4,0.405,-2.23,0.5575,5
163,0.4,0.4225,-2.325,0.5625,5
164,0.4,0.40625,-2.325,0.5725,5
165,0.4,0.345,-2.205,0.555,5
166,0.4,0.3575,-2.145,0.5175,5
167,0.4,0.415,-2.335,0.5775,5
168,0.4,0.42375,-2.27,0.56,5
169,0.4,0.43125,-2.34,0.56,5
170,0.4,0.43875,-2.33,0.555,5
171,0.4,0.43625,-2.31,0.55,5
172,0.4,0.43125,-2.305,0.5575,5
173,0.4,0.43875,-2.295,0.5925,5
174,0.4,0.41,-2.335,0.5675,5
175,0.4,0.42,-2.28,0.5725,5
176,0.4,0.4225,-2.24,0.5575,5
177,0.4,0.4075,-2.33,0.5775,5
178,0.4,0.39375,-2.405,0.6075,5
179,0.4,0.3725,-2.37,0.6,5
180,0.4,0.385,-2.47,0.6325,5
181,0.4,0.40125,-2.435,0.6425,5
182,0.4,0.37125,-2.265,0.5875,5
183,0.4,0.3875,-2.275,0.5675,5
184,0.4,0.38,-2.305,0.585,5
185,0.4,0.4175,-2.295,0.57,5
186,0.4,0.45,-2.265,0.5625,5
187,0.4,0.4325,-2.33,0.5825,5
188,0.4,0.42375,-2.37,0.5825,5
189,0.4,0.4,-2.315,0.5825,5
190,0.4,0.35875,-2.27,0.5625,5
191,0.4,0.28875,-2.185,0.5325,5
192,0.4,0.2875,-2.255,0.57,5
193,0.4,0.3,-2.26,0.5725,5
194,0.4,0.285,-2.165,0.53,5
195,0.4,0.2425,-2.28,0.5475,5
196,0.4,0.2275,-2.36,0.5775,5
197,0.4,0.18875,-2.275,0.575,5
198,0.4,0.17375,-2.28,0.575,5
199,0.4,0.195,-2.25,0.5575,5
200,0.4,0.1875,-2.25,0.535,5
