sweeps,beta,magnetisation,energy,G,seed
0,0.4,1,-4,1,40
1,0.4,0.92,-3.44,0.85,40
2,0.4,0.88125,-3.29,0.8275,40
3,0.4,0.82125,-2.92,0.7225,40
4,0.4,0.805,-2.835,0.7125,40
5,0.4,0.815,-2.98,0.7525,40
6,0.4,0.79,-2.905,0.7275,40
7,0.4,0.78,-2.895,0.72,40
8,0.4,0.76375,-2.78,0.7025,40
9,0.4,0.73875,-2.775,0.7025,40
10,0.4,0.6775,-2.455,0.6325,40
11,0.4,0.66125,-2.51,0.6225,40
12,0.4,0.6975,-2.645,0.655,40
13,0.4,0.68875,-2.685,0.68,40
14,0.4,0.69625,-2.62,0.645,40
15,0.4,0.68625,-2.58,0.655,40
16,0.4,0.695,-2.59,0.6525,40
17,0.4,0.6725,-2.59,0.645,40
18,0.4,0.6625,-2.64,0.6625,40
19,0.4,0.64875,-2.5,0.6225,40
20,0.4,0.645,-2.59,0.6525,40
21,0.4,0.5925,-2.56,0.645,40
22,0.4,0.5425,-2.46,0.6175,40
23,0.4,0.54125,-2.39,0.595,40
24,0.4,0.51625,-2.35,0.585,40
25,0.4,0.50875,-2.38,0.5975,40
26,0.4,0.48625,-2.345,0.585,40
27,0.4,0.45375,-2.29,0.58,40
28,0.4,0.47625,-2.425,0.5975,40
29,0.4,0.42875,-2.235,0.5525,40
30,0.4,0.45125,-2.285,0.5675,40
31,0.4,0.475,-2.325,0.595,40
32,0.4,0.4675,-2.335,0.5775,40
33,0.4,0.51,-2.47,0.625,40
34,0.4,0.505,-2.275,0.5625,40
35,0.4,0.51125,-2.245,0.5575,40
36,0.4,0.50625,-2.32,0.5875,40
37,0.4,0.50625,-2.36,0.585,40
38,0.4,0.49,-2.335,0.57,40
39,0.4,0.52125,-2.4,0.6025,40
40,0.4,0.48625,-2.54,0.66,40
41,0.4,0.485,-2.505,0.6375,40
42,0.4,0.47625,-2.33,0.59,40
43,0.4,0.43125,-2.305,0.585,40
44,0.4,0.4725,-2.43,0.5925,40
45,0.4,0.4625,-2.375,0.5925,40
46,0.4,0.44875,-2.33,0.5925,40
47,0.4,0.47625,-2.44,0.6125,40
48,0.4,0.49125,-2.375,0.5975,40
49,0.4,0.49625,-2.39,0.5875,40
50,0.4,0.50375,-2.46,0.61,40
51,0.4,0.485,-2.335,0.59,40
52,0.4,0.52,-2.405,0.5975,40
53,0.4,0.54375,-2.53,0.6375,40
54,0.4,0.525,-2.57,0.6475,40
55,0.4,0.4725,-2.465,0.6175,40
56,0.4,0.465,-2.435,0.605,40
57,0.4,0.45,-2.455,0.61,40
58,0.4,0.44875,-2.47,0.6175,40
59,0.4,0.4275,-2.53,0.6375,40
60,0.4,0.43125,-2.445,0.59,40
