sweeps,beta,magnetisation,energy,G,seed
0,0.4,1,-4,1,49
1,0.4,0.94,-3.58,0.9025,49
2,0.4,0.89875,-3.305,0.8275,49
3,0.4,0.86625,-3.165,0.7875,49
4,0.4,0.84375,-3.06,0.7375,49
5,0.4,0.835,-3.015,0.76,49
6,0.4,0.79625,-2.84,0.705,49
7,0.4,0.76625,-2.79,0.68,49
8,0.4,0.785,-2.87,0.725,49
9,0.4,0.76375,-2.8,0.7125,49
10,0.4,0.75,-2.81,0.71,49
11,0.4,0.72875,-2.735,0.6875,49
12,0.4,0.70125,-2.715,0.685,49
13,0.4,0.67875,-2.65,0.6625,49
14,0.4,0.685,-2.695,0.675,49
15,0.4,0.65875,-2.71,0.6525,49
16,0.4,0.6125,-2.64,0.6425,49
17,0.4,0.58125,-2.6,0.655,49
18,0.4,0.52,-2.34,0.58,49
19,0.4,0.56125,-2.37,0.5825,49
20,0.4,0.57375,-2.405,0.595,49
21,0.4,0.55375,-2.38,0.575,49
22,0.4,0.535,-2.25,0.57,49
23,0.4,0.52125,-2.415,0.6025,49
24,0.4,0.515,-2.495,0.6475,49
25,0.4,0.475,-2.42,0.605,49
26,0.4,0.51875,-2.545,0.645,49
27,0.4,0.49625,-2.49,0.63,49
28,0.4,0.51125,-2.54,0.6425,49
29,0.4,0.46625,-2.43,0.605,49
30,0.4,0.44,-2.32,0.5925,49
31,0.4,0.45625,-2.37,0.5975,49
32,0.4,0.43875,-2.385,0.62,49
33,0.4,0.455,-2.335,0.5925,49
34,0.4,0.4425,-2.25,0.55,49
35,0.4,0.42125,-2.2,0.56,49
36,0.4,0.42375,-2.14,0.555,49
37,0.4,0.43125,-2.215,0.54,49
38,0.4,0.35125,-1.995,0.485,49
39,0.4,0.30125,-2.05,0.495,49
40,0.4,0.335,-1.97,0.4975,49
41,0.4,0.3675,-2.05,0.5175,49
42,0.4,0.37125,-2.07,0.4925,49
43,0.4,0.33875,-2.205,0.54,49
44,0.4,0.38125,-2.305,0.56,49
45,0.4,0.35875,-2.235,0.525,49
46,0.4,0.31125,-2.275,0.5575,49
47,0.4,0.295,-2.27,0.5625,49
