sweeps,beta,magnetisation,energy,G,seed
0,0.4,1,-4,1,24
1,0.4,0.94375,-3.595,0.8975,24
2,0.4,0.88125,-3.215,0.8125,24
3,0.4,0.8375,-3.02,0.77,24
4,0.4,0.79625,-2.9,0.725,24
5,0.4,0.7525,-2.805,0.695,24
6,0.4,0.75375,-2.775,0.7175,24
7,0.4,0.735,-2.76,0.6825,24
8,0.4,0.68375,-2.56,0.6425,24
9,0.4,0.68125,-2.565,0.655,24
10,0.4,0.6725,-2.585,0.6525,24
11,0.4,0.66375,-2.555,0.635,24
12,0.4,0.65875,-2.515,0.6375,24
13,0.4,0.69,-2.6,0.66,24
14,0.4,0.68625,-2.64,0.6525,24
15,0.4,0.68625,-2.67,0.6475,24
16,0.4,0.68625,-2.67,0.67,24
17,0.4,0.66625,-2.615,0.6525,24
18,0.4,0.6425,-2.58,0.635,24
19,0.4,0.60875,-2.435,0.605,24
20,0.4,0.57375,-2.39,0.6075,24
21,0.4,0.56125,-2.445,0.615,24
22,0.4,0.55375,-2.415,0.6,24
23,0.4,0.5475,-2.47,0.625,24
24,0.4,0.54625,-2.5,0.6175,24
25,0.4,0.56625,-2.525,0.6425,24
26,0.4,0.555,-2.375,0.615,24
27,0.4,0.585,-2.305,0.5975,24
28,0.4,0.58625,-2.45,0.635,24
29,0.4,0.59875,-2.47,0.62,24
30,0.4,0.60125,-2.43,0.615,24
31,0.4,0.615,-2.575,0.6575,24
32,0.4,0.5975,-2.54,0.6325,24
33,0.4,0.58125,-2.52,0.6275,24
34,0.4,0.57875,-2.55,0.63,24
35,0.4,0.56375,-2.445,0.6075,24
36,0.4,0.49375,-2.465,0.61,24
37,0.4,0.48125,-2.375,0.59,24
38,0.4,0.4625,-2.295,0.5675,24
39,0.4,0.42875,-2.33,0.5925,24
40,0.4,0.42125,-2.31,0.57,24
41,0.4,0.405,-2.2,0.545,24
42,0.4,0.42625,-2.25,0.565,24
43,0.4,0.36625,-2.245,0.56,24
44,0.4,0.37375,-2.215,0.57,24
45,0.4,0.39375,-2.38,0.59,24
46,0.4,0.33,-2.21,0.53,24
47,0.4,0.325,-2.135,0.52,24
48,0.4,0.31875,-2.315,0.5675,24
49,0.4,0.35125,-2.27,0.55,24
50,0.4,0.37125,-2.22,0.5225,24
51,0.4,0.38125,-2.25,0.555,24
52,0.4,0.3375,-2.245,0.565,24
53,0.4,0.295,-2.2,0.5525,24
54,0.4,0.25625,-2.07,0.4925,24
55,0.4,0.3025,-2.175,0.51,24
56,0.4,0.29875,-2.085,0.525,24
57,0.4,0.2375,-1.99,0.5,24
58,0.4,0.2175,-2.005,0.4775,24
59,0.4,0.17625,-1.94,0.4975,24
60,0.4,0.1675,-2.01,0.5,24
61,0.4,0.10625,-2.035,0.5025,24
62,0.4,0.08375,-2.12,0.54,24
63,0.4,0.0625,-2.155,0.55,24
64,0.4,-0.00625,-2.1,0.525,24
65,0.4,-0.02,-2.16,0.5475,24
66,0.4,-0.00125,-2.205,0.57,24
67,0.4,0,-2.02,0.495,24
68,0.4,0.00375,-1.945,0.5025,24
69,0.4,-0.03125,-2.075,0.495,24
70,0.4,-0.02,-2.155,0.535,24
71,0.4,0,-2.205,0.55,24
72,0.4,0.005,-2.075,0.525,24
73,0.4,-0.055,-2.055,0.52,24
74,0.4,-0.0475,-2.165,0.55,24
75,0.4,-0.01125,-2.155,0.53,24
76,0.4,-0.02625,-2.225,0.5575,24
77,0.4,0.005,-2.285,0.575,24
78,0.4,0.005,-2.235,0.5625,24
79,0.4,-0.0275,-2.255,0.5825,24
80,0.4,-0.05875,-2.105,0.545,24
81,0.4,-0.09125,-2.155,0.545,24
82,0.4,-0.0875,-2.2,0.5425,24
83,0.4,-0.12125,-2.07,0.5175,24
84,0.4,-0.0725,-2.11,0.5275,24
85,0.4,-0.0725,-2.065,0.5275,24
86,0.4,-0.0325,-2.06,0.515,24
87,0.4,-0.01875,-2.24,0.5625,24
88,0.4,0.01375,-2.205,0.5475,24
89,0.4,0.0425,-2.195,0.5325,24
90,0.4,0.0325,-2.23,0.555,24
91,0.4,0.03875,-2.225,0.56,24
92,0.4,0.02375,-2.205,0.5725,24
93,0.4,0.05625,-2.22,0.55,24
94,0.4,0.06625,-2.21,0.555,24
95,0.4,0.04375,-2.215,0.56,24
96,0.4,0.10375,-2.115,0.5375,24
97,0.4,0.075,-2.15,0.535,24
98,0.4,0.06875,-2.16,0.5325,24
99,0.4,0.075,-2.215,0.5575,24
100,0.4,0.035,-2.235,0.5575,24
101,0.4,0.045,-2.375,0.5975,24
102,0.4,0.07625,-2.435,0.6175,24
103,0.4,0.105,-2.305,0.5825,24
104,0.4,0.10375,-2.42,0.6125,24
105,0.4,0.135,-2.31,0.575,24
106,0.4,0.11,-2.155,0.5275,24
107,0.4,0.075,-2.315,0.58,24
108,0.4,0.03875,-2.385,0.595,24
109,0.4,0.01375,-2.32,0.6,24
110,0.4,0.01375,-2.225,0.5675,24
111,0.4,0.04625,-2,0.5175,24
112,0.4,0.065,-2.18,0.5475,24
113,0.4,0.03875,-2.105,0.54,24
114,0.4,0.04,-2.185,0.5525,24
115,0.4,0.01125,-2.155,0.55,24
116,0.4,-0.02125,-2.2,0.55,24
117,0.4,-0.0625,-2.295,0.5775,24
118,0.4,-0.065,-2.33,0.61,24
119,0.4,-0.0075,-2.21,0.5725,24
120,0.4,0.0175,-2.155,0.5425,24
121,0.4,0.00625,-2.235,0.565,24
122,0.4,0.02125,-2.2,0.5425,24
123,0.4,0.0525,-2.12,0.5175,24
124,0.4,0.01625,-2.245,0.5575,24
125,0.4,-0.01875,-2.23,0.55,24
126,0.4,-0.00125,-2.01,0.5,24
127,0.4,-0.01625,-2.08,0.5,24
128,0.4,0.025,-2.185,0.545,24
129,0.4,0.03875,-2.1,0.505,24
130,0.4,0.0075,-2.025,0.5025,24
131,0.4,0.05125,-2.115,0.51,24
132,0.4,0.02125,-2.125,0.54,24
133,0.4,-0.00625,-2.25,0.56,24
134,0.4,-0.005,-2.285,0.565,24
135,0.4,-0.04625,-2.265,0.56,24
136,0.4,-0.02375,-2.18,0.52,24
137,0.4,0.01625,-2.2,0.5475,24
138,0.4,0.02875,-2.14,0.54,24
139,0.4,0.0375,-2.05,0.5275,24
140,0.4,0.05625,-2.1,0.54,24
141,0.4,0.06,-2.25,0.5725,24
142,0.4,0.0575,-2.17,0.555,24
143,0.4,0.12,-2.165,0.53,24
144,0.4,0.145,-1.985,0.5175,24
145,0.4,0.1175,-2.135,0.535,24
146,0.4,0.1025,-2.095,0.5325,24
147,0.4,0.22125,-2.1,0.5075,24
148,0.4,0.16875,-2.11,0.5325,24
149,0.4,0.215,-2.18,0.5725,24
150,0.4,0.18625,-2.145,0.53,24
151,0.4,0.1275,-2.135,0.5425,24
152,0.4,0.12375,-2.135,0.5525,24
153,0.4,0.13875,-2.23,0.57,24
154,0.4,0.1325,-2.055,0.52,24
155,0.4,0.09875,-2.01,0.5125,24
156,0.4,0.05375,-1.985,0.485,24
157,0.4,0.06125,-1.935,0.4975,24
158,0.4,0.155,-2.04,0.5025,24
159,0.4,0.12,-2.025,0.51,24
160,0.4,0.11125,-2.11,0.5325,24
161,0.4,0.11125,-2.165,0.545,24
162,0.4,0.0725,-2.125,0.5175,24
163,0.4,0.05125,-2.185,0.55,24
164,0.4,0.02,-2.09,0.54,24
165,0.4,0.0025,-2.05,0.49,24
166,0.4,-0.0125,-2.21,0.5675,24
167,0.4,-0.01125,-2.125,0.51,24
168,0.4,-0.0025,-2.135,0.55,24
169,0.4,0.005,-2.14,0.52,24
170,0.4,-0.02125,-2.185,0.54,24
171,0.4,0.0075,-2.18,0.54,24
172,0.4,0.03875,-2.135,0.54,24
173,0.4,0.01875,-2.19,0.5375,24
174,0.4,0.0475,-2.165,0.5375,24
175,0.4,0.01125,-2.03,0.495,24
176,0.4,-0.01125,-2.035,0.49,24
177,0.4,-0.02375,-2.16,0.54,24
178,0.4,0.01625,-2.14,0.5125,24
179,0.4,0.07,-2.2,0.5375,24
180,0.4,0.035,-2.3,0.5575,24
181,0.4,0.0425,-2.165,0.545,24
182,0.4,0.04375,-2.2,0.545,24
183,0.4,0.04,-2.265,0.565,24
184,0.4,0.03875,-2.195,0.57,24
185,0.4,0.01,-2.35,0.5825,24
186,0.4,-0.02375,-2.335,0.5625,24
187,0.4,-0.0125,-2.395,0.595,24
188,0.4,0.0425,-2.28,0.58,24
189,0.4,0.12625,-2.29,0.5625,24
190,0.4,0.0525,-2.19,0.5275,24
191,0.4,0.08625,-2.145,0.5325,24
192,0.4,0.08375,-2.09,0.5125,24
193,0.4,0.0725,-2.1,0.5075,24
194,0.4,0.115,-1.97,0.495,24
195,0.4,0.10125,-2.03,0.51,24
196,0.4,0.09625,-2.01,0.5,24
197,0.4,0.1025,-2.135,0.5225,24
198,0.4,0.145,-2.195,0.545,24
199,0.4,0.1475,-2.225,0.54,24
200,0.4,0.14875,-2.165,0.5425,24
