sweeps,beta,magnetisation,energy,G,seed
0,0.4,1,-4,1,35
1,0.4,0.92375,-3.455,0.8675,35
2,0.4,0.88875,-3.32,0.83,35
3,0.4,0.84625,-3.11,0.77,35
4,0.4,0.80625,-2.87,0.7025,35
5,0.4,0.785,-2.765,0.685,35
6,0.4,0.7525,-2.79,0.685,35
7,0.4,0.705,-2.7,0.6825,35
8,0.4,0.6975,-2.65,0.6625,35
9,0.4,0.74625,-2.835,0.7075,35
10,0.4,0.75375,-2.795,0.6975,35
11,0.4,0.6925,-2.62,0.655,35
12,0.4,0.72,-2.725,0.685,35
13,0.4,0.71375,-2.7,0.67,35
14,0.4,0.66,-2.505,0.625,35
15,0.4,0.60375,-2.355,0.57,35
16,0.4,0.60125,-2.41,0.5925,35
17,0.4,0.575,-2.425,0.6025,35
18,0.4,0.505,-2.345,0.5725,35
19,0.4,0.53,-2.36,0.605,35
20,0.4,0.51125,-2.41,0.6025,35
21,0.4,0.51125,-2.525,0.625,35
22,0.4,0.52,-2.505,0.62,35
23,0.4,0.54125,-2.455,0.615,35
24,0.4,0.55625,-2.515,0.6225,35
25,0.4,0.54375,-2.495,0.6075,35
26,0.4,0.58875,-2.55,0.6375,35
27,0.4,0.5475,-2.465,0.6175,35
28,0.4,0.5275,-2.465,0.6275,35
29,0.4,0.51125,-2.425,0.585,35
30,0.4,0.52625,-2.5,0.63,35
31,0.4,0.53125,-2.34,0.6125,35
32,0.4,0.52,-2.45,0.625,35
33,0.4,0.4925,-2.325,0.59,35
34,0.4,0.46875,-2.315,0.57,35
35,0.4,0.445,-2.335,0.585,35
36,0.4,0.405,-2.25,0.5525,35
37,0.4,0.41125,-2.32,0.5875,35
38,0.4,0.41125,-2.345,0.5725,35
39,0.4,0.43125,-2.265,0.565,35
40,0.4,0.3825,-2.245,0.545,35
41,0.4,0.42,-2.42,0.595,35
42,0.4,0.42,-2.43,0.6125,35
43,0.4,0.4375,-2.29,0.5775,35
44,0.4,0.42,-2.355,0.59,35
45,0.4,0.43125,-2.31,0.5675,35
46,0.4,0.43875,-2.315,0.56,35
47,0.4,0.43125,-2.23,0.5325,35
48,0.4,0.41,-2.355,0.575,35
49,0.4,0.39625,-2.315,0.575,35
50,0.4,0.38625,-2.325,0.5725,35
51,0.4,0.4425,-2.25,0.555,35
52,0.4,0.435,-2.325,0.5875,35
53,0.4,0.4475,-2.41,0.6125,35
54,0.4,0.41,-2.32,0.6025,35
55,0.4,0.42,-2.42,0.61,35
56,0.4,0.39375,-2.325,0.5825,35
57,0.4,0.3775,-2.3,0.58,35
58,0.4,0.38125,-2.34,0.5875,35
59,0.4,0.355,-2.37,0.6,35
60,0.4,0.33,-2.375,0.6,35
61,0.4,0.36375,-2.25,0.575,35
62,0.4,0.3775,-2.325,0.5675,35
63,0.4,0.40875,-2.305,0.5625,35
64,0.4,0.4275,-2.29,0.565,35
65,0.4,0.4475,-2.35,0.5775,35
66,0.4,0.46625,-2.49,0.63,35
67,0.4,0.47,-2.4,0.6175,35
68,0.4,0.4525,-2.44,0.605,35
69,0.4,0.43875,-2.53,0.625,35
70,0.4,0.4675,-2.415,0.6,35
71,0.4,0.42375,-2.34,0.595,35
72,0.4,0.445,-2.33,0.5875,35
73,0.4,0.45125,-2.46,0.6225,35
74,0.4,0.39625,-2.37,0.595,35
75,0.4,0.37375,-2.415,0.605,35
76,0.4,0.33875,-2.4,0.5925,35
77,0.4,0.32875,-2.345,0.6025,35
78,0.4,0.3,-2.13,0.545,35
79,0.4,0.25875,-2.115,0.535,35
80,0.4,0.2925,-2.255,0.595,35
81,0.4,0.30875,-2.28,0.5775,35
82,0.4,0.295,-2.13,0.525,35
83,0.4,0.27875,-2.1,0.5225,35
84,0.4,0.26625,-2.2,0.5425,35
85,0.4,0.25125,-2.23,0.5375,35
86,0.4,0.2425,-2.285,0.575,35
87,0.4,0.185,-2.165,0.525,35
88,0.4,0.215,-2.175,0.5575,35
89,0.4,0.1975,-2.255,0.5725,35
90,0.4,0.23875,-2.195,0.56,35
91,0.4,0.27875,-2.255,0.56,35
92,0.4,0.23125,-2.29,0.5625,35
93,0.4,0.25125,-2.38,0.6025,35
94,0.4,0.28,-2.465,0.615,35
95,0.4,0.25,-2.395,0.6275,35
96,0.4,0.255,-2.445,0.6075,35
97,0.4,0.2425,-2.35,0.5825,35
98,0.4,0.23125,-2.285,0.5775,35
99,0.4,0.22875,-2.245,0.575,35
