sweeps,beta,magnetisation,energy,G,seed
0,0.45,1,-4,1,45
1,0.45,0.965,-3.745,0.935,45
2,0.45,0.92375,-3.505,0.88,45
3,0.45,0.905,-3.37,0.8425,45
4,0.45,0.88625,-3.31,0.835,45
5,0.45,0.8975,-3.385,0.845,45
6,0.45,0.87625,-3.255,0.82,45
7,0.45,0.8575,-3.15,0.785,45
8,0.45,0.86125,-3.195,0.7975,45
9,0.45,0.865,-3.2,0.8025,45
10,0.45,0.86625,-3.225,0.8,45
11,0.45,0.875,-3.26,0.8125,45
12,0.45,0.8625,-3.18,0.8,45
13,0.45,0.86,-3.2,0.7975,45
14,0.45,0.8425,-3.14,0.78,45
15,0.45,0.8225,-3.15,0.7775,45
16,0.45,0.7775,-2.965,0.715,45
17,0.45,0.77625,-2.865,0.7075,45
18,0.45,0.7975,-2.955,0.7375,45
19,0.45,0.81,-2.95,0.7525,45
20,0.45,0.79875,-3.04,0.7625,45
21,0.45,0.81625,-3.145,0.79,45
22,0.45,0.81625,-3.18,0.79,45
23,0.45,0.77125,-3.065,0.7725,45
24,0.45,0.80125,-3.135,0.7875,45
25,0.45,0.80375,-3.175,0.795,45
26,0.45,0.765,-3.04,0.77,45
27,0.45,0.76,-3.025,0.7525,45
28,0.45,0.765,-3.08,0.7725,45
29,0.45,0.7725,-3.08,0.7775,45
30,0.45,0.76125,-3.135,0.785,45
31,0.45,0.725,-3.02,0.7575,45
32,0.45,0.73375,-3.03,0.7525,45
33,0.45,0.72875,-3.005,0.76,45
34,0.45,0.72125,-2.89,0.705,45
35,0.45,0.70875,-2.86,0.72,45
36,0.45,0.71,-2.815,0.7025,45
37,0.45,0.7325,-2.875,0.7225,45
38,0.45,0.71625,-2.935,0.7325,45
39,0.45,0.72625,-2.99,0.7375,45
40,0.45,0.73,-2.985,0.75,45
41,0.45,0.7375,-3.02,0.7575,45
42,0.45,0.73875,-3.065,0.7675,45
43,0.45,0.7425,-3.09,0.7725,45
44,0.45,0.7525,-3.13,0.7875,45
45,0.45,0.73875,-3.03,0.7625,45
46,0.45,0.74125,-2.955,0.7425,45
47,0.45,0.7425,-2.92,0.7375,45
48,0.45,0.72375,-2.93,0.7475,45
49,0.45,0.75125,-3.025,0.7525,45
50,0.45,0.735,-2.905,0.7175,45
51,0.45,0.755,-2.955,0.735,45
52,0.45,0.73125,-2.83,0.7,45
53,0.45,0.7425,-2.875,0.715,45
54,0.45,0.72875,-2.89,0.7275,45
55,0.45,0.74375,-2.845,0.7025,45
56,0.45,0.7475,-2.935,0.7275,45
57,0.45,0.74875,-2.995,0.745,45
58,0.45,0.75375,-3.02,0.7675,45
59,0.45,0.7625,-3.03,0.7625,45
60,0.45,0.7475,-2.94,0.7325,45
61,0.45,0.7525,-2.94,0.735,45
62,0.45,0.74875,-2.815,0.685,45
63,0.45,0.76875,-2.94,0.7525,45
64,0.45,0.78375,-2.935,0.75,45
65,0.45,0.78125,-2.89,0.7225,45
66,0.45,0.7825,-2.98,0.7425,45
67,0.45,0.77875,-2.97,0.745,45
68,0.45,0.77,-2.975,0.74,45
69,0.45,0.7725,-2.96,0.74,45
70,0.45,0.76625,-2.965,0.73,45
71,0.45,0.83125,-3.215,0.79,45
72,0.45,0.82375,-3.16,0.7975,45
73,0.45,0.8125,-3.075,0.7575,45
74,0.45,0.8125,-3.09,0.7675,45
75,0.45,0.79875,-2.965,0.735,45
76,0.45,0.77125,-2.875,0.7075,45
77,0.45,0.805,-3.025,0.76,45
78,0.45,0.8075,-3,0.755,45
79,0.45,0.8125,-3.075,0.7725,45
80,0.45,0.81125,-3.015,0.7575,45
81,0.45,0.81125,-3.075,0.7675,45
82,0.45,0.82625,-3.235,0.8125,45
83,0.45,0.81625,-3.13,0.7875,45
84,0.45,0.82625,-3.095,0.7775,45
85,0.45,0.815,-3.075,0.76,45
86,0.45,0.81375,-3.125,0.7825,45
87,0.45,0.8425,-3.16,0.8025,45
88,0.45,0.83125,-3.1,0.7675,45
89,0.45,0.84625,-3.135,0.7725,45
90,0.45,0.85875,-3.19,0.795,45
91,0.45,0.84375,-3.155,0.7925,45
92,0.45,0.85125,-3.26,0.8175,45
93,0.45,0.85375,-3.165,0.7975,45
94,0.45,0.80125,-2.975,0.75,45
95,0.45,0.83,-3.09,0.7825,45
96,0.45,0.82125,-3.05,0.765,45
97,0.45,0.825,-3.06,0.7575,45
98,0.45,0.8075,-3.055,0.76,45
99,0.45,0.78875,-3.03,0.7625,45
100,0.45,0.795,-3.035,0.7575,45
101,0.45,0.8025,-3.085,0.765,45
102,0.45,0.80625,-3.085,0.7775,45
103,0.45,0.81875,-3.065,0.7625,45
104,0.45,0.79875,-2.98,0.7575,45
105,0.45,0.8,-3.015,0.745,45
106,0.45,0.78625,-2.985,0.75,45
107,0.45,0.82625,-3.195,0.79,45
108,0.45,0.81625,-3.085,0.755,45
109,0.45,0.81375,-3.075,0.7725,45
110,0.45,0.7775,-3,0.76,45
111,0.45,0.79375,-3.035,0.76,45
112,0.45,0.82125,-3.105,0.775,45
113,0.45,0.8225,-3.14,0.79,45
114,0.45,0.82375,-3.125,0.7775,45
115,0.45,0.83125,-3.175,0.79,45
116,0.45,0.84625,-3.31,0.8275,45
117,0.45,0.83625,-3.295,0.83,45
118,0.45,0.81875,-3.19,0.795,45
119,0.45,0.815,-3.06,0.765,45
120,0.45,0.8225,-3.12,0.78,45
121,0.45,0.83875,-3.205,0.8075,45
122,0.45,0.845,-3.27,0.8125,45
123,0.45,0.85125,-3.205,0.8,45
124,0.45,0.8275,-3.105,0.7775,45
125,0.45,0.80125,-3.055,0.7725,45
126,0.45,0.79625,-3.065,0.76,45
127,0.45,0.77125,-2.94,0.7275,45
128,0.45,0.76125,-2.945,0.745,45
129,0.45,0.74875,-2.86,0.7275,45
130,0.45,0.72375,-2.805,0.705,45
131,0.45,0.74125,-2.955,0.735,45
132,0.45,0.7025,-2.81,0.715,45
133,0.45,0.6875,-2.785,0.705,45
134,0.45,0.7075,-2.855,0.725,45
135,0.45,0.71875,-2.855,0.71,45
136,0.45,0.71625,-2.955,0.7425,45
137,0.45,0.755,-3.04,0.775,45
138,0.45,0.75875,-2.985,0.745,45
139,0.45,0.76375,-3.05,0.765,45
140,0.45,0.7575,-2.89,0.7225,45
141,0.45,0.7725,-2.95,0.7425,45
142,0.45,0.79625,-3.065,0.78,45
143,0.45,0.80125,-3.03,0.7625,45
144,0.45,0.83,-3.165,0.79,45
145,0.45,0.81,-3.075,0.7625,45
146,0.45,0.7725,-3.025,0.7475,45
147,0.45,0.74125,-2.91,0.7125,45
148,0.45,0.705,-2.88,0.715,45
149,0.45,0.70375,-2.785,0.695,45
150,0.45,0.69,-2.815,0.6975,45
151,0.45,0.6725,-2.77,0.695,45
152,0.45,0.655,-2.925,0.74,45
153,0.45,0.66125,-3,0.7575,45
154,0.45,0.6425,-2.91,0.7075,45
155,0.45,0.65875,-2.87,0.7175,45
156,0.45,0.6675,-2.985,0.7475,45
157,0.45,0.63875,-2.84,0.705,45
