sweeps,beta,magnetisation,energy,G,seed
0,0.45,1,-4,1,37
1,0.45,0.96,-3.72,0.935,37
2,0.45,0.9225,-3.475,0.875,37
3,0.45,0.90625,-3.385,0.84,37
4,0.45,0.90125,-3.35,0.835,37
5,0.45,0.89625,-3.365,0.84,37
6,0.45,0.885,-3.33,0.835,37
7,0.45,0.87375,-3.27,0.8225,37
8,0.45,0.88,-3.295,0.825,37
9,0.45,0.87875,-3.29,0.8125,37
10,0.45,0.8575,-3.19,0.7925,37
11,0.45,0.86875,-3.23,0.805,37
12,0.45,0.88125,-3.34,0.825,37
13,0.45,0.88875,-3.355,0.845,37
14,0.45,0.875,-3.235,0.8075,37
15,0.45,0.8475,-3.205,0.81,37
16,0.45,0.87375,-3.235,0.8175,37
17,0.45,0.87,-3.225,0.8125,37
18,0.45,0.86,-3.185,0.8025,37
19,0.45,0.8575,-3.2,0.805,37
20,0.45,0.86875,-3.275,0.8175,37
21,0.45,0.88,-3.32,0.83,37
22,0.45,0.87,-3.26,0.81,37
23,0.45,0.85375,-3.21,0.8075,37
24,0.45,0.84625,-3.11,0.775,37
25,0.45,0.84125,-3.065,0.77,37
26,0.45,0.80375,-3.04,0.7575,37
27,0.45,0.775,-2.89,0.72,37
28,0.45,0.7525,-2.815,0.7175,37
29,0.45,0.72,-2.825,0.7025,37
30,0.45,0.7125,-2.815,0.7225,37
31,0.45,0.7,-2.955,0.7425,37
32,0.45,0.705,-2.89,0.7375,37
33,0.45,0.69625,-2.92,0.74,37
34,0.45,0.69125,-2.9,0.7275,37
35,0.45,0.65875,-2.735,0.6875,37
36,0.45,0.68125,-2.625,0.6575,37
37,0.45,0.7025,-2.785,0.705,37
38,0.45,0.72375,-2.81,0.72,37
39,0.45,0.75625,-2.9,0.7125,37
40,0.45,0.7775,-3.01,0.765,37
41,0.45,0.7725,-2.97,0.735,37
42,0.45,0.775,-2.995,0.755,37
43,0.45,0.74875,-2.88,0.715,37
44,0.45,0.7375,-2.825,0.715,37
45,0.45,0.75125,-3,0.745,37
46,0.45,0.74,-2.885,0.725,37
47,0.45,0.755,-2.925,0.7375,37
48,0.45,0.775,-3,0.745,37
49,0.45,0.7825,-3.01,0.7625,37
50,0.45,0.79125,-3.005,0.7425,37
51,0.45,0.7625,-2.96,0.7475,37
52,0.45,0.75375,-2.89,0.7275,37
53,0.45,0.7325,-2.87,0.7125,37
54,0.45,0.7625,-2.885,0.72,37
55,0.45,0.76375,-2.945,0.725,37
56,0.45,0.77375,-3.03,0.765,37
57,0.45,0.7925,-3.155,0.78,37
58,0.45,0.73875,-2.985,0.7375,37
59,0.45,0.7225,-3.015,0.745,37
60,0.45,0.7375,-3.005,0.74,37
61,0.45,0.73375,-2.975,0.7325,37
62,0.45,0.73125,-2.925,0.7225,37
63,0.45,0.7875,-3.07,0.7675,37
64,0.45,0.8275,-3.21,0.7925,37
65,0.45,0.8075,-3.135,0.775,37
66,0.45,0.8125,-3.12,0.7825,37
67,0.45,0.82625,-3.185,0.805,37
68,0.45,0.83375,-3.235,0.8075,37
69,0.45,0.82375,-3.18,0.78,37
70,0.45,0.81875,-3.06,0.7575,37
71,0.45,0.84125,-3.2,0.8025,37
72,0.45,0.845,-3.29,0.8125,37
73,0.45,0.85875,-3.28,0.815,37
74,0.45,0.84,-3.27,0.8125,37
75,0.45,0.83375,-3.19,0.79,37
76,0.45,0.805,-3.01,0.7425,37
77,0.45,0.84,-3.13,0.7825,37
78,0.45,0.82,-3.03,0.755,37
79,0.45,0.79375,-3.01,0.75,37
80,0.45,0.82625,-3.2,0.8025,37
81,0.45,0.81125,-3.145,0.7975,37
82,0.45,0.82375,-3.09,0.7875,37
83,0.45,0.8325,-3.185,0.8,37
