sweeps,beta,magnetisation,energy,G,seed
0,0.45,1,-4,1,10
1,0.45,0.9525,-3.685,0.9275,10
2,0.45,0.9125,-3.455,0.855,10
3,0.45,0.91625,-3.47,0.8675,10
4,0.45,0.86375,-3.24,0.805,10
5,0.45,0.84125,-3.145,0.79,10
6,0.45,0.84125,-3.22,0.8025,10
7,0.45,0.8475,-3.2,0.8,10
8,0.45,0.865,-3.32,0.835,10
9,0.45,0.85125,-3.18,0.7975,10
10,0.45,0.88,-3.23,0.815,10
11,0.45,0.86375,-3.235,0.81,10
12,0.45,0.86625,-3.195,0.7925,10
13,0.45,0.86,-3.3,0.8325,10
14,0.45,0.87,-3.275,0.815,10
15,0.45,0.8625,-3.25,0.8225,10
16,0.45,0.8775,-3.275,0.8175,10
17,0.45,0.87875,-3.34,0.8425,10
18,0.45,0.9,-3.35,0.8425,10
19,0.45,0.89625,-3.39,0.85,10
20,0.45,0.8825,-3.3,0.8275,10
21,0.45,0.85875,-3.17,0.8025,10
22,0.45,0.86625,-3.235,0.82,10
23,0.45,0.8875,-3.335,0.835,10
24,0.45,0.87625,-3.255,0.81,10
25,0.45,0.8675,-3.285,0.8175,10
26,0.45,0.8925,-3.46,0.8625,10
27,0.45,0.8975,-3.37,0.8425,10
28,0.45,0.90375,-3.42,0.8575,10
29,0.45,0.89375,-3.395,0.8575,10
30,0.45,0.89,-3.295,0.84,10
31,0.45,0.86625,-3.185,0.81,10
32,0.45,0.84875,-3.21,0.81,10
33,0.45,0.8475,-3.21,0.81,10
34,0.45,0.8475,-3.155,0.7925,10
35,0.45,0.83125,-3.12,0.775,10
36,0.45,0.82,-3.09,0.785,10
37,0.45,0.845,-3.225,0.7975,10
38,0.45,0.8475,-3.24,0.8,10
39,0.45,0.8725,-3.375,0.8375,10
40,0.45,0.855,-3.235,0.8,10
41,0.45,0.85,-3.23,0.8075,10
42,0.45,0.865,-3.28,0.8075,10
43,0.45,0.88625,-3.29,0.815,10
44,0.45,0.87375,-3.32,0.825,10
45,0.45,0.875,-3.265,0.815,10
46,0.45,0.86125,-3.23,0.8,10
47,0.45,0.85375,-3.16,0.7875,10
48,0.45,0.8325,-3.11,0.775,10
49,0.45,0.8375,-3.145,0.785,10
50,0.45,0.8425,-3.25,0.8125,10
51,0.45,0.84875,-3.225,0.815,10
52,0.45,0.8475,-3.18,0.805,10
53,0.45,0.8525,-3.25,0.82,10
54,0.45,0.84,-3.095,0.7675,10
55,0.45,0.8275,-3.055,0.78,10
56,0.45,0.82875,-3.09,0.78,10
57,0.45,0.82,-3.17,0.79,10
58,0.45,0.8025,-3.075,0.7525,10
59,0.45,0.80125,-3.06,0.76,10
60,0.45,0.76875,-2.995,0.74,10
61,0.45,0.77625,-2.965,0.74,10
62,0.45,0.77125,-2.98,0.745,10
63,0.45,0.72,-2.87,0.715,10
64,0.45,0.7575,-2.975,0.745,10
65,0.45,0.77375,-2.965,0.7475,10
66,0.45,0.795,-3.055,0.765,10
67,0.45,0.75625,-2.95,0.7475,10
68,0.45,0.7625,-2.975,0.735,10
69,0.45,0.81875,-3.215,0.795,10
70,0.45,0.80125,-3.13,0.7925,10
71,0.45,0.82125,-3.155,0.8,10
72,0.45,0.83625,-3.195,0.7975,10
73,0.45,0.8225,-3.255,0.82,10
74,0.45,0.82125,-3.155,0.785,10
75,0.45,0.7875,-3.05,0.7575,10
76,0.45,0.78,-3.04,0.745,10
77,0.45,0.7975,-3.05,0.77,10
78,0.45,0.7725,-3.065,0.7825,10
79,0.45,0.81375,-3.085,0.7625,10
80,0.45,0.81375,-3.075,0.7725,10
81,0.45,0.8425,-3.235,0.8175,10
82,0.45,0.835,-3.24,0.8225,10
83,0.45,0.8375,-3.25,0.8275,10
84,0.45,0.8425,-3.23,0.8125,10
85,0.45,0.86125,-3.26,0.815,10
86,0.45,0.85375,-3.115,0.7775,10
87,0.45,0.83875,-3.15,0.7875,10
88,0.45,0.81875,-3.085,0.7675,10
89,0.45,0.81875,-3.035,0.7575,10
90,0.45,0.81375,-3.005,0.75,10
91,0.45,0.85,-3.1,0.7675,10
92,0.45,0.85,-3.155,0.775,10
93,0.45,0.83875,-3.185,0.8025,10
94,0.45,0.8375,-3.18,0.795,10
95,0.45,0.85,-3.115,0.7825,10
96,0.45,0.84625,-3.125,0.7875,10
97,0.45,0.84625,-3.165,0.79,10
98,0.45,0.8475,-3.125,0.78,10
99,0.45,0.82875,-3.065,0.7725,10
100,0.45,0.82125,-3.09,0.7725,10
101,0.45,0.8025,-3.06,0.755,10
102,0.45,0.785,-3.015,0.7375,10
103,0.45,0.81375,-3.15,0.78,10
104,0.45,0.81875,-3.155,0.78,10
105,0.45,0.83375,-3.195,0.805,10
106,0.45,0.85125,-3.245,0.8175,10
107,0.45,0.86,-3.29,0.8125,10
108,0.45,0.8625,-3.25,0.8075,10
109,0.45,0.8275,-3.07,0.7675,10
110,0.45,0.84,-3.105,0.77,10
111,0.45,0.86,-3.215,0.805,10
112,0.45,0.8725,-3.255,0.8175,10
113,0.45,0.88375,-3.31,0.8325,10
114,0.45,0.88,-3.265,0.8175,10
115,0.45,0.89,-3.295,0.8275,10
116,0.45,0.88125,-3.285,0.815,10
117,0.45,0.87625,-3.275,0.8125,10
118,0.45,0.85,-3.195,0.7975,10
119,0.45,0.8625,-3.23,0.805,10
120,0.45,0.855,-3.155,0.7975,10
121,0.45,0.85125,-3.19,0.805,10
122,0.45,0.87125,-3.245,0.8175,10
123,0.45,0.84375,-3.115,0.785,10
124,0.45,0.84,-3.215,0.785,10
125,0.45,0.84,-3.21,0.79,10
126,0.45,0.8525,-3.22,0.8,10
127,0.45,0.83875,-3.165,0.7775,10
128,0.45,0.8325,-3.08,0.77,10
129,0.45,0.8425,-3.11,0.7775,10
130,0.45,0.85,-3.22,0.8025,10
131,0.45,0.8675,-3.235,0.8,10
132,0.45,0.84625,-3.19,0.7975,10
133,0.45,0.83625,-3.12,0.7675,10
134,0.45,0.825,-3.095,0.775,10
135,0.45,0.81,-3.045,0.7475,10
136,0.45,0.8225,-3.09,0.7575,10
137,0.45,0.8225,-3.185,0.795,10
138,0.45,0.81375,-3.02,0.7625,10
139,0.45,0.7875,-3.025,0.76,10
140,0.45,0.80375,-3.065,0.7675,10
141,0.45,0.80375,-3.065,0.7725,10
142,0.45,0.8025,-3.035,0.76,10
143,0.45,0.78125,-3.06,0.7725,10
144,0.45,0.79375,-3.155,0.7875,10
145,0.45,0.80875,-3.165,0.795,10
146,0.45,0.80625,-3.135,0.79,10
147,0.45,0.795,-3.075,0.7775,10
148,0.45,0.78125,-2.955,0.7375,10
149,0.45,0.78125,-3.015,0.7675,10
150,0.45,0.77125,-3.05,0.7625,10
151,0.45,0.77375,-3.02,0.7575,10
152,0.45,0.81625,-3.16,0.7975,10
153,0.45,0.80625,-3.085,0.7775,10
154,0.45,0.8125,-3.175,0.795,10
155,0.45,0.79375,-3.11,0.78,10
156,0.45,0.76625,-3.01,0.7675,10
157,0.45,0.76875,-3.07,0.7675,10
158,0.45,0.765,-3.01,0.7575,10
159,0.45,0.77125,-3.09,0.78,10
160,0.45,0.77875,-3.1,0.7675,10
161,0.45,0.7725,-3.055,0.7575,10
162,0.45,0.79875,-3.105,0.7625,10
163,0.45,0.78875,-3.055,0.7725,10
164,0.45,0.805,-3.125,0.7875,10
