sweeps,beta,magnetisation,energy,G,seed
0,0.45,1,-4,1,36
1,0.45,0.95125,-3.66,0.915,36
2,0.45,0.93125,-3.515,0.8775,36
3,0.45,0.90625,-3.41,0.8475,36
4,0.45,0.88625,-3.325,0.8275,36
5,0.45,0.87125,-3.27,0.8225,36
6,0.45,0.825,-3.055,0.765,36
7,0.45,0.79125,-3.025,0.7575,36
8,0.45,0.7725,-3.045,0.765,36
9,0.45,0.77875,-3.04,0.7675,36
10,0.45,0.75625,-2.96,0.7375,36
11,0.45,0.75625,-2.91,0.7225,36
12,0.45,0.79625,-3.035,0.7625,36
13,0.45,0.7725,-2.915,0.7275,36
14,0.45,0.7925,-3.04,0.7625,36
15,0.45,0.80875,-3.13,0.78,36
16,0.45,0.83875,-3.275,0.83,36
17,0.45,0.84625,-3.245,0.805,36
18,0.45,0.81875,-3.215,0.795,36
19,0.45,0.8025,-3.13,0.7925,36
20,0.45,0.81875,-3.145,0.795,36
21,0.45,0.82125,-3.13,0.7825,36
22,0.45,0.8325,-3.18,0.7975,36
23,0.45,0.8475,-3.23,0.8,36
24,0.45,0.845,-3.13,0.7825,36
25,0.45,0.86125,-3.2,0.7975,36
26,0.45,0.8875,-3.285,0.8375,36
27,0.45,0.86125,-3.185,0.8,36
28,0.45,0.83375,-3.145,0.78,36
29,0.45,0.82125,-3.09,0.7825,36
30,0.45,0.8025,-3.035,0.765,36
31,0.45,0.81625,-3.12,0.7875,36
32,0.45,0.8325,-3.19,0.8025,36
33,0.45,0.82625,-3.07,0.7675,36
34,0.45,0.81,-3.045,0.7475,36
35,0.45,0.81375,-3.165,0.7875,36
36,0.45,0.7875,-3.095,0.7825,36
37,0.45,0.78375,-3.02,0.7525,36
38,0.45,0.77625,-3.015,0.75,36
39,0.45,0.77625,-2.965,0.7575,36
40,0.45,0.77375,-3.01,0.7525,36
41,0.45,0.7825,-3.16,0.7875,36
42,0.45,0.76875,-2.99,0.7325,36
43,0.45,0.73625,-2.87,0.7125,36
44,0.45,0.6925,-2.84,0.695,36
45,0.45,0.66375,-2.685,0.68,36
46,0.45,0.6675,-2.755,0.695,36
47,0.45,0.67625,-2.77,0.685,36
48,0.45,0.68625,-2.785,0.69,36
49,0.45,0.70125,-2.875,0.7075,36
50,0.45,0.6925,-2.855,0.705,36
51,0.45,0.74625,-2.955,0.73,36
52,0.45,0.7575,-2.98,0.745,36
53,0.45,0.7625,-3.045,0.77,36
54,0.45,0.775,-3.05,0.7625,36
55,0.45,0.75375,-3.055,0.77,36
56,0.45,0.7375,-2.945,0.7475,36
57,0.45,0.72375,-2.935,0.7525,36
58,0.45,0.725,-2.87,0.73,36
59,0.45,0.75,-3,0.76,36
60,0.45,0.7475,-2.975,0.7525,36
61,0.45,0.71125,-2.87,0.7225,36
62,0.45,0.73,-2.84,0.7075,36
63,0.45,0.70875,-2.76,0.6975,36
64,0.45,0.705,-2.745,0.6925,36
65,0.45,0.6875,-2.76,0.695,36
66,0.45,0.7175,-2.8,0.7,36
67,0.45,0.73125,-2.905,0.74,36
68,0.45,0.7475,-2.955,0.75,36
69,0.45,0.74375,-2.94,0.7425,36
