sweeps,beta,magnetisation,energy,G,seed
0,0.45,1,-4,1,46
1,0.45,0.96625,-3.745,0.94,46
2,0.45,0.94,-3.585,0.895,46
3,0.45,0.92125,-3.47,0.8675,46
4,0.45,0.895,-3.33,0.8275,46
5,0.45,0.86375,-3.215,0.815,46
6,0.45,0.84,-3.08,0.7625,46
7,0.45,0.84375,-3.15,0.7725,46
8,0.45,0.86375,-3.21,0.795,46
9,0.45,0.855,-3.135,0.78,46
10,0.45,0.82625,-3.1,0.7725,46
11,0.45,0.825,-3.065,0.76,46
12,0.45,0.82,-3.015,0.7475,46
13,0.45,0.82625,-3.075,0.7725,46
14,0.45,0.81875,-3.08,0.7675,46
15,0.45,0.8125,-3.045,0.755,46
16,0.45,0.82,-3.145,0.7925,46
17,0.45,0.83375,-3.115,0.775,46
18,0.45,0.83375,-3.155,0.7875,46
19,0.45,0.8325,-3.18,0.795,46
20,0.45,0.8125,-3.12,0.7725,46
21,0.45,0.795,-3.035,0.76,46
22,0.45,0.80625,-3.045,0.77,46
23,0.45,0.8,-2.98,0.7575,46
24,0.45,0.77375,-2.95,0.7375,46
25,0.45,0.765,-2.865,0.7125,46
26,0.45,0.74875,-2.92,0.735,46
27,0.45,0.745,-2.905,0.7275,46
28,0.45,0.74,-2.885,0.715,46
29,0.45,0.73,-2.87,0.7275,46
30,0.45,0.7475,-2.9,0.725,46
31,0.45,0.74625,-2.88,0.7275,46
32,0.45,0.77,-2.91,0.7375,46
33,0.45,0.78,-2.905,0.72,46
34,0.45,0.8125,-2.965,0.755,46
35,0.45,0.82,-3,0.745,46
36,0.45,0.79875,-3,0.755,46
37,0.45,0.81,-3.09,0.7575,46
38,0.45,0.81375,-3.11,0.775,46
39,0.45,0.82875,-3.165,0.79,46
40,0.45,0.8225,-3.09,0.7725,46
41,0.45,0.8325,-3.155,0.8,46
42,0.45,0.82375,-3.04,0.755,46
43,0.45,0.83125,-3.125,0.77,46
44,0.45,0.835,-3.155,0.7875,46
45,0.45,0.84125,-3.24,0.8125,46
46,0.45,0.80375,-3.02,0.7475,46
47,0.45,0.7925,-2.915,0.73,46
48,0.45,0.785,-2.9,0.7225,46
49,0.45,0.80625,-3.065,0.7625,46
50,0.45,0.7625,-2.86,0.7075,46
51,0.45,0.795,-3.065,0.76,46
52,0.45,0.8075,-3.035,0.7525,46
53,0.45,0.83,-3.11,0.78,46
54,0.45,0.8525,-3.25,0.815,46
55,0.45,0.8675,-3.305,0.835,46
56,0.45,0.87,-3.355,0.845,46
57,0.45,0.88125,-3.345,0.83,46
58,0.45,0.875,-3.255,0.815,46
59,0.45,0.85875,-3.245,0.8075,46
60,0.45,0.83375,-3.175,0.7925,46
61,0.45,0.84125,-3.185,0.7875,46
62,0.45,0.82,-3.015,0.7525,46
63,0.45,0.825,-3.07,0.76,46
64,0.45,0.845,-3.14,0.8,46
65,0.45,0.84125,-3.225,0.805,46
66,0.45,0.8025,-3.01,0.7575,46
67,0.45,0.7975,-3.06,0.76,46
68,0.45,0.79375,-2.985,0.7325,46
69,0.45,0.8,-3.12,0.7725,46
70,0.45,0.79375,-3.035,0.76,46
71,0.45,0.78375,-2.95,0.7175,46
72,0.45,0.7875,-2.965,0.7475,46
73,0.45,0.7875,-3.065,0.7625,46
74,0.45,0.7875,-2.955,0.7375,46
75,0.45,0.75,-2.96,0.735,46
76,0.45,0.7525,-2.935,0.725,46
77,0.45,0.74625,-2.915,0.7375,46
78,0.45,0.72125,-2.81,0.685,46
79,0.45,0.6975,-2.79,0.6975,46
80,0.45,0.7275,-2.86,0.7125,46
81,0.45,0.7175,-2.885,0.725,46
82,0.45,0.7225,-2.85,0.715,46
83,0.45,0.7175,-2.85,0.71,46
84,0.45,0.73,-2.945,0.7375,46
85,0.45,0.70375,-2.84,0.7125,46
86,0.45,0.7225,-3.03,0.765,46
87,0.45,0.71125,-2.925,0.7275,46
88,0.45,0.70125,-2.945,0.7175,46
89,0.45,0.68125,-2.94,0.7325,46
90,0.45,0.68625,-2.95,0.7275,46
91,0.45,0.67875,-2.855,0.7075,46
92,0.45,0.6975,-2.94,0.7325,46
93,0.45,0.69,-2.91,0.73,46
94,0.45,0.71625,-2.975,0.75,46
95,0.45,0.7175,-2.975,0.7475,46
96,0.45,0.69,-2.95,0.73,46
97,0.45,0.67625,-2.985,0.75,46
98,0.45,0.67,-2.815,0.695,46
99,0.45,0.66375,-2.885,0.715,46
100,0.45,0.64875,-2.76,0.685,46
101,0.45,0.6475,-2.81,0.7125,46
102,0.45,0.6475,-2.885,0.735,46
103,0.45,0.63875,-2.765,0.715,46
104,0.45,0.6225,-2.695,0.695,46
105,0.45,0.6075,-2.6,0.6375,46
106,0.45,0.63875,-2.72,0.675,46
107,0.45,0.60875,-2.685,0.67,46
108,0.45,0.625,-2.74,0.6775,46
109,0.45,0.62875,-2.785,0.68,46
110,0.45,0.61,-2.735,0.69,46
111,0.45,0.6275,-2.805,0.68,46
112,0.45,0.66,-2.78,0.6725,46
113,0.45,0.66125,-2.795,0.6875,46
114,0.45,0.66125,-2.885,0.7225,46
115,0.45,0.665,-2.93,0.725,46
116,0.45,0.64375,-2.935,0.72,46
117,0.45,0.6625,-2.86,0.7075,46
