sweeps,beta,magnetisation,energy,G,seed
0,0.45,1,-4,1,28
1,0.45,0.96,-3.695,0.92,28
2,0.45,0.93625,-3.56,0.8875,28
3,0.45,0.9,-3.39,0.8475,28
4,0.45,0.8825,-3.34,0.84,28
5,0.45,0.84125,-3.21,0.8125,28
6,0.45,0.8625,-3.295,0.835,28
7,0.45,0.84,-3.22,0.805,28
8,0.45,0.83,-3.145,0.795,28
9,0.45,0.8325,-3.2,0.8,28
10,0.45,0.8175,-3.19,0.7975,28
11,0.45,0.82375,-3.21,0.795,28
12,0.45,0.80625,-3.125,0.77,28
13,0.45,0.8125,-3.085,0.7625,28
14,0.45,0.835,-3.155,0.7925,28
15,0.45,0.8375,-3.22,0.8075,28
16,0.45,0.83875,-3.25,0.8275,28
17,0.45,0.82625,-3.22,0.7925,28
18,0.45,0.82375,-3.15,0.785,28
19,0.45,0.80625,-3.1,0.7825,28
20,0.45,0.815,-3.065,0.76,28
21,0.45,0.79375,-3.085,0.7625,28
22,0.45,0.805,-3.07,0.7725,28
23,0.45,0.83125,-3.145,0.7825,28
24,0.45,0.82625,-3.115,0.78,28
25,0.45,0.83,-3.085,0.7725,28
26,0.45,0.835,-3.16,0.795,28
27,0.45,0.83875,-3.135,0.7875,28
28,0.45,0.8225,-3.05,0.755,28
29,0.45,0.805,-3.08,0.765,28
30,0.45,0.795,-3.015,0.7575,28
31,0.45,0.8,-3.075,0.7725,28
32,0.45,0.8025,-3.14,0.795,28
33,0.45,0.785,-3,0.7525,28
34,0.45,0.78625,-3,0.7575,28
35,0.45,0.75375,-2.95,0.73,28
36,0.45,0.76125,-2.98,0.74,28
37,0.45,0.75625,-2.935,0.7325,28
38,0.45,0.78125,-2.985,0.7375,28
39,0.45,0.76625,-3.045,0.7475,28
40,0.45,0.77,-3.04,0.7475,28
41,0.45,0.80625,-3.17,0.79,28
42,0.45,0.8025,-3.07,0.77,28
43,0.45,0.815,-3.12,0.7775,28
44,0.45,0.8025,-3.02,0.7625,28
45,0.45,0.8075,-3.11,0.7675,28
46,0.45,0.80375,-3.14,0.785,28
47,0.45,0.7875,-3.12,0.7925,28
48,0.45,0.765,-2.93,0.7225,28
49,0.45,0.77125,-2.94,0.7425,28
50,0.45,0.755,-2.88,0.72,28
51,0.45,0.765,-2.89,0.7175,28
52,0.45,0.76375,-3.025,0.7625,28
53,0.45,0.745,-2.955,0.75,28
54,0.45,0.75375,-2.965,0.73,28
55,0.45,0.735,-2.81,0.685,28
56,0.45,0.7675,-2.895,0.705,28
57,0.45,0.7825,-3.025,0.7725,28
58,0.45,0.7525,-2.865,0.71,28
59,0.45,0.75875,-2.92,0.73,28
60,0.45,0.76125,-3.025,0.745,28
61,0.45,0.78875,-3.06,0.755,28
62,0.45,0.77375,-2.945,0.735,28
63,0.45,0.77375,-2.99,0.745,28
64,0.45,0.765,-2.97,0.7425,28
65,0.45,0.795,-3.07,0.775,28
66,0.45,0.80625,-3.06,0.76,28
67,0.45,0.82125,-3.205,0.8,28
68,0.45,0.79875,-3.165,0.8075,28
69,0.45,0.78125,-3.11,0.7925,28
70,0.45,0.78625,-3.025,0.76,28
71,0.45,0.75375,-2.92,0.72,28
72,0.45,0.75,-2.925,0.7325,28
73,0.45,0.735,-2.91,0.7325,28
74,0.45,0.73375,-2.935,0.7325,28
75,0.45,0.77125,-3.05,0.7675,28
76,0.45,0.75,-2.965,0.7475,28
77,0.45,0.735,-2.9,0.745,28
78,0.45,0.7525,-2.985,0.7575,28
79,0.45,0.765,-3.05,0.7725,28
80,0.45,0.79625,-3.085,0.7675,28
81,0.45,0.80625,-3.17,0.7825,28
82,0.45,0.78375,-2.995,0.735,28
83,0.45,0.76875,-3.015,0.76,28
84,0.45,0.79125,-3.02,0.7525,28
85,0.45,0.7625,-3.02,0.7575,28
86,0.45,0.7775,-3.05,0.755,28
87,0.45,0.7625,-3.04,0.75,28
88,0.45,0.765,-3.02,0.7475,28
89,0.45,0.785,-3.075,0.7675,28
90,0.45,0.74375,-2.955,0.7375,28
91,0.45,0.75375,-3.005,0.75,28
92,0.45,0.7275,-2.88,0.7375,28
93,0.45,0.74375,-3.005,0.75,28
94,0.45,0.76125,-3.025,0.755,28
95,0.45,0.7375,-3.06,0.765,28
96,0.45,0.755,-3.02,0.7575,28
