sweeps,beta,magnetisation,energy,G,seed
0,0.45,1,-4,1,6
1,0.45,0.98,-3.845,0.9625,6
2,0.45,0.935,-3.625,0.905,6
3,0.45,0.895,-3.345,0.845,6
4,0.45,0.89125,-3.305,0.8325,6
5,0.45,0.89625,-3.345,0.8425,6
6,0.45,0.8625,-3.275,0.8225,6
7,0.45,0.8475,-3.255,0.8125,6
8,0.45,0.8375,-3.225,0.7975,6
9,0.45,0.79875,-3.075,0.7775,6
10,0.45,0.7875,-3.005,0.7525,6
11,0.45,0.75625,-2.975,0.7425,6
12,0.45,0.77,-2.97,0.735,6
13,0.45,0.7525,-2.885,0.7125,6
14,0.45,0.74,-2.855,0.7125,6
15,0.45,0.71625,-2.865,0.6975,6
16,0.45,0.765,-3.005,0.74,6
17,0.45,0.76875,-3.045,0.7475,6
18,0.45,0.78125,-3.1,0.77,6
19,0.45,0.79125,-3.135,0.7775,6
20,0.45,0.78125,-3.065,0.7625,6
21,0.45,0.7975,-3.09,0.7775,6
22,0.45,0.78375,-3.075,0.7775,6
23,0.45,0.7875,-3.05,0.765,6
24,0.45,0.7725,-3.015,0.745,6
25,0.45,0.76875,-2.98,0.7525,6
26,0.45,0.78625,-3.045,0.7725,6
27,0.45,0.7775,-3.005,0.7675,6
28,0.45,0.7775,-3.06,0.77,6
29,0.45,0.76375,-2.945,0.735,6
30,0.45,0.78125,-2.965,0.74,6
31,0.45,0.77625,-3.05,0.7675,6
32,0.45,0.77625,-3.1,0.7625,6
33,0.45,0.76875,-3.08,0.765,6
34,0.45,0.7725,-3.045,0.75,6
35,0.45,0.765,-2.985,0.7475,6
36,0.45,0.765,-3.1,0.7725,6
37,0.45,0.78625,-3.15,0.7875,6
38,0.45,0.77125,-3.085,0.7775,6
39,0.45,0.77625,-3.195,0.795,6
40,0.45,0.76875,-3.14,0.7925,6
41,0.45,0.79,-3.18,0.795,6
42,0.45,0.7925,-3.06,0.76,6
43,0.45,0.77125,-3.045,0.7725,6
44,0.45,0.77125,-3.06,0.7675,6
45,0.45,0.79875,-3.08,0.7775,6
46,0.45,0.8025,-3.11,0.7725,6
47,0.45,0.785,-3.055,0.7575,6
48,0.45,0.76375,-3,0.7475,6
49,0.45,0.77375,-2.93,0.74,6
50,0.45,0.7525,-2.885,0.735,6
51,0.45,0.73,-2.82,0.705,6
52,0.45,0.72375,-2.85,0.7025,6
53,0.45,0.76,-2.865,0.715,6
54,0.45,0.755,-2.925,0.74,6
55,0.45,0.74625,-2.855,0.705,6
56,0.45,0.7625,-2.995,0.75,6
57,0.45,0.78125,-2.975,0.755,6
58,0.45,0.76625,-2.94,0.735,6
59,0.45,0.79125,-3.14,0.7975,6
60,0.45,0.79,-3.12,0.79,6
61,0.45,0.755,-3.045,0.755,6
62,0.45,0.73375,-2.975,0.7425,6
63,0.45,0.7275,-2.935,0.735,6
64,0.45,0.76,-2.98,0.74,6
65,0.45,0.79,-3.11,0.77,6
66,0.45,0.79625,-3.23,0.795,6
67,0.45,0.76875,-3.11,0.79,6
68,0.45,0.7775,-3.105,0.78,6
69,0.45,0.77625,-3.005,0.765,6
70,0.45,0.79375,-3.12,0.78,6
71,0.45,0.8025,-3.2,0.805,6
72,0.45,0.76875,-3.05,0.7675,6
73,0.45,0.76,-3.095,0.7725,6
74,0.45,0.78625,-3.165,0.785,6
75,0.45,0.77375,-3.115,0.7675,6
76,0.45,0.77125,-3.145,0.785,6
77,0.45,0.78375,-3.195,0.8,6
78,0.45,0.7775,-3.13,0.7875,6
79,0.45,0.7725,-3.015,0.7675,6
80,0.45,0.785,-3.09,0.7675,6
81,0.45,0.77375,-3.125,0.7725,6
82,0.45,0.7525,-3.03,0.76,6
83,0.45,0.74625,-3.045,0.775,6
84,0.45,0.7625,-3.075,0.775,6
85,0.45,0.74625,-3.065,0.7825,6
86,0.45,0.7725,-2.985,0.7425,6
87,0.45,0.7775,-3.075,0.785,6
88,0.45,0.76625,-2.985,0.7475,6
89,0.45,0.78125,-3.025,0.7575,6
90,0.45,0.77875,-2.98,0.7375,6
91,0.45,0.73,-2.965,0.73,6
92,0.45,0.69875,-2.83,0.705,6
93,0.45,0.70625,-2.905,0.705,6
94,0.45,0.6875,-2.97,0.7325,6
95,0.45,0.70375,-2.945,0.73,6
96,0.45,0.71375,-2.89,0.7225,6
97,0.45,0.7075,-2.905,0.72,6
98,0.45,0.72875,-2.955,0.755,6
99,0.45,0.75125,-3.115,0.7875,6
100,0.45,0.735,-3.01,0.745,6
101,0.45,0.79375,-3.11,0.78,6
102,0.45,0.84,-3.24,0.8075,6
103,0.45,0.8525,-3.32,0.83,6
104,0.45,0.84875,-3.355,0.8425,6
105,0.45,0.8175,-3.25,0.805,6
106,0.45,0.81625,-3.21,0.79,6
107,0.45,0.8025,-3.055,0.76,6
108,0.45,0.7925,-3.045,0.7525,6
109,0.45,0.7875,-3.07,0.7725,6
110,0.45,0.80125,-3.13,0.785,6
111,0.45,0.81875,-3.075,0.76,6
112,0.45,0.84875,-3.235,0.81,6
113,0.45,0.8575,-3.265,0.8075,6
114,0.45,0.87375,-3.22,0.81,6
115,0.45,0.88125,-3.295,0.825,6
116,0.45,0.8525,-3.265,0.8125,6
117,0.45,0.84,-3.17,0.7825,6
118,0.45,0.825,-3.1,0.77,6
119,0.45,0.8,-3,0.7625,6
120,0.45,0.80875,-3.05,0.7675,6
121,0.45,0.8325,-3.24,0.8,6
122,0.45,0.82375,-3.1,0.7675,6
123,0.45,0.805,-3.075,0.76,6
124,0.45,0.8,-3.105,0.7775,6
125,0.45,0.8175,-3.17,0.7975,6
126,0.45,0.80625,-3.18,0.8025,6
127,0.45,0.825,-3.255,0.8125,6
