24,0.2,0.06875,-0.835,0.0225,0,14
24,0.2,-0.05625,-0.81,0.0025,0,14
24,0.2,0.07,-0.915,0.015,0,14
24,0.2,0.0675,-0.935,0,0,14
24,0.2,-0.02,-0.935,0.015,0,14
24,0.2,-0.0175,-0.88,0.055,0,14
24,0.2,-0.0275,-0.875,-0.005,0,14
24,0.2,0.03125,-0.77,-0.045,0,14
24,0.2,-0.0325,-0.835,0.005,0,14
24,0.2,-0.0075,-0.885,0.02,0,14
24,0.2,0.03625,-1,-0.0025,0,14
24,0.2,0.0675,-0.84,0.035,0,14
24,0.2,-0.015,-0.835,0.02,0,14
24,0.2,0.055,-0.825,-0.0225,0,14
24,0.2,0.02875,-0.8,0.0125,0,14
24,0.2,0.03375,-0.895,-0.0125,0,14
24,0.2,0.00125,-0.885,0.0075,0,14
24,0.2,-0.04625,-0.91,-0.01,0,14
24,0.2,0.03125,-0.915,-0.04,0,14
24,0.2,-0.0025,-0.985,0.005,0,14
