16,0.2,0.0525,-0.76,0.0725,0,6
16,0.2,0.02125,-0.9,-0.0025,0,6
16,0.2,-0.0575,-0.865,-0.005,0,6
16,0.2,0.035,-0.775,0.0125,0,6
16,0.2,-0.005,-0.895,0.0525,0,6
16,0.2,0.06,-0.76,0.005,0,6
16,0.2,0.00875,-0.795,0.025,0,6
16,0.2,-0.0375,-0.86,-0.0225,0,6
16,0.2,0.065,-0.865,-0.0125,0,6
16,0.2,0.0025,-0.88,-0.125,0,6
16,0.2,-0.155,-0.815,-0.025,0,6
16,0.2,-0.00125,-0.925,0.01,0,6
16,0.2,0.05,-0.785,0.04,0,6
16,0.2,-0.01375,-0.755,0.03,0,6
16,0.2,0.025,-0.7,-0.0025,0,6
16,0.2,0.0775,-0.795,0.0675,0,6
16,0.2,0.0375,-0.895,0.0025,0,6
16,0.2,-0.05375,-0.885,0.01,0,6
16,0.2,-0.0175,-0.845,-0.04,0,6
16,0.2,-0.07625,-0.955,0.025,0,6
